feature,team_score_importance,opp_score_importance
advanced_ortg,0.6552482606342466,0.005863106846982909
advanced_ts_pct,0.08144109498885407,0.005843988864992343
team_vs_opp_homeaway_median_score,0.0611792067776522,0.005090593074820278
advanced_pace,0.021311333510948764,0.05459540117435971
defensive_four_factors_ft_per_fga,0.017101920657610653,0.00534007079831411
advanced_trb_pct,0.011234175966465311,0.017870758942690957
team_vs_opp_median_score,0.009990428724359329,0.0020554226692009975
advanced_ast_pct,0.008725239534682221,0.010269665484361496
defensive_four_factors_drb_pct,0.008000482051729782,0.0051960489279833455
team_ft_pct,0.006827996227126753,0.009705136990427039
offensive_four_factors_tov_pct,0.006277632625456057,0.008157876245133958
offensive_four_factors_orb_pct,0.006043983973881971,0.009749049022287262
day,0.005938823517796721,0.021376858672899963
advanced_blk_pct,0.005391211549400975,0.005162137294191275
team_3p_pct,0.005261246188085326,0.005030945293008988
advanced_3par,0.0051130673507610025,0.0026352836717312925
advanced_ftr,0.004472799414961073,0.007020301773902466
opponent_3p_pct,0.004189583609949959,0.009004427682474886
advanced_3par_by_team_day_of_week,0.003957999020413137,0.002762891103798723
median_score_against_by_team_day_of_week,0.0038516512963180584,5.9929669611997715e-05
defensive_four_factors_tov_pct,0.0037864765146679038,0.002820143789072993
advanced_drtg,0.003324507765010528,0.41619735021278803
defensive_four_factors_tov_pct_by_team_travel_distance,0.0028350187651449217,0.000502033827298018
opponent_fg_pct,0.0028119518202129167,0.20357646961187661
advanced_stl_pct,0.002589316222744428,0.002676092168365416
opponent_ft_pct,0.0024861060310347443,0.004341350362867095
offensive_four_factors_tov_pct_by_team_day_of_week,0.0022901087456719924,0.0008219192156516023
advanced_trb_pct_by_team_day_of_week,0.002153569911774701,0.0005148304159276736
advanced_pace_by_team_day_of_week,0.0020533555273693853,0.000869454617479037
defensive_four_factors_efg_pct_by_team_day_of_week,0.0018047670391435485,0.00040620694104804455
team_vs_opp_homeaway_median_score_by_team_day_of_week,0.001583182746946611,0.000832831564321264
day_of_week_by_team_travel_distance,0.001505707289102678,0.0002938470416615955
defensive_four_factors_ft_per_fga_by_team_travel_distance,0.0014087289161537936,0.00038964150286624835
defensive_four_factors_drb_pct_by_team_day_of_week,0.0013874003857190706,0.0012185038289377025
team_vs_opp_median_score_by_team_day_of_week,0.0013600628260179847,0.0013404875424364705
defensive_four_factors_efg_pct,0.0013043527472050612,0.13401236783976667
offensive_four_factors_ft_per_fga_by_team_travel_distance,0.0012866005711623307,0.00025261346674033296
offensive_four_factors_ft_per_fga_by_team_day_of_week,0.0012654582483119328,0.00030796314652844364
median_score_for_by_team_day_of_week,0.0012535191955304029,0.0003022865559826343
advanced_pace_by_team_travel_distance,0.0011529014758947563,0.0004604220250218953
team_day_median_score,0.0011043171254598884,0.00041682857535683287
median_score_for,0.0011019421639219386,0.0002478984258299888
defensive_four_factors_ft_per_fga_by_team_day_of_week,0.0010944863138911244,0.002985169526561291
home_away_by_team_day_of_week,0.0010665984523405606,0.0003761179690184224
team_day_median_allowed,0.001027360011012233,0.0007054990804720558
defensive_four_factors_efg_pct_by_team_travel_distance,0.0009459204830790064,0.0015869863226697604
day_by_team_day_of_week,0.0009322765567032754,0.0021309347438366348
team_vs_opp_homeaway_median_score_by_team_travel_distance,0.0009169771135799351,0.00037664090213310273
month_by_team_travel_distance,0.0009022161136203263,0.0001551872786306928
team_day_median_allowed_by_team_travel_distance,0.0008801061247607191,0.001328088916562938
advanced_ortg_by_team_day_of_week,0.0008353707565845129,0.00018781645893385312
defensive_four_factors_drb_pct_by_team_travel_distance,0.0008329893096354615,0.0008668807867489687
advanced_ts_pct_by_team_day_of_week,0.0008236829613508452,0.0006666378700650639
advanced_stl_pct_by_team_travel_distance,0.000817919961406815,0.0005475718059999874
advanced_ts_pct_by_team_travel_distance,0.0007934523315879538,0.00010096194909792622
advanced_stl_pct_by_team_day_of_week,0.0007216211062619636,0.00010982619788363297
advanced_ortg_by_team_travel_distance,0.0006963717636043866,0.0005547291250723871
advanced_ftr_by_team_day_of_week,0.0006893100808659322,0.0018376032984835596
team_home_or_away_median_score_by_team_day_of_week,0.000669802885538151,0.00041998470298258765
month_by_team_day_of_week,0.0006535595919825232,0.0007333539548901442
day_of_week,0.000605995255917648,0.00053806548620869
defensive_four_factors_drb_pct_by_team_home_away,0.0005861034575772088,0.00010031823766521574
month,0.0005745389801385215,0.000215980105439482
offensive_four_factors_tov_pct_by_team_travel_distance,0.000544672854175768,0.0006514223611030339
advanced_drtg_by_team_travel_distance,0.0005163935079996443,0.0002008495200993479
advanced_trb_pct_by_team_travel_distance,0.0005029656494734869,0.0002119962695345712
advanced_ast_pct_by_team_day_of_week,0.0004886389711236982,0.0007796382498500262
offensive_four_factors_ft_per_fga_by_team_home_away,0.00048447882889455883,0.00016334250433209973
advanced_ast_pct_by_team_travel_distance,0.00046675589409359003,0.0004804321848186683
advanced_ftr_by_team_travel_distance,0.00044785684051719464,0.0004290187778158918
travel_distance_by_team_day_of_week,0.00043837174818435183,0.00012266713942889616
advanced_drtg_by_team_day_of_week,0.0004224505534445447,0.0009657889896731596
day_by_team_home_away,0.00038196191190307106,0.00022765074055241865
advanced_3par_by_team_travel_distance,0.00037643708138737034,0.00015290257523445193
win_loss_by_team_travel_distance,0.00033033407524415997,0.0003972067682023325
advanced_blk_pct_by_team_day_of_week,0.0003250257933168602,0.0014634744630516237
offensive_four_factors_orb_pct_by_team_day_of_week,0.00032315558519630764,0.00028035544672254457
advanced_ftr_by_team_home_away,0.00031376885886930843,0.00016209927959208564
