advanced_3par,advanced_ast_pct,advanced_blk_pct,advanced_drtg,advanced_ftr,advanced_ortg,advanced_pace,advanced_pace_by_team_day_of_week,advanced_stl_pct,advanced_trb_pct,advanced_ts_pct,day,defensive_four_factors_drb_pct,defensive_four_factors_efg_pct,defensive_four_factors_ft_per_fga,defensive_four_factors_tov_pct,month,month_by_team_day_of_week,offensive_four_factors_orb_pct,offensive_four_factors_tov_pct,opponent_3p_pct,opponent_fg_pct,opponent_ft_pct,team_3p_pct,team_day_median_allowed,team_ft_pct,team_vs_opp_homeaway_median_score,team_vs_opp_median_score,team,opp,team_score,opp_score,A'ja Wilson,Aaliyah Edwards,Aari McDonald,Alanna Smith,Aliyah Boston,Allisha Gray,Alysha Clark,Alyssa Thomas,Angel Reese,Ariel Atkins,Arike Ogunbowale,Azura Stevens,Breanna Stewart,Bridget Carleton,Brionna Jones,Brittney Griner,Caitlin Clark,Cameron Brink,Chelsea Gray,Chennedy Carter,Cheyenne Parker-Tyus,DeWanna Bonner,Dearica Hamby,Diana Taurasi,Elizabeth Williams,Ezi Magbegor,Jackie Young,Jonquel Jones,Jordan Horston,Kahleah Copper,Kamilla Cardoso,Kayla McBride,Kelsey Mitchell,Kelsey Plum,Kiah Stokes,Leonie Fiebich,Marina Mabrey,Monique Billings,Myisha Hines-Allen,NaLyssa Smith,Napheesa Collier,Natasha Howard,Naz Hillmon,Nneka Ogwumike,Odyssey Sims,Rebecca Allen,Rhyne Howard,Rickea Jackson,Sabrina Ionescu,Satou Sabally,Shatori Walker-Kimbrough,Skylar Diggins-Smith,Sophie Cunningham,Stefanie Dolson,Teaira McCowan,Temi Fagbenle,Tina Charles
0.274,66.7,7.7,97.0,0.342,93.0,74.2,78.6,16.2,55.4,0.411,13,75.0,0.5,0.2,20.3,9,7.5,40.5,14.3,0.381,0.433,0.8,0.25,82.5,0.88,68.5,71.0,ATL,WAS,69,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.364,61.5,3.6,90.5,0.379,94.3,71.7,76.1,16.1,57.4,0.494,15,87.5,0.475,0.288,20.9,9,7.0,24.1,16.3,0.323,0.39,0.81,0.167,80.0,0.8,74.5,71.0,ATL,WAS,76,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.242,63.3,9.3,95.5,0.484,117.3,73.3,74.8,12.3,54.7,0.572,17,82.4,0.459,0.23,16.0,9,8.0,23.3,8.5,0.333,0.41,0.875,0.333,77.0,0.7,81.5,81.5,ATL,CHI,86,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.21,71.0,4.7,92.0,0.258,107.1,72.8,76.6,11.0,55.6,0.565,19,74.3,0.467,0.183,20.1,9,6.0,32.1,16.9,0.471,0.4,0.647,0.385,78.0,0.688,76.5,75.0,ATL,NYL,78,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.23,48.3,4.5,108.9,0.365,98.9,79.9,75.3,11.3,46.8,0.46,15,58.3,0.482,0.098,14.8,5,7.0,37.2,12.3,0.333,0.451,0.8,0.294,83.0,0.593,81.0,83.0,CHI,DAL,79,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.263,78.1,27.1,88.4,0.25,99.2,83.7,77.4,17.9,51.2,0.467,18,63.9,0.402,0.318,24.7,5,6.0,41.3,16.1,0.389,0.348,0.913,0.19,83.5,0.75,81.0,83.0,CHI,DAL,83,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.253,62.9,4.3,100.6,0.267,111.8,80.5,77.8,6.2,52.1,0.537,23,77.1,0.493,0.188,15.3,5,6.0,28.9,9.7,0.364,0.435,0.65,0.368,83.0,0.65,83.0,75.5,CHI,NYL,90,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.266,64.3,6.5,121.6,0.344,115.9,70.7,77.4,18.4,35.6,0.556,25,42.9,0.54,0.286,19.0,5,6.0,29.0,13.0,0.353,0.492,0.857,0.471,83.5,0.818,78.5,77.5,CHI,CON,82,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.182,70.4,0.0,94.6,0.197,83.5,81.4,79.35,13.5,53.6,0.474,28,81.8,0.477,0.25,20.0,5,7.0,27.8,22.6,0.333,0.438,0.889,0.333,85.5,0.769,68.0,71.0,CHI,SEA,68,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.253,84.4,17.9,91.0,0.213,103.5,80.2,77.8,16.2,51.5,0.506,30,75.9,0.433,0.35,19.8,5,6.0,33.3,14.6,0.19,0.4,0.724,0.368,83.0,0.75,87.5,90.0,CHI,LAS,83,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.174,53.6,2.3,92.9,0.261,91.6,76.4,77.4,9.2,56.6,0.455,1,77.5,0.435,0.159,12.6,6,6.0,33.3,16.3,0.24,0.391,0.688,0.167,83.5,0.667,76.5,82.0,CHI,IND,70,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.095,62.5,8.7,108.9,0.378,92.8,80.8,79.35,6.2,50.0,0.434,4,75.0,0.5,0.128,10.7,6,7.0,27.3,10.4,0.313,0.436,0.833,0.286,85.5,0.893,71.0,75.5,CHI,NYL,75,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.177,60.0,2.1,82.4,0.278,91.6,86.2,77.8,16.2,52.6,0.445,6,79.4,0.453,0.203,24.8,6,6.0,31.0,12.8,0.235,0.422,0.65,0.071,83.0,0.818,80.0,74.5,CHI,WAS,79,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.183,58.6,3.8,113.5,0.35,102.0,78.4,77.4,10.2,48.3,0.578,8,66.7,0.5,0.309,14.3,6,6.0,25.9,22.4,0.375,0.456,0.913,0.273,83.5,0.905,79.0,79.0,CHI,ATL,80,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.224,67.9,14.6,111.4,0.259,100.7,74.5,75.3,10.7,50.9,0.58,12,72.4,0.476,0.387,15.9,6,7.0,28.6,20.8,0.214,0.452,0.857,0.462,83.0,0.867,78.5,77.5,CHI,CON,75,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.197,53.3,2.9,101.4,0.379,99.0,81.8,79.69999999999999,11.0,48.6,0.526,14,78.1,0.5,0.297,19.5,6,8.0,23.7,15.4,0.267,0.438,0.826,0.308,83.0,0.68,80.0,74.5,CHI,WAS,81,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,60.6,4.5,118.7,0.173,108.3,76.7,78.2,10.4,45.7,0.476,16,71.4,0.629,0.21,17.6,6,8.0,28.6,5.4,0.444,0.565,0.684,0.417,84.0,0.857,76.5,82.0,CHI,IND,83,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.174,59.4,7.7,93.5,0.29,107.7,77.0,77.8,9.1,52.7,0.533,20,73.7,0.423,0.262,16.9,6,6.0,30.6,14.3,0.346,0.354,0.85,0.25,83.0,0.8,87.5,83.0,CHI,DAL,83,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.274,80.6,2.6,105.7,0.516,106.9,82.3,78.2,4.9,60.3,0.578,23,96.9,0.558,0.145,10.7,6,8.0,22.6,16.5,0.433,0.464,0.714,0.235,84.0,0.688,84.5,82.0,CHI,IND,88,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.205,58.8,7.3,120.9,0.179,105.7,78.6,77.8,7.6,52.1,0.493,27,82.4,0.568,0.303,10.4,6,6.0,25.6,6.7,0.36,0.5,0.741,0.25,83.0,0.786,79.0,79.0,CHI,LVA,83,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22,56.0,7.3,85.0,0.171,75.3,82.3,78.2,10.9,52.4,0.352,30,82.4,0.431,0.215,19.8,6,8.0,32.0,13.7,0.25,0.385,0.778,0.278,84.0,0.5,62.0,66.0,CHI,MIN,62,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,60.6,8.7,98.8,0.257,109.1,77.9,79.35,7.7,47.9,0.545,2,68.6,0.493,0.147,19.3,7,7.0,27.8,11.4,0.318,0.441,0.625,0.429,85.5,0.722,77.5,79.0,CHI,ATL,85,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.194,61.8,10.6,109.4,0.292,114.6,76.8,79.69999999999999,9.1,57.8,0.542,5,74.2,0.477,0.318,14.4,7,8.0,42.4,11.9,0.158,0.455,0.808,0.357,83.0,0.714,79.5,71.0,CHI,SEA,88,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.179,69.0,18.0,106.2,0.154,89.8,79.1,78.2,10.1,51.4,0.426,7,79.4,0.464,0.29,11.2,7,8.0,27.5,10.7,0.316,0.42,0.833,0.214,84.0,0.833,79.5,71.0,CHI,SEA,71,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,68.8,13.6,84.2,0.176,95.2,81.9,75.3,13.4,54.4,0.489,10,87.5,0.42,0.159,15.5,7,7.0,20.5,11.1,0.2,0.406,0.688,0.353,83.0,0.615,79.0,79.0,CHI,ATL,78,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.135,67.6,2.5,121.2,0.095,101.2,75.1,77.8,4.0,54.5,0.493,11,86.7,0.579,0.286,8.9,7,6.0,27.8,13.5,0.565,0.476,0.9,0.4,83.0,0.571,83.0,75.5,CHI,NYL,76,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.217,53.6,5.7,110.8,0.058,91.6,73.2,77.4,5.5,59.4,0.473,13,87.9,0.5,0.141,6.1,7,6.0,33.3,16.5,0.306,0.423,0.714,0.467,83.5,1.0,71.0,75.5,CHI,NYL,67,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181,57.1,4.2,101.3,0.306,110.9,83.8,79.35,10.7,57.4,0.569,16,90.3,0.508,0.273,13.7,7,7.0,23.3,13.7,0.278,0.47,0.818,0.308,85.5,0.864,82.0,79.0,CHI,LVA,93,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26,51.9,8.3,119.6,0.192,91.4,71.1,77.8,9.8,49.3,0.411,15,78.3,0.661,0.119,15.8,8,6.0,34.1,12.2,0.522,0.559,0.636,0.211,83.0,0.5,76.5,68.0,CHI,PHO,65,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,57.1,10.6,107.2,0.333,112.2,80.2,77.4,5.0,56.0,0.545,17,75.0,0.453,0.257,8.6,8,6.0,34.3,12.7,0.333,0.392,0.731,0.444,83.5,0.667,90.0,90.0,CHI,LAS,90,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.179,71.4,2.6,113.1,0.269,89.4,76.1,78.2,6.6,51.8,0.39,18,75.0,0.508,0.371,11.7,8,8.0,34.7,9.4,0.304,0.452,0.742,0.0,84.0,0.571,68.0,68.0,CHI,PHO,68,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.138,62.1,9.3,102.7,0.338,100.2,79.8,79.69999999999999,8.8,58.3,0.536,23,78.0,0.412,0.382,10.7,8,8.0,32.3,17.6,0.24,0.368,0.722,0.333,83.0,0.864,67.0,77.5,CHI,CON,80,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.183,56.7,15.8,98.5,0.146,95.9,78.2,78.2,1.3,51.6,0.43,25,78.0,0.42,0.111,3.4,8,8.0,30.0,10.3,0.25,0.383,0.9,0.467,84.0,0.667,79.0,79.0,CHI,LVA,75,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.241,70.4,8.9,100.0,0.259,94.6,74.0,75.3,2.7,59.0,0.542,28,78.8,0.5,0.121,14.3,8,7.0,35.7,24.5,0.381,0.439,0.615,0.357,83.0,0.733,64.0,74.5,CHI,WAS,70,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.347,82.8,2.7,124.0,0.292,100.4,80.7,79.69999999999999,7.4,57.5,0.499,30,85.3,0.583,0.348,12.3,8,8.0,33.3,13.8,0.448,0.485,0.793,0.36,83.0,0.667,84.5,82.0,CHI,IND,81,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,55.6,2.1,106.9,0.322,100.2,73.8,78.2,6.8,61.3,0.549,1,75.0,0.493,0.143,11.7,9,8.0,42.3,23.8,0.227,0.457,0.833,0.222,84.0,0.947,70.0,66.0,CHI,MIN,74,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,64.0,5.4,117.3,0.317,92.5,76.7,79.35,10.4,48.3,0.519,3,82.1,0.59,0.295,14.6,9,7.0,18.8,19.9,0.333,0.525,0.857,0.389,85.5,0.737,82.0,79.0,CHI,LVA,71,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.229,66.7,10.9,98.0,0.2,115.6,79.6,79.69999999999999,11.3,57.4,0.604,6,82.4,0.477,0.227,14.8,9,8.0,25.9,14.6,0.25,0.439,0.75,0.438,83.0,0.929,87.5,90.0,CHI,LAS,92,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.186,54.3,6.8,94.9,0.329,113.4,81.1,78.2,7.4,52.8,0.574,8,69.8,0.426,0.189,14.5,9,8.0,27.6,13.0,0.2,0.405,0.737,0.385,84.0,0.739,87.5,83.0,CHI,DAL,92,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.114,68.0,8.9,118.1,0.157,77.0,75.3,75.3,9.3,46.4,0.387,11,70.0,0.566,0.176,12.7,9,7.0,28.2,16.7,0.391,0.5,0.706,0.125,83.0,0.636,64.0,74.5,CHI,WAS,58,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,68.0,12.8,107.6,0.25,85.5,77.2,79.69999999999999,5.2,46.6,0.437,13,78.1,0.507,0.123,11.4,9,8.0,22.0,13.7,0.308,0.452,0.9,0.235,83.0,0.706,70.0,66.0,CHI,MIN,66,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.347,81.3,7.1,123.9,0.208,117.3,75.1,78.2,5.3,55.2,0.56,15,89.7,0.614,0.182,9.8,9,8.0,28.9,8.2,0.375,0.545,0.706,0.56,84.0,0.667,76.5,68.0,CHI,PHO,88,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.295,52.0,4.3,117.3,0.262,95.5,73.3,79.35,1.4,45.3,0.514,17,76.7,0.524,0.339,8.5,9,7.0,17.6,16.0,0.333,0.484,0.7,0.333,85.5,0.875,77.5,79.0,CHI,ATL,70,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.339,76.2,17.9,119.5,0.145,74.2,72.7,77.8,6.9,39.3,0.409,19,66.7,0.543,0.157,11.7,9,6.0,17.6,18.5,0.429,0.5,0.846,0.286,83.0,0.667,67.0,77.5,CHI,CON,54,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.318,62.5,3.3,88.6,0.379,114.8,80.1,77.6,13.7,51.7,0.597,14,84.6,0.56,0.3,30.0,5,7.0,25.0,16.3,0.4,0.48,0.789,0.429,70.0,0.76,90.5,88.5,CON,IND,92,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.294,55.2,8.3,98.4,0.382,107.4,78.2,77.2,17.9,50.9,0.529,17,84.0,0.56,0.207,23.8,5,7.0,25.0,11.2,0.409,0.483,0.857,0.1,77.5,0.923,80.0,89.0,CON,WAS,84,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.257,50.0,8.2,111.7,0.405,117.0,75.2,71.5,6.6,47.8,0.505,20,58.1,0.522,0.174,18.5,5,6.0,39.5,8.4,0.3,0.478,0.923,0.211,72.0,0.8,84.0,88.5,CON,IND,88,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.164,56.7,4.3,94.5,0.313,95.6,77.2,76.25,11.5,47.6,0.544,23,81.8,0.515,0.176,18.1,5,6.5,10.0,17.3,0.19,0.485,0.6,0.455,77.5,0.857,79.5,78.0,CON,MIN,83,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27,54.8,8.5,115.9,0.333,121.6,70.7,77.2,7.1,64.4,0.595,25,71.0,0.5,0.281,13.0,5,6.0,57.1,19.0,0.471,0.438,0.818,0.353,82.0,0.857,84.5,84.5,CON,CHI,86,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.312,85.2,11.1,60.6,0.234,90.2,77.6,77.6,15.5,46.9,0.412,28,69.2,0.246,0.254,21.6,5,7.0,26.2,9.6,0.037,0.238,0.727,0.208,70.0,0.611,83.0,85.5,CON,PHO,70,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.167,75.9,4.3,103.4,0.4,106.3,69.6,77.2,11.5,48.3,0.524,31,73.1,0.565,0.032,18.0,5,7.0,28.1,12.4,0.375,0.516,0.5,0.2,77.5,0.583,74.0,85.0,CON,DAL,74,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.273,78.6,5.9,65.7,0.197,90.7,76.1,75.65,5.3,57.7,0.481,2,82.6,0.306,0.134,14.2,6,7.5,21.9,17.3,0.188,0.284,0.75,0.333,70.5,0.538,69.5,72.0,CON,ATL,69,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.263,81.5,11.4,82.4,0.474,106.1,71.7,77.6,9.8,45.6,0.552,4,65.8,0.359,0.203,18.5,6,7.0,20.0,14.8,0.207,0.313,0.867,0.4,70.0,0.593,80.0,89.0,CON,WAS,76,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.225,58.6,5.7,106.3,0.239,97.2,77.2,77.2,3.9,55.6,0.478,8,100.0,0.592,0.183,14.3,6,6.0,28.2,14.2,0.36,0.517,0.846,0.25,82.0,0.765,71.5,73.0,CON,NYL,75,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.262,73.3,7.9,100.7,0.369,124.5,71.5,71.5,12.6,61.2,0.589,10,80.6,0.476,0.21,13.5,6,6.0,38.7,11.7,0.375,0.403,0.684,0.471,72.0,0.875,90.5,88.5,CON,IND,89,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.226,75.0,4.4,100.7,0.452,111.4,74.5,74.5,17.5,49.1,0.558,12,71.4,0.534,0.224,20.8,6,7.0,27.6,15.9,0.462,0.483,0.867,0.214,75.0,0.857,84.5,84.5,CON,CHI,83,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
