advanced_3par,advanced_ast_pct,advanced_blk_pct,advanced_drtg,advanced_ftr,advanced_ortg,advanced_pace,advanced_pace_by_team_day_of_week,advanced_stl_pct,advanced_trb_pct,advanced_ts_pct,day,defensive_four_factors_drb_pct,defensive_four_factors_efg_pct,defensive_four_factors_ft_per_fga,defensive_four_factors_tov_pct,month,month_by_team_day_of_week,offensive_four_factors_orb_pct,offensive_four_factors_tov_pct,opponent_3p_pct,opponent_fg_pct,opponent_ft_pct,team_3p_pct,team_day_median_allowed,team_ft_pct,team_vs_opp_homeaway_median_score,team_vs_opp_median_score,team,opp,team_score,opp_score,A'ja Wilson,Aaliyah Edwards,Aari McDonald,Alanna Smith,Aliyah Boston,Allisha Gray,Alysha Clark,Alyssa Thomas,Angel Reese,Ariel Atkins,Arike Ogunbowale,Azura Stevens,Breanna Stewart,Bridget Carleton,Brionna Jones,Brittney Griner,Caitlin Clark,Cameron Brink,Chelsea Gray,Chennedy Carter,Cheyenne Parker-Tyus,DeWanna Bonner,Dearica Hamby,Diana Taurasi,Elizabeth Williams,Ezi Magbegor,Jackie Young,Jonquel Jones,Jordan Horston,Kahleah Copper,Kamilla Cardoso,Kayla McBride,Kelsey Mitchell,Kelsey Plum,Kiah Stokes,Leonie Fiebich,Marina Mabrey,Monique Billings,Myisha Hines-Allen,NaLyssa Smith,Napheesa Collier,Natasha Howard,Naz Hillmon,Nneka Ogwumike,Odyssey Sims,Rebecca Allen,Rhyne Howard,Rickea Jackson,Sabrina Ionescu,Satou Sabally,Shatori Walker-Kimbrough,Skylar Diggins-Smith,Sophie Cunningham,Stefanie Dolson,Teaira McCowan,Temi Fagbenle,Tina Charles
0.269,70.0,6.7,90.9,0.328,115.4,73.7,77.2,9.5,56.7,0.554,15,81.6,0.385,0.328,13.3,6,6.0,24.1,8.4,0.063,0.377,0.833,0.333,82.0,0.864,97.0,85.0,CON,DAL,85,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,52.9,8.6,94.9,0.154,107.1,73.7,77.6,13.6,50.9,0.569,18,83.3,0.558,0.231,26.9,6,7.0,24.1,12.6,0.353,0.5,0.667,0.4,70.0,0.7,74.0,79.0,CON,LAS,79,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.213,53.8,2.4,110.5,0.41,96.2,76.9,77.2,10.4,40.8,0.514,21,72.2,0.523,0.262,13.8,6,7.0,8.6,12.2,0.25,0.477,0.739,0.462,77.5,0.64,72.5,71.0,CON,LVA,74,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.209,52.0,6.3,96.6,0.254,81.8,74.5,75.65,10.7,52.1,0.41,23,76.5,0.453,0.219,16.5,6,7.5,30.8,15.8,0.25,0.422,0.875,0.143,70.5,0.529,61.0,64.0,CON,SEA,61,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,62.5,12.5,104.2,0.384,107.7,77.6,76.25,13.7,49.2,0.551,27,84.0,0.596,0.147,23.6,6,6.5,25.0,10.5,0.393,0.515,0.667,0.333,77.5,0.75,95.0,89.0,CON,WAS,94,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.356,87.0,4.7,100.7,0.441,95.5,77.5,77.2,12.9,44.8,0.525,28,80.0,0.544,0.281,18.4,6,7.0,18.2,20.4,0.429,0.491,0.727,0.333,77.5,0.808,77.0,72.0,CON,ATL,74,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.339,60.7,7.0,106.3,0.39,122.5,67.7,71.5,3.0,67.3,0.6,1,92.6,0.458,0.283,8.1,7,6.0,42.9,13.7,0.176,0.433,0.944,0.25,72.0,0.957,85.5,85.5,CON,PHO,83,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.227,76.7,10.8,96.9,0.197,103.5,75.3,76.25,13.3,55.6,0.544,4,79.4,0.556,0.065,21.4,7,6.5,27.6,16.3,0.52,0.452,0.444,0.4,77.5,0.923,78.0,78.0,CON,MIN,78,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.359,71.4,6.1,101.2,0.297,120.8,66.2,75.65,6.0,53.7,0.553,7,73.5,0.441,0.254,12.9,7,7.5,33.3,8.8,0.4,0.407,0.789,0.435,70.5,0.737,77.0,72.0,CON,ATL,80,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.254,79.2,4.5,97.6,0.239,93.5,72.7,74.5,1.4,51.5,0.459,10,96.6,0.518,0.211,12.3,7,7.0,17.9,10.8,0.231,0.491,0.75,0.353,75.0,0.875,71.5,73.0,CON,NYL,68,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.333,70.3,6.8,91.7,0.269,127.5,75.2,75.65,12.0,57.1,0.55,14,71.8,0.457,0.087,17.0,7,7.5,42.1,7.4,0.28,0.406,0.6,0.385,70.5,0.571,83.0,85.5,CON,PHO,96,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.273,60.7,12.5,105.6,0.333,95.3,77.7,77.6,14.2,50.8,0.489,16,79.3,0.534,0.322,21.0,7,7.0,25.0,14.7,0.407,0.441,0.95,0.111,70.0,0.727,73.0,73.0,CON,NYL,74,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.303,78.9,7.1,106.0,0.424,127.0,85.8,77.2,10.5,41.9,0.696,16,60.5,0.515,0.348,20.0,8,7.0,12.5,16.1,0.417,0.439,0.719,0.55,77.5,0.786,97.0,85.0,CON,DAL,109,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.246,69.6,8.5,104.8,0.338,89.5,78.2,75.65,10.2,54.1,0.469,18,80.6,0.452,0.397,12.6,8,7.5,28.9,18.5,0.313,0.413,0.806,0.25,70.5,0.909,69.5,72.0,CON,ATL,70,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219,75.0,8.5,76.4,0.233,86.4,79.9,77.6,15.0,46.2,0.429,20,76.5,0.409,0.106,23.0,8,7.0,22.7,11.1,0.105,0.394,0.7,0.313,70.0,0.471,74.0,79.0,CON,LAS,69,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.368,72.0,10.7,100.2,0.529,102.7,79.8,77.2,15.0,41.7,0.489,23,67.7,0.469,0.292,17.6,8,7.0,22.0,10.7,0.333,0.446,0.864,0.24,77.5,0.722,84.5,84.5,CON,CHI,82,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181,66.7,9.1,82.7,0.236,93.0,77.4,77.2,9.0,45.7,0.453,24,72.5,0.423,0.138,20.4,8,6.0,19.5,10.2,0.219,0.369,0.75,0.154,82.0,0.588,73.0,73.0,CON,NYL,72,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.364,63.3,11.1,104.0,0.258,99.0,80.7,74.5,17.3,43.5,0.544,28,74.2,0.568,0.136,21.1,8,7.0,12.9,16.0,0.433,0.47,0.818,0.333,75.0,0.706,84.0,88.5,CON,IND,80,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.383,76.7,9.1,108.9,0.367,123.0,78.0,77.2,12.8,53.7,0.689,31,80.0,0.587,0.175,18.7,8,6.0,20.8,18.7,0.467,0.476,0.733,0.609,82.0,1.0,95.0,89.0,CON,WAS,96,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,59.4,14.0,107.5,0.644,116.2,80.0,75.65,8.7,50.8,0.614,1,71.9,0.451,0.31,12.8,9,7.5,29.0,15.6,0.19,0.423,0.917,0.333,70.5,0.684,78.5,64.0,CON,SEA,93,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.259,75.0,6.7,95.0,0.293,85.6,74.7,77.6,9.4,49.2,0.489,3,88.5,0.492,0.161,15.9,9,7.0,20.0,18.6,0.176,0.468,0.667,0.333,70.0,0.647,78.5,64.0,CON,SEA,64,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.286,64.0,8.9,93.8,0.304,87.3,76.7,77.2,13.0,50.0,0.528,6,80.0,0.431,0.246,16.0,9,7.0,16.1,22.1,0.3,0.385,0.842,0.188,77.5,0.824,67.0,71.0,CON,LVA,67,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.261,68.8,12.5,87.7,0.232,103.4,76.4,75.65,11.8,54.1,0.519,8,86.2,0.472,0.296,23.2,9,7.5,25.0,12.6,0.5,0.407,0.8,0.333,70.5,0.563,82.5,79.0,CON,LAS,79,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.339,72.7,14.6,83.9,0.226,109.3,78.7,77.6,10.2,55.0,0.631,10,85.7,0.433,0.119,17.2,9,7.0,12.0,16.0,0.316,0.388,0.667,0.381,70.0,0.857,82.5,79.0,CON,LAS,86,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.347,69.7,12.8,89.7,0.227,114.4,76.9,77.2,2.6,53.5,0.533,13,83.3,0.417,0.125,8.3,9,7.0,22.9,7.8,0.182,0.375,0.818,0.308,77.5,0.824,85.5,85.5,CON,PHO,88,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.297,74.1,6.4,115.4,0.266,97.6,72.7,75.65,2.7,50.7,0.497,15,87.1,0.563,0.056,7.5,9,7.5,19.4,10.1,0.417,0.493,0.667,0.316,70.5,0.647,72.5,71.0,CON,LVA,71,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.303,70.0,12.0,102.8,0.167,100.2,75.8,77.6,11.9,50.0,0.536,17,79.3,0.516,0.188,15.7,9,7.0,24.2,18.4,0.429,0.469,0.923,0.35,70.0,0.818,79.5,78.0,CON,MIN,76,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,68.6,22.0,74.2,0.186,119.5,72.7,76.25,9.6,60.7,0.574,19,82.4,0.387,0.097,18.5,9,6.5,33.3,11.7,0.286,0.339,0.667,0.429,77.5,0.846,84.5,84.5,CON,CHI,87,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.183,48.6,21.1,98.9,0.122,108.9,79.9,79.5,8.8,53.2,0.503,15,62.8,0.426,0.216,12.3,5,7.0,41.7,14.8,0.294,0.392,0.593,0.333,95.0,0.8,80.5,75.5,DAL,CHI,87,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.273,65.2,13.6,99.2,0.348,88.4,83.7,82.85,8.4,48.8,0.486,18,58.7,0.425,0.188,16.1,5,6.0,36.1,24.7,0.19,0.4,0.75,0.389,89.5,0.913,80.5,75.5,DAL,CHI,74,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.229,56.7,12.0,107.0,0.286,100.5,77.6,77.9,7.7,49.3,0.495,21,64.9,0.465,0.222,12.8,5,8.0,32.4,15.1,0.318,0.417,0.727,0.125,90.0,0.8,87.0,85.0,DAL,ATL,78,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.267,59.0,12.5,106.3,0.28,123.7,86.5,82.85,11.6,60.3,0.635,25,75.0,0.507,0.213,18.7,5,6.0,45.2,17.6,0.4,0.413,0.941,0.5,89.5,0.905,95.5,93.0,DAL,PHO,107,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.158,68.8,10.9,108.1,0.316,109.4,76.7,81.1,6.5,54.3,0.485,26,73.7,0.434,0.224,8.6,5,7.0,37.2,6.5,0.286,0.395,0.81,0.167,97.0,0.75,78.0,82.5,DAL,LAS,84,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.258,65.6,8.0,106.3,0.065,103.4,69.6,81.2,4.3,51.7,0.565,31,71.9,0.5,0.233,12.4,5,8.0,26.9,18.0,0.2,0.483,0.583,0.375,82.0,0.5,72.0,72.0,DAL,CON,72,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.169,66.7,5.8,105.6,0.215,92.2,82.4,81.1,14.6,55.7,0.534,2,72.2,0.507,0.211,16.0,6,7.0,32.0,26.0,0.421,0.451,0.882,0.364,97.0,0.857,77.0,86.0,DAL,MIN,76,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.338,64.3,9.5,119.4,0.297,101.8,79.5,79.5,6.3,54.8,0.484,5,76.5,0.55,0.257,13.2,6,7.0,35.9,13.4,0.321,0.486,0.9,0.2,95.0,0.909,87.0,84.5,DAL,LVA,81,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.233,48.3,10.0,100.4,0.178,89.2,80.7,81.2,8.7,49.3,0.457,7,76.5,0.507,0.143,15.5,6,8.0,24.3,15.1,0.25,0.471,0.667,0.118,82.0,0.923,78.0,82.5,DAL,LAS,72,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.295,67.6,6.4,103.7,0.179,96.2,74.8,81.1,9.6,55.4,0.535,9,75.0,0.519,0.175,18.5,6,7.0,31.0,20.0,0.273,0.463,0.737,0.261,97.0,0.714,93.0,93.0,DAL,PHO,90,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2,74.2,18.4,118.6,0.262,108.2,77.6,77.8,7.7,51.9,0.579,13,73.1,0.572,0.188,12.8,6,7.0,32.1,20.8,0.35,0.522,0.929,0.462,90.0,0.941,82.5,78.5,DAL,SEA,84,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.262,82.6,4.1,115.4,0.393,90.9,73.7,82.85,4.1,43.3,0.468,15,75.9,0.493,0.284,8.4,6,6.0,18.4,13.3,0.333,0.448,0.864,0.063,89.5,0.833,79.0,72.0,DAL,CON,67,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.233,68.6,6.3,119.7,0.041,103.8,75.2,76.75,6.7,54.8,0.525,17,75.0,0.5,0.343,8.3,6,6.5,33.3,17.7,0.368,0.448,0.958,0.412,92.5,0.333,77.0,86.0,DAL,MIN,78,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,69.6,5.3,107.7,0.308,93.5,77.0,77.8,11.7,47.3,0.488,20,69.4,0.486,0.232,14.3,6,7.0,26.3,16.9,0.25,0.464,0.8,0.346,90.0,0.85,74.5,75.5,DAL,CHI,72,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.364,76.9,11.4,116.1,0.242,82.6,83.5,82.85,7.2,48.0,0.472,22,79.4,0.564,0.257,14.2,6,6.0,22.0,22.3,0.423,0.486,0.9,0.208,89.5,0.75,76.5,84.0,DAL,WAS,69,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.412,60.7,2.8,120.4,0.294,109.9,76.4,81.1,7.8,59.4,0.547,23,87.5,0.603,0.254,14.5,6,7.0,35.1,15.4,0.519,0.492,0.889,0.393,97.0,0.85,76.5,84.0,DAL,WAS,84,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.197,56.8,0.0,114.5,0.211,122.4,76.8,77.8,11.7,50.7,0.566,27,68.8,0.55,0.157,14.6,6,7.0,35.9,10.7,0.423,0.471,0.786,0.6,90.0,0.688,94.0,86.0,DAL,MIN,94,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.257,56.3,4.2,118.0,0.2,92.5,82.2,82.85,14.6,47.8,0.499,29,70.6,0.531,0.431,15.2,6,6.0,24.2,19.1,0.294,0.492,0.933,0.333,89.5,0.429,73.5,78.5,DAL,SEA,76,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.274,69.2,4.3,121.3,0.306,90.7,78.3,76.75,14.0,48.4,0.505,1,67.6,0.507,0.324,14.5,7,6.5,26.7,17.6,0.32,0.451,0.852,0.235,92.5,0.789,73.5,78.5,DAL,SEA,71,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.254,60.6,4.8,135.9,0.507,125.4,76.5,79.5,7.8,58.6,0.586,3,80.8,0.638,0.323,10.7,7,7.0,40.6,10.9,0.478,0.554,0.913,0.294,95.0,0.735,93.0,93.0,DAL,PHO,96,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.304,67.7,9.1,92.9,0.319,96.3,88.2,81.2,18.1,47.4,0.54,5,76.9,0.574,0.197,28.8,7,8.0,22.6,18.6,0.333,0.557,0.632,0.333,82.0,0.727,85.0,85.0,DAL,ATL,85,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.263,54.3,8.9,122.9,0.171,100.4,84.7,81.1,7.1,48.1,0.52,7,73.7,0.543,0.198,9.2,7,7.0,23.1,13.7,0.389,0.457,0.842,0.3,97.0,0.692,84.5,84.5,DAL,LVA,85,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.297,78.1,2.5,131.8,0.281,110.7,75.9,79.5,6.6,54.2,0.584,10,82.6,0.664,0.311,13.5,7,7.0,28.0,16.3,0.429,0.59,0.864,0.368,95.0,0.722,95.5,93.0,DAL,PHO,84,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.225,58.1,14.3,107.1,0.254,99.7,81.2,82.85,7.4,53.2,0.513,13,82.1,0.543,0.157,13.6,7,6.0,29.4,16.9,0.429,0.5,0.786,0.313,89.5,0.778,97.0,82.5,DAL,LAS,81,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.263,71.8,8.7,109.0,0.237,118.4,85.3,79.5,11.7,45.3,0.602,17,71.9,0.577,0.155,17.8,7,7.0,18.8,10.6,0.24,0.535,0.647,0.45,95.0,0.778,97.0,101.0,DAL,IND,101,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.364,65.5,8.7,127.0,0.485,106.0,85.8,81.2,14.0,58.1,0.568,16,87.5,0.659,0.333,16.1,8,8.0,39.5,20.0,0.55,0.576,0.786,0.417,82.0,0.719,79.0,72.0,DAL,CON,91,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.318,80.0,4.3,114.5,0.348,90.1,82.1,77.9,8.5,37.3,0.486,20,57.6,0.514,0.243,15.1,8,8.0,21.4,19.1,0.286,0.459,0.75,0.429,90.0,0.652,72.5,72.5,DAL,NYL,74,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.188,56.7,12.5,101.3,0.188,91.0,78.0,77.8,5.1,45.2,0.475,22,63.8,0.396,0.234,10.3,8,7.0,21.6,15.8,0.241,0.351,0.783,0.154,90.0,0.692,72.5,72.5,DAL,NYL,71,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
