Player,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Rachel Banham,33,2024-09-11,31.2,CHI,home,WAS,-31.0,0,8.5,0,0,,0,0,,0,0,,0,2,2,1,0,1,1,1,0,0.6
Rachel Banham,34,2024-09-13,31.2,CHI,away,MIN,-17.0,0,13.0,3,6,.500,2,5,.400,2,2,1.000,0,0,0,0,0,0,0,1,10,6.6
Rachel Banham,35,2024-09-15,31.2,CHI,home,PHO,-5.0,1,35.6,5,13,.385,5,11,.455,2,3,.667,1,4,5,7,1,0,2,2,17,14.5
Rachel Banham,36,2024-09-17,31.2,CHI,away,ATL,-16.0,1,35.8,8,13,.615,6,10,.600,0,0,,1,1,2,2,0,0,1,5,22,15.5
Rachel Banham,37,2024-09-19,31.2,CHI,away,CON,-33.0,1,18.2,0,6,.000,0,2,.000,2,2,1.000,0,0,0,1,2,0,1,2,2,-1.3
Kierstan Bell,1,2024-05-14,24.2,LVA,home,PHO,9.0,0,7.2,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Kierstan Bell,2,2024-07-04,24.3,LVA,home,WAS,21.0,0,7.4,2,4,0.5,1,1,1.0,0,0,,0,1,1,0,0,0,0,2,5,2.5
Kierstan Bell,3,2024-07-07,24.3,LVA,home,DAL,19.0,0,2.5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Kierstan Bell,4,2024-09-01,24.5,LVA,away,PHO,18.0,0,1.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Kierstan Bell,5,2024-09-15,24.5,LVA,home,CON,13.0,0,0.8,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Kierstan Bell,6,2024-09-19,24.5,LVA,home,DAL,14.0,0,24.2,4,11,0.364,3,6,0.5,1,2,0.5,1,3,4,5,0,0,1,3,12,8.4
Grace Berger,1,2024-05-14,24.9,IND,away,CON,-21.0,0,19.8,2,3,0.667,0,0,,0,0,,0,2,2,2,1,0,2,3,4,2.5
Grace Berger,2,2024-05-16,25.0,IND,home,NYL,-36.0,0,7.1,2,2,1.0,0,0,,3,4,0.75,0,0,0,0,0,0,1,3,7,3.8
Grace Berger,3,2024-05-25,25.0,IND,away,LVA,-19.0,0,6.1,1,2,0.5,1,1,1.0,0,0,,0,2,2,0,1,0,0,0,3,3.6
Grace Berger,4,2024-05-30,25.0,IND,home,SEA,-15.0,0,22.8,1,4,0.25,0,0,,4,4,1.0,1,1,2,1,1,0,2,3,6,3.1
Grace Berger,5,2024-06-01,25.0,IND,home,CHI,1.0,0,7.0,0,1,0.0,0,0,,0,3,0.0,0,0,0,0,0,0,0,0,0,-1.9
Grace Berger,6,2024-06-02,25.0,IND,away,NYL,-36.0,0,13.0,2,7,0.286,0,1,0.0,2,3,0.667,2,2,4,2,0,0,1,3,6,2.7
Grace Berger,7,2024-06-10,25.0,IND,away,CON,-17.0,0,9.8,1,2,0.5,1,2,0.5,0,0,,0,1,1,1,1,0,2,0,3,2.0
Grace Berger,8,2024-06-21,25.0,IND,away,ATL,12.0,0,1.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Grace Berger,9,2024-08-18,25.2,IND,home,SEA,17.0,0,1.3,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Grace Berger,10,2024-08-30,25.2,IND,away,CHI,19.0,0,2.7,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Grace Berger,11,2024-09-19,25.3,IND,away,WAS,-1.0,0,11.5,1,3,0.333,0,0,,0,0,,1,2,3,1,1,0,2,0,2,1.3
Morgan Bertsch,1,2024-05-18,27.1,PHO,home,ATL,3.0,0,6.1,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9
Morgan Bertsch,2,2024-05-21,27.1,PHO,away,LVA,10.0,0,3.9,1,2,0.5,0,0,,0,0,,1,1,2,0,0,1,0,1,2,2.3
Morgan Bertsch,3,2024-05-23,27.1,PHO,home,WAS,3.0,0,9.6,1,3,0.333,1,2,0.5,2,2,1.0,0,0,0,0,0,0,2,1,5,0.9
Morgan Bertsch,4,2024-05-25,27.1,PHO,home,DAL,-15.0,0,5.5,0,2,0.0,0,1,0.0,0,0,,1,0,1,0,0,0,1,0,0,-1.7
Morgan Bertsch,5,2024-05-28,27.1,PHO,away,CON,-23.0,0,23.6,1,9,0.111,0,4,0.0,5,6,0.833,4,1,5,0,0,0,2,1,7,1.4
Morgan Bertsch,6,2024-05-29,27.1,PHO,away,NYL,-3.0,0,13.3,2,6,0.333,1,3,0.333,0,0,,1,1,2,2,0,0,2,2,5,1.2
Morgan Bertsch,7,2024-05-31,27.1,PHO,away,MIN,-24.0,0,12.8,0,3,0.0,0,3,0.0,0,0,,0,1,1,0,0,0,2,1,0,-4.2
Morgan Bertsch,8,2024-06-04,27.1,PHO,away,SEA,-18.0,0,3.5,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,2,0,-1.2
Morgan Bertsch,9,2024-06-20,27.2,DAL,away,CHI,-11.0,0,9.5,0,3,0.0,0,1,0.0,0,0,,0,3,3,0,0,0,2,2,0,-4.0
Morgan Bertsch,10,2024-06-22,27.2,DAL,away,WAS,-28.0,0,9.2,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,1,0,-0.7
Morgan Bertsch,11,2024-06-23,27.2,DAL,away,WAS,-8.0,0,3.6,0,0,,0,0,,1,2,0.5,0,1,1,0,1,0,1,1,1,0.5
Caitlin Bickle,1,2024-08-16,24.3,CON,away,DAL,18.0,0,1.5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Caitlin Bickle,2,2024-08-20,24.3,CON,home,LAS,8.0,0,0.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Caitlin Bickle,3,2024-08-31,24.3,CON,away,WAS,11.0,0,1.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4
Caitlin Bickle,4,2024-09-08,24.3,CON,away,LAS,12.0,0,0.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Caitlin Bickle,5,2024-09-10,24.4,CON,away,LAS,20.0,0,2.6,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Caitlin Bickle,6,2024-09-13,24.4,CON,away,PHO,19.0,0,2.5,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Caitlin Bickle,7,2024-09-15,24.4,CON,away,LVA,-13.0,0,1.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Caitlin Bickle,8,2024-09-19,24.4,CON,home,CHI,33.0,0,4.3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Monique Billings,1,2024-05-18,28.0,DAL,home,CHI,-9.0,0,20.4,1,4,.250,0,1,.000,3,4,.750,1,3,4,2,0,0,2,2,5,2.4
Monique Billings,2,2024-05-21,28.1,DAL,away,ATL,-5.0,1,31.6,8,15,.533,0,1,.000,4,5,.800,2,8,10,1,1,3,1,4,20,17.3
Monique Billings,3,2024-05-25,28.1,DAL,away,PHO,15.0,1,33.8,6,11,.545,0,0,,6,6,1.000,4,4,8,3,0,4,5,3,18,15.4
Monique Billings,4,2024-05-26,28.1,DAL,away,LAS,1.0,1,35.7,6,11,.545,0,0,,6,9,.667,6,6,12,4,1,0,0,2,18,20.5
Monique Billings,5,2024-05-31,28.1,DAL,away,CON,-2.0,1,28.0,2,5,.400,0,0,,0,0,,0,4,4,4,0,1,5,6,4,-1.4
Monique Billings,6,2024-06-02,28.1,DAL,away,MIN,-11.0,1,39.6,9,14,.643,1,1,1.000,0,0,,5,10,15,3,1,0,3,2,19,18.6
Monique Billings,7,2024-06-05,28.1,DAL,home,LVA,-14.0,1,33.2,6,13,.462,0,1,.000,0,0,,1,5,6,0,0,1,2,3,12,5.0
Monique Billings,8,2024-06-07,28.1,DAL,away,LAS,-9.0,1,37.3,3,10,.300,0,0,,2,2,1.000,2,10,12,3,0,1,2,4,8,5.8
Monique Billings,9,2024-06-09,28.1,DAL,home,PHO,-7.0,1,47.3,5,7,.714,0,1,.000,0,0,,3,8,11,3,1,1,5,4,10,8.8
Monique Billings,10,2024-06-13,28.1,DAL,home,SEA,-8.0,1,38.8,3,10,.300,0,0,,4,4,1.000,3,4,7,3,1,1,6,0,10,5.3
Monique Billings,11,2024-06-15,28.1,DAL,home,CON,-18.0,1,30.4,2,5,.400,0,0,,0,0,,1,6,7,2,0,0,3,4,4,0.6
Monique Billings,12,2024-06-17,28.1,DAL,away,MIN,-12.0,1,36.5,7,12,.583,0,1,.000,1,2,.500,1,9,10,9,1,0,2,4,15,16.1
Monique Billings,13,2024-06-20,28.1,DAL,away,CHI,-11.0,1,30.5,1,8,.125,0,0,,2,2,1.000,2,7,9,1,1,1,2,2,4,1.9
Monique Billings,14,2024-06-22,28.1,DAL,away,WAS,-28.0,0,14.3,0,3,.000,0,0,,2,2,1.000,3,1,4,2,1,0,3,4,2,0.1
Monique Billings,15,2024-06-23,28.1,DAL,away,WAS,-8.0,0,29.9,3,6,.500,0,0,,2,3,.667,5,9,14,0,1,0,3,2,8,8.0
Monique Billings,16,2024-06-27,28.2,DAL,home,MIN,6.0,0,24.0,5,9,.556,0,0,,4,5,.800,3,3,6,1,2,0,1,1,14,13.6
Monique Billings,17,2024-06-29,28.2,DAL,away,SEA,-21.0,0,12.8,2,6,.333,0,0,,0,0,,2,4,6,1,0,0,3,2,4,0.1
Monique Billings,18,2024-07-01,28.2,DAL,away,SEA,-24.0,0,18.6,2,4,.500,0,1,.000,1,1,1.000,0,1,1,1,1,0,0,3,5,3.8
Monique Billings,19,2024-07-03,28.2,DAL,home,PHO,-8.0,0,8.0,1,1,1.000,0,0,,1,2,.500,0,2,2,1,0,0,0,0,3,3.6
Monique Billings,20,2024-07-05,28.2,DAL,home,ATL,3.0,0,17.4,3,8,.375,0,0,,3,4,.750,1,2,3,0,2,0,1,2,9,5.7
Monique Billings,21,2024-07-07,28.2,DAL,away,LVA,-19.0,0,17.0,4,7,.571,0,0,,0,0,,0,3,3,1,0,0,0,3,8,5.1
Monique Billings,22,2024-07-10,28.2,DAL,away,PHO,-16.0,0,13.9,4,6,.667,0,0,,0,0,,0,3,3,1,1,0,0,1,8,7.6
Monique Billings,23,2024-07-13,28.2,DAL,home,LAS,-6.0,0,4.4,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,0,0,-1.7
Monique Billings,24,2024-07-17,28.2,DAL,home,IND,8.0,0,5.4,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.9
Monique Billings,25,2024-08-18,28.3,PHO,home,CHI,18.0,0,22.7,5,7,.714,1,1,1.000,2,4,.500,4,4,8,0,2,0,0,4,13,13.7
Monique Billings,26,2024-08-21,28.3,PHO,away,ATL,-9.0,0,17.5,3,7,.429,1,1,1.000,2,2,1.000,0,3,3,0,0,1,1,4,9,4.3
Monique Billings,27,2024-08-23,28.3,PHO,away,ATL,2.0,0,18.2,2,7,.286,0,1,.000,1,2,.500,3,3,6,1,0,0,1,2,5,2.4
Monique Billings,28,2024-08-26,28.3,PHO,home,NYL,-14.0,0,16.3,1,4,.250,0,1,.000,0,0,,0,3,3,0,1,0,0,0,2,1.5
Monique Billings,29,2024-08-28,28.3,PHO,home,MIN,-13.0,1,18.1,2,3,.667,0,0,,0,0,,2,2,4,2,2,0,4,1,4,3.7
Monique Billings,30,2024-09-01,28.3,PHO,home,LVA,-18.0,1,15.0,0,3,.000,0,0,,2,2,1.000,1,1,2,0,2,0,2,2,2,0.1
Monique Billings,31,2024-09-03,28.3,PHO,home,ATL,8.0,0,16.4,0,1,.000,0,1,.000,0,0,,1,2,3,1,1,0,1,1,0,0.9
Monique Billings,32,2024-09-05,28.3,PHO,home,WAS,-13.0,0,20.4,4,5,.800,0,0,,2,2,1.000,3,4,7,1,2,3,0,1,10,15.8
Monique Billings,33,2024-09-07,28.4,PHO,away,SEA,-24.0,0,19.6,2,5,.400,0,1,.000,2,2,1.000,1,1,2,1,1,1,2,3,6,3.5
Monique Billings,34,2024-09-13,28.4,PHO,home,CON,-19.0,0,23.4,2,7,.286,0,1,.000,0,0,,2,5,7,0,1,0,0,2,4,3.0
Monique Billings,35,2024-09-15,28.4,PHO,away,CHI,5.0,0,11.9,0,0,,0,0,,0,0,,1,1,2,1,0,0,0,0,0,1.7
Monique Billings,36,2024-09-17,28.4,PHO,away,LAS,4.0,0,16.8,2,3,.667,0,0,,5,6,.833,2,1,3,0,0,1,1,3,9,7.5
Monique Billings,37,2024-09-19,28.4,PHO,home,SEA,-19.0,0,18.2,0,1,.000,0,0,,0,0,,0,4,4,0,0,0,2,2,0,-2.3
DeWanna Bonner,1,2024-05-14,36.7,CON,home,IND,21.0,1,28.6,8,14,.571,0,3,.000,4,5,.800,0,6,6,1,1,0,2,4,20,12.9
DeWanna Bonner,2,2024-05-17,36.7,CON,home,WAS,7.0,1,34.8,9,19,.474,0,6,.000,4,4,1.000,1,5,6,1,6,0,0,2,22,20.4
DeWanna Bonner,3,2024-05-20,36.7,CON,away,IND,4.0,1,35.0,7,19,.368,1,7,.143,7,8,.875,0,3,3,2,1,0,1,2,22,12.6
DeWanna Bonner,4,2024-05-23,36.8,CON,home,MIN,1.0,1,36.4,6,12,.500,2,4,.500,6,7,.857,0,3,3,2,3,0,2,2,20,16.1
DeWanna Bonner,5,2024-05-25,36.8,CON,away,CHI,4.0,1,34.6,6,15,.400,3,9,.333,4,5,.800,2,6,8,3,0,1,1,2,19,14.7
DeWanna Bonner,6,2024-05-28,36.8,CON,home,PHO,23.0,1,29.2,7,11,.636,2,4,.500,3,4,.750,1,2,3,3,1,1,2,0,19,16.8
DeWanna Bonner,7,2024-05-31,36.8,CON,home,DAL,2.0,1,34.5,5,13,.385,0,4,.000,2,3,.667,1,3,4,2,0,0,2,1,12,5.1
DeWanna Bonner,8,2024-06-02,36.8,CON,away,ATL,19.0,1,30.4,8,15,.533,2,4,.500,0,2,.000,1,9,10,1,0,2,4,4,18,9.8
DeWanna Bonner,9,2024-06-04,36.8,CON,home,WAS,17.0,1,33.9,6,12,.500,3,5,.600,5,6,.833,0,8,8,3,1,1,3,1,20,16.4
DeWanna Bonner,10,2024-06-08,36.8,CON,home,NYL,-7.0,1,34.2,4,14,.286,2,6,.333,6,6,1.000,2,6,8,3,1,1,0,4,16,13.2
DeWanna Bonner,11,2024-06-10,36.8,CON,home,IND,17.0,1,22.1,7,12,.583,3,4,.750,0,0,,2,1,3,0,2,0,0,0,17,15.1
DeWanna Bonner,12,2024-06-12,36.8,CON,away,CHI,8.0,1,33.8,4,16,.250,0,7,.000,8,9,.889,0,8,8,3,1,0,2,3,16,8.3
DeWanna Bonner,13,2024-06-15,36.8,CON,away,DAL,18.0,1,29.1,3,10,.300,2,3,.667,0,0,,0,8,8,1,2,1,1,1,8,6.6
DeWanna Bonner,14,2024-06-18,36.8,CON,home,LAS,9.0,1,30.6,6,12,.500,1,4,.250,3,4,.750,2,5,7,1,2,2,1,1,16,15.2
DeWanna Bonner,15,2024-06-21,36.8,CON,away,LVA,-11.0,1,31.3,2,10,.200,1,4,.250,1,3,.333,1,4,5,1,1,0,3,3,6,-1.6
DeWanna Bonner,16,2024-06-23,36.8,CON,away,SEA,-11.0,1,33.5,4,13,.308,1,6,.167,0,2,.000,0,9,9,2,1,0,1,3,9,3.6
DeWanna Bonner,17,2024-06-27,36.9,CON,away,WAS,3.0,1,43.9,10,22,.455,2,9,.222,2,2,1.000,0,10,10,2,2,2,0,3,24,19.2
DeWanna Bonner,18,2024-06-28,36.9,CON,home,ATL,-4.0,1,31.9,4,14,.286,1,5,.200,7,8,.875,0,3,3,3,1,0,2,1,16,9.0
DeWanna Bonner,19,2024-07-01,36.9,CON,away,PHO,11.0,1,32.9,3,12,.250,1,8,.125,0,0,,1,3,4,1,0,1,3,1,7,-0.6
DeWanna Bonner,20,2024-07-04,36.9,CON,away,MIN,5.0,1,35.7,10,16,.625,2,4,.500,2,2,1.000,1,8,9,1,1,0,3,0,24,18.6
DeWanna Bonner,21,2024-07-07,36.9,CON,home,ATL,13.0,1,31.1,7,11,.636,7,9,.778,2,2,1.000,0,4,4,1,1,1,0,2,23,20.9
DeWanna Bonner,22,2024-07-10,36.9,CON,home,NYL,-3.0,1,40.0,6,16,.375,3,5,.600,7,7,1.000,1,8,9,3,0,0,1,1,22,17.0
DeWanna Bonner,23,2024-07-14,36.9,CON,home,PHO,27.0,1,27.0,8,15,.533,0,3,.000,1,1,1.000,1,4,5,4,2,0,1,1,17,15.0
DeWanna Bonner,24,2024-07-16,36.9,CON,away,NYL,-8.0,1,35.1,4,11,.364,0,2,.000,0,0,,0,8,8,1,0,1,2,3,8,2.5
DeWanna Bonner,25,2024-08-16,37.0,CON,away,DAL,18.0,1,32.8,8,13,.615,4,7,.571,9,11,.818,0,3,3,4,2,1,1,2,29,26.9
DeWanna Bonner,26,2024-08-18,37.0,CON,away,ATL,-12.0,1,25.9,3,9,.333,1,2,.500,2,2,1.000,1,9,10,3,1,1,1,4,9,8.5
DeWanna Bonner,27,2024-08-20,37.0,CON,home,LAS,8.0,0,25.6,2,11,.182,0,3,.000,3,4,.750,0,2,2,2,1,1,0,1,7,3.0
DeWanna Bonner,28,2024-08-23,37.0,CON,home,CHI,2.0,1,34.0,3,16,.188,0,8,.000,9,11,.818,1,7,8,3,1,1,2,0,15,8.8
DeWanna Bonner,29,2024-08-24,37.0,CON,away,NYL,8.0,1,35.1,5,11,.455,0,3,.000,0,1,.000,0,12,12,3,2,0,0,2,10,10.8
DeWanna Bonner,30,2024-08-28,37.0,CON,away,IND,-4.0,1,25.6,4,13,.308,1,5,.200,4,4,1.000,1,7,8,0,0,1,3,0,13,6.0
DeWanna Bonner,31,2024-08-31,37.0,CON,away,WAS,11.0,1,29.3,5,12,.417,2,6,.333,4,4,1.000,0,2,2,2,1,0,0,2,16,11.8
DeWanna Bonner,32,2024-09-01,37.0,CON,home,SEA,7.0,1,25.4,1,5,.200,0,3,.000,2,2,1.000,1,4,5,4,0,2,1,1,4,5.6
DeWanna Bonner,33,2024-09-03,37.0,CON,home,SEA,-7.0,1,33.4,9,19,.474,4,7,.571,4,6,.667,1,6,7,1,1,1,2,1,26,18.0
DeWanna Bonner,34,2024-09-06,37.0,CON,home,LVA,-5.0,1,35.2,5,11,.455,1,3,.333,0,0,,0,9,9,1,2,0,2,2,11,7.9
DeWanna Bonner,35,2024-09-08,37.0,CON,away,LAS,12.0,1,36.5,4,9,.444,2,5,.400,4,4,1.000,0,4,4,1,1,1,1,3,14,10.7
DeWanna Bonner,36,2024-09-10,37.1,CON,away,LAS,20.0,1,23.4,2,5,.400,0,2,.000,2,2,1.000,0,2,2,2,0,1,1,4,6,3.4
DeWanna Bonner,37,2024-09-13,37.1,CON,away,PHO,19.0,1,27.4,5,11,.455,2,5,.400,2,2,1.000,0,4,4,2,0,0,0,1,14,10.5
DeWanna Bonner,38,2024-09-15,37.1,CON,away,LVA,-13.0,1,36.1,3,10,.300,0,4,.000,0,0,,0,6,6,2,2,1,1,0,6,5.1
DeWanna Bonner,39,2024-09-17,37.1,CON,home,MIN,-2.0,1,31.9,4,10,.400,1,4,.250,0,0,,0,1,1,3,2,1,3,2,9,4.9
DeWanna Bonner,40,2024-09-19,37.1,CON,home,CHI,33.0,1,24.1,5,12,.417,1,5,.200,0,0,,0,4,4,2,1,1,1,0,11,7.9
Aliyah Boston,1,2024-05-14,22.4,IND,away,CON,-21.0,1,29.3,2,6,.333,0,0,,0,0,,2,4,6,2,1,2,4,3,4,1.8
Aliyah Boston,2,2024-05-16,22.4,IND,home,NYL,-36.0,1,29.5,5,15,.333,0,0,,2,2,1.000,5,2,7,2,1,1,0,3,12,9.5
Aliyah Boston,3,2024-05-18,22.4,IND,away,NYL,-11.0,1,32.9,5,10,.500,0,0,,2,2,1.000,3,4,7,1,1,1,0,5,12,10.7
Aliyah Boston,4,2024-05-20,22.4,IND,home,CON,-4.0,1,30.2,5,11,.455,0,0,,0,0,,2,6,8,2,0,3,6,4,10,3.4
Aliyah Boston,5,2024-05-22,22.4,IND,away,SEA,-2.0,1,14.8,2,7,.286,0,2,.000,0,0,,1,2,3,1,0,1,1,4,4,0.0
Aliyah Boston,6,2024-05-24,22.5,IND,away,LAS,5.0,1,29.6,8,14,.571,0,1,.000,1,2,.500,2,4,6,2,2,0,3,4,17,11.4
Aliyah Boston,7,2024-05-25,22.5,IND,away,LVA,-19.0,1,26.4,6,14,.429,0,0,,0,0,,2,4,6,4,0,0,3,1,12,6.6
Aliyah Boston,8,2024-05-28,22.5,IND,home,LAS,-6.0,1,23.4,5,9,.556,2,2,1.000,5,6,.833,3,3,6,2,1,0,3,5,17,12.7
Aliyah Boston,9,2024-05-30,22.5,IND,home,SEA,-15.0,1,29.1,4,7,.571,1,1,1.000,2,2,1.000,3,9,12,5,0,0,1,4,11,13.4
Aliyah Boston,10,2024-06-01,22.5,IND,home,CHI,1.0,1,34.4,4,14,.286,0,1,.000,2,3,.667,4,4,8,2,1,4,3,5,10,5.6
Aliyah Boston,11,2024-06-02,22.5,IND,away,NYL,-36.0,1,25.9,1,4,.250,0,0,,3,5,.600,1,3,4,3,2,0,2,0,5,5.5
Aliyah Boston,12,2024-06-07,22.5,IND,away,WAS,2.0,1,33.2,3,9,.333,0,1,.000,4,6,.667,1,5,6,3,1,0,2,4,10,5.8
Aliyah Boston,13,2024-06-10,22.5,IND,away,CON,-17.0,1,33.4,5,11,.455,0,0,,4,6,.667,3,9,12,5,1,1,0,3,14,16.3
Aliyah Boston,14,2024-06-13,22.5,IND,home,ATL,7.0,1,34.4,12,21,.571,0,1,.000,3,3,1.000,5,8,13,2,1,0,1,3,27,23.2
Aliyah Boston,15,2024-06-16,22.5,IND,home,CHI,8.0,1,37.3,9,13,.692,0,0,,1,4,.250,6,8,14,4,0,5,3,0,19,22.2
Aliyah Boston,16,2024-06-19,22.5,IND,home,WAS,7.0,1,36.6,8,11,.727,1,1,1.000,5,5,1.000,1,7,8,2,1,1,2,5,22,19.4
Aliyah Boston,17,2024-06-21,22.5,IND,away,ATL,12.0,1,25.9,5,5,1.000,0,0,,0,0,,3,7,10,1,1,3,2,5,10,12.5
Aliyah Boston,18,2024-06-23,22.5,IND,away,CHI,-1.0,1,36.3,8,14,.571,1,2,.500,1,4,.250,1,6,7,6,1,2,0,3,18,18.1
Aliyah Boston,19,2024-06-27,22.5,IND,away,SEA,-12.0,1,28.1,5,16,.313,0,0,,1,2,.500,4,10,14,2,1,1,4,5,11,4.3
Aliyah Boston,20,2024-06-30,22.6,IND,away,PHO,6.0,1,34.3,6,9,.667,1,1,1.000,4,6,.667,3,5,8,4,0,0,3,5,17,13.7
Aliyah Boston,21,2024-07-02,22.6,IND,away,LVA,-19.0,1,35.5,9,17,.529,0,2,.000,0,0,,5,6,11,2,1,1,0,1,18,17.7
Aliyah Boston,22,2024-07-06,22.6,IND,home,NYL,5.0,1,32.9,8,12,.667,0,0,,2,2,1.000,0,8,8,2,1,2,0,2,18,18.2
Aliyah Boston,23,2024-07-10,22.6,IND,home,WAS,-5.0,1,21.0,3,4,.750,0,0,,0,0,,1,5,6,0,0,2,5,5,6,1.0
Aliyah Boston,24,2024-07-12,22.6,IND,home,PHO,9.0,1,33.2,10,17,.588,0,1,.000,1,3,.333,8,5,13,5,3,2,2,1,21,24.9
Aliyah Boston,25,2024-07-14,22.6,IND,away,MIN,7.0,1,35.3,8,11,.727,0,0,,1,2,.500,5,11,16,2,0,4,2,1,17,20.7
Aliyah Boston,26,2024-07-17,22.6,IND,away,DAL,-8.0,1,28.1,11,14,.786,1,1,1.000,5,7,.714,2,6,8,3,0,4,0,3,28,28.7
Aliyah Boston,27,2024-08-16,22.7,IND,home,PHO,9.0,1,32.6,5,11,.455,0,0,,4,4,1.000,4,5,9,4,1,0,1,2,14,14.6
Aliyah Boston,28,2024-08-18,22.7,IND,home,SEA,17.0,1,35.2,4,9,.444,0,1,.000,1,2,.500,2,13,15,8,0,0,2,4,9,11.2
Aliyah Boston,29,2024-08-24,22.7,IND,away,MIN,-10.0,1,36.5,5,11,.455,0,0,,0,0,,7,8,15,1,1,1,4,3,10,8.8
Aliyah Boston,30,2024-08-26,22.7,IND,away,ATL,5.0,1,32.3,6,14,.429,0,0,,2,4,.500,6,5,11,4,1,1,3,3,14,11.8
Aliyah Boston,31,2024-08-28,22.7,IND,home,CON,4.0,1,38.2,5,13,.385,0,2,.000,0,0,,1,5,6,8,4,0,4,3,10,9.5
Aliyah Boston,32,2024-08-30,22.7,IND,away,CHI,19.0,1,22.0,2,5,.400,0,0,,3,4,.750,3,2,5,4,3,1,0,5,7,11.1
Aliyah Boston,33,2024-09-01,22.7,IND,away,DAL,7.0,1,32.6,3,6,.500,0,0,,1,1,1.000,0,8,8,2,0,3,3,5,7,4.9
Aliyah Boston,34,2024-09-04,22.7,IND,home,LAS,7.0,1,33.1,10,16,.625,0,1,.000,4,5,.800,2,12,14,4,1,0,1,3,24,23.0
Aliyah Boston,35,2024-09-06,22.7,IND,home,MIN,-11.0,1,34.3,9,15,.600,0,2,.000,2,2,1.000,1,4,5,2,0,1,2,2,20,14.3
Aliyah Boston,36,2024-09-08,22.7,IND,home,ATL,4.0,1,41.4,11,16,.688,0,0,,8,8,1.000,3,10,13,5,1,1,2,3,30,30.3
Aliyah Boston,37,2024-09-11,22.8,IND,home,LVA,-11.0,1,28.1,3,10,.300,0,1,.000,0,0,,2,8,10,4,0,0,1,6,6,3.4
Aliyah Boston,38,2024-09-13,22.8,IND,home,LVA,-4.0,1,30.5,6,10,.600,0,2,.000,2,2,1.000,0,8,8,2,0,0,1,2,14,11.4
Aliyah Boston,39,2024-09-15,22.8,IND,home,DAL,1.0,1,31.0,6,10,.600,0,0,,3,4,.750,4,2,6,6,1,1,1,3,15,17.1
Aliyah Boston,40,2024-09-19,22.8,IND,away,WAS,-1.0,1,17.6,4,5,.800,0,0,,2,2,1.000,0,3,3,3,1,0,2,2,10,9.3
Cameron Brink,1,2024-05-15,22.4,LAS,home,ATL,-11.0,1,19.8,4,6,0.667,2,3,0.667,1,2,0.5,0,2,2,4,0,2,1,5,11,9.8
Cameron Brink,2,2024-05-18,22.4,LAS,away,LVA,-7.0,1,25.1,1,7,0.143,0,2,0.0,1,1,1.0,0,8,8,0,1,5,3,4,3,0.8
Cameron Brink,3,2024-05-21,22.4,LAS,home,WAS,2.0,1,29.9,2,2,1.0,0,0,,0,0,,1,7,8,3,3,4,3,3,4,9.9
Cameron Brink,4,2024-05-24,22.4,LAS,home,IND,-5.0,1,26.2,5,9,0.556,1,3,0.333,4,4,1.0,1,8,9,2,2,2,4,5,15,12.6
Cameron Brink,5,2024-05-26,22.4,LAS,home,DAL,-1.0,1,23.5,7,12,0.583,3,6,0.5,4,4,1.0,1,1,2,3,0,3,2,5,21,16.6
Cameron Brink,6,2024-05-28,22.4,LAS,away,IND,6.0,1,24.0,1,5,0.2,1,3,0.333,0,0,,1,2,3,2,1,2,3,3,3,0.8
Cameron Brink,7,2024-05-30,22.4,LAS,away,CHI,-10.0,1,22.7,2,6,0.333,0,1,0.0,3,4,0.75,0,6,6,2,2,1,4,4,7,3.5
Cameron Brink,8,2024-06-02,22.4,LAS,away,PHO,-19.0,1,25.7,3,6,0.5,0,1,0.0,0,1,0.0,2,3,5,1,0,2,2,5,6,3.0
