team,g_num,year,month,day,home_away,opp,win_loss,team_score,opp_score,team_fg,team_fga,team_fg_pct,team_3p,team_3pa,team_3p_pct,team_ft,team_fta,team_ft_pct,team_orb,team_trb,team_ast,team_stl,team_blk,team_tov,team_pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_3p,opponent_3pa,opponent_3p_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,advanced_ortg,advanced_drtg,advanced_pace,advanced_ftr,advanced_3par,advanced_ts_pct,advanced_trb_pct,advanced_ast_pct,advanced_stl_pct,advanced_blk_pct,offensive_four_factors_efg_pct,offensive_four_factors_tov_pct,offensive_four_factors_orb_pct,offensive_four_factors_ft_per_fga,defensive_four_factors_efg_pct,defensive_four_factors_tov_pct,defensive_four_factors_drb_pct,defensive_four_factors_ft_per_fga
PHO,19,2024,7,1,1,CON,2,72,83,26,60,0.433,3,17,0.176,17,18,0.944,2,18,19,5,2,6,20,28,59,0.475,5,20,0.25,22,23,0.957,12,37,17,2,3,11,15,106.3,122.5,67.7,0.3,0.283,0.53,32.7,73.1,7.4,5.1,0.458,8.1,7.4,0.283,0.517,13.7,57.1,0.373
PHO,20,2024,7,3,2,DAL,1,104,96,36,65,0.554,11,23,0.478,21,23,0.913,5,24,22,6,3,9,23,33,67,0.493,5,17,0.294,25,34,0.735,13,34,20,6,2,10,20,135.9,125.4,76.5,0.354,0.354,0.692,41.4,61.1,7.8,6.0,0.638,10.7,19.2,0.323,0.53,10.9,59.4,0.373
PHO,21,2024,7,7,2,LAS,1,84,78,27,59,0.458,7,21,0.333,23,28,0.821,7,38,16,3,5,16,23,29,75,0.387,5,24,0.208,15,19,0.789,10,29,25,6,2,9,24,107.3,99.6,78.2,0.475,0.356,0.589,56.7,59.3,3.8,9.8,0.517,18.3,26.9,0.39,0.42,9.7,75.6,0.2
PHO,22,2024,7,10,1,DAL,1,100,84,36,61,0.59,9,21,0.429,19,22,0.864,4,22,24,8,6,11,19,32,64,0.5,7,19,0.368,13,18,0.722,7,26,25,5,1,14,18,131.8,110.7,75.9,0.361,0.344,0.707,45.8,66.7,10.5,13.3,0.664,13.5,17.4,0.311,0.555,16.3,72.0,0.203
PHO,23,2024,7,12,2,IND,2,86,95,29,70,0.414,10,29,0.345,18,23,0.783,7,30,18,7,6,11,15,39,81,0.481,6,31,0.194,11,14,0.786,15,42,23,8,6,16,16,103.6,114.4,83.0,0.329,0.414,0.537,41.7,62.1,8.4,12.0,0.486,12.1,20.6,0.257,0.519,15.5,60.5,0.136
PHO,24,2024,7,14,2,CON,2,69,96,28,69,0.406,7,25,0.28,6,10,0.6,11,33,16,3,8,15,13,37,78,0.474,10,26,0.385,12,21,0.571,16,44,26,9,3,7,12,91.7,127.5,75.2,0.145,0.362,0.47,42.9,57.1,4.0,15.4,0.457,17.0,28.2,0.087,0.538,7.4,57.9,0.154
PHO,25,2024,7,16,2,WAS,1,96,87,35,65,0.538,8,18,0.444,18,21,0.857,6,31,22,8,6,9,14,33,72,0.458,10,33,0.303,11,13,0.846,8,33,28,5,1,12,19,123.7,112.1,77.7,0.323,0.277,0.647,48.4,62.9,10.3,15.4,0.6,10.8,19.4,0.277,0.528,13.4,75.8,0.153
PHO,26,2024,8,15,2,CHI,1,85,65,33,59,0.559,12,23,0.522,7,11,0.636,5,34,26,5,10,12,18,27,73,0.37,4,19,0.211,7,14,0.5,15,33,14,7,3,11,20,119.6,91.4,71.1,0.186,0.39,0.666,50.7,78.8,7.0,18.5,0.661,15.8,21.7,0.119,0.397,12.2,65.9,0.096
PHO,27,2024,8,16,2,IND,2,89,98,25,60,0.417,14,36,0.389,25,28,0.893,3,31,16,7,3,11,17,34,74,0.459,14,36,0.389,16,17,0.941,8,39,23,4,4,10,17,111.1,122.4,80.1,0.467,0.6,0.615,44.3,64.0,8.7,7.9,0.533,13.2,8.8,0.417,0.554,10.9,77.8,0.216
PHO,28,2024,8,18,1,CHI,1,86,68,28,62,0.452,7,23,0.304,23,31,0.742,9,41,21,5,4,10,19,28,78,0.359,0,14,0.0,12,21,0.571,17,44,20,5,1,9,20,113.1,89.4,76.1,0.5,0.371,0.568,48.2,75.0,6.6,6.3,0.508,11.7,25.0,0.371,0.359,9.4,65.3,0.154
PHO,29,2024,8,21,2,ATL,2,63,72,24,61,0.393,6,19,0.316,9,10,0.9,3,33,15,4,3,11,16,25,73,0.342,9,31,0.29,13,16,0.813,16,47,17,3,1,8,15,88.7,101.4,71.0,0.164,0.311,0.482,41.3,62.5,5.6,7.1,0.443,14.4,8.8,0.148,0.404,9.1,65.2,0.178
PHO,30,2024,8,23,2,ATL,1,82,80,32,66,0.485,6,17,0.353,12,16,0.75,7,36,23,4,5,12,17,29,74,0.392,10,30,0.333,12,14,0.857,9,36,19,7,5,8,15,107.1,104.5,76.6,0.242,0.258,0.561,50.0,71.9,5.2,11.4,0.53,14.1,20.6,0.182,0.459,9.1,76.3,0.162
PHO,31,2024,8,26,1,NYL,2,70,84,31,67,0.463,5,22,0.227,3,4,0.75,7,31,15,7,4,20,15,29,70,0.414,12,29,0.414,14,16,0.875,6,32,21,12,3,13,10,86.9,104.3,80.5,0.06,0.328,0.509,49.2,48.4,8.7,9.8,0.5,22.5,21.2,0.045,0.5,14.4,80.0,0.2
PHO,32,2024,8,28,1,MIN,2,76,89,26,68,0.382,7,23,0.304,17,23,0.739,13,37,15,7,3,19,15,33,72,0.458,11,26,0.423,12,16,0.75,12,39,25,9,4,14,16,94.9,111.2,80.1,0.338,0.338,0.486,48.7,57.7,8.7,6.5,0.434,19.6,32.5,0.25,0.535,15.0,66.7,0.167
PHO,33,2024,9,1,1,LVA,2,79,97,29,61,0.475,7,22,0.318,14,18,0.778,4,24,23,9,2,15,14,37,66,0.561,11,32,0.344,12,15,0.8,6,35,32,10,2,13,15,100.7,123.7,78.4,0.295,0.361,0.573,40.7,79.3,11.5,5.9,0.533,17.9,12.1,0.23,0.644,15.2,76.9,0.182
PHO,34,2024,9,3,1,ATL,1,74,66,23,55,0.418,6,25,0.24,22,26,0.846,7,33,18,7,4,17,15,24,68,0.353,7,25,0.28,11,14,0.786,7,29,15,7,4,13,19,98.2,87.6,75.3,0.473,0.455,0.557,53.2,78.3,9.3,9.3,0.473,20.4,24.1,0.4,0.404,14.9,78.8,0.162
PHO,35,2024,9,5,1,WAS,2,77,90,27,68,0.397,9,30,0.3,14,17,0.824,9,33,22,4,5,17,13,36,68,0.529,14,28,0.5,4,5,0.8,5,30,25,10,5,12,17,98.5,115.2,78.2,0.25,0.441,0.51,52.4,81.5,5.1,12.5,0.463,18.4,26.5,0.206,0.632,14.6,82.8,0.059
PHO,36,2024,9,7,2,SEA,2,66,90,24,66,0.364,10,29,0.345,8,9,0.889,7,34,20,4,4,13,11,36,84,0.429,12,32,0.375,6,7,0.857,15,46,26,8,3,6,11,88.7,121.0,74.4,0.136,0.439,0.472,42.5,83.3,5.4,7.7,0.439,15.7,18.4,0.121,0.5,6.4,64.3,0.071
PHO,37,2024,9,13,1,CON,2,69,88,27,72,0.375,6,33,0.182,9,11,0.818,6,33,19,4,7,7,16,33,75,0.44,8,26,0.308,14,17,0.824,8,38,23,2,5,7,14,89.7,114.4,76.9,0.153,0.458,0.449,46.5,70.4,5.2,14.3,0.417,8.3,16.7,0.125,0.493,7.8,77.1,0.187
PHO,38,2024,9,15,2,CHI,1,93,88,36,66,0.545,9,24,0.375,12,17,0.706,3,30,29,4,2,8,15,32,72,0.444,14,25,0.56,10,15,0.667,11,37,26,4,3,7,16,123.9,117.3,75.1,0.258,0.364,0.633,44.8,80.6,5.3,4.3,0.614,9.8,10.3,0.182,0.542,8.2,71.1,0.139
PHO,39,2024,9,17,2,LAS,1,85,81,30,64,0.469,7,28,0.25,18,22,0.818,7,25,22,11,9,10,19,28,83,0.337,9,33,0.273,16,20,0.8,23,49,16,5,3,18,18,112.5,107.2,75.5,0.344,0.438,0.577,33.8,73.3,14.6,18.0,0.523,12.0,21.2,0.281,0.392,16.4,43.9,0.193
PHO,40,2024,9,19,1,SEA,2,70,89,24,63,0.381,6,26,0.231,16,23,0.696,6,33,19,8,1,11,12,35,78,0.449,13,36,0.361,6,8,0.75,11,41,27,5,2,10,18,90.8,115.5,77.1,0.365,0.413,0.479,44.6,79.2,10.4,2.4,0.429,13.1,16.7,0.254,0.532,10.9,71.1,0.077
SEA,1,2024,5,14,1,MIN,2,70,83,29,78,0.372,1,9,0.111,11,14,0.786,14,43,14,10,5,17,12,34,75,0.453,7,24,0.292,8,9,0.889,7,39,23,15,8,17,15,81.5,96.7,85.8,0.179,0.115,0.416,52.4,48.3,11.6,9.8,0.378,16.8,30.4,0.141,0.5,17.7,80.6,0.107
SEA,2,2024,5,17,2,MIN,2,93,102,31,78,0.397,5,20,0.25,26,29,0.897,9,42,19,20,8,24,25,35,79,0.443,13,30,0.433,19,25,0.76,10,42,27,18,10,27,23,89.6,98.3,83.1,0.372,0.256,0.512,50.0,61.3,19.3,16.3,0.429,20.9,22.0,0.333,0.525,23.1,76.7,0.241
SEA,3,2024,5,19,2,WAS,1,84,75,28,68,0.412,5,20,0.25,23,29,0.793,14,43,10,10,2,20,23,25,62,0.403,9,26,0.346,16,23,0.696,6,29,20,9,4,16,23,102.6,91.6,81.9,0.426,0.294,0.52,59.7,35.7,12.2,5.6,0.449,19.8,37.8,0.338,0.476,18.2,82.9,0.258
SEA,4,2024,5,20,2,NYL,2,63,74,24,70,0.343,6,24,0.25,9,14,0.643,12,34,16,8,3,14,23,26,63,0.413,3,23,0.13,19,20,0.95,7,36,18,7,5,15,13,83.1,97.6,75.8,0.2,0.343,0.414,48.6,66.7,10.6,7.5,0.386,15.5,29.3,0.129,0.437,17.3,75.9,0.302
SEA,5,2024,5,22,1,IND,1,85,83,34,82,0.415,6,20,0.3,11,13,0.846,17,41,20,6,9,8,16,31,72,0.431,6,22,0.273,15,18,0.833,13,40,18,5,8,11,17,113.2,110.6,75.1,0.159,0.244,0.484,50.6,58.8,8.0,18.0,0.451,8.4,38.6,0.134,0.472,12.1,64.9,0.208
SEA,6,2024,5,25,1,WAS,1,101,69,37,60,0.617,12,22,0.545,15,18,0.833,5,33,27,6,6,16,19,24,70,0.343,7,20,0.35,14,15,0.933,12,27,13,7,0,14,15,132.6,90.6,76.2,0.3,0.367,0.744,55.0,73.0,7.9,12.0,0.717,19.1,25.0,0.25,0.393,15.5,70.0,0.2
SEA,7,2024,5,28,2,CHI,1,77,68,28,64,0.438,5,15,0.333,16,18,0.889,6,32,17,13,8,18,15,27,66,0.409,4,12,0.333,10,13,0.769,10,37,19,11,0,21,18,94.6,83.5,81.4,0.281,0.234,0.535,46.4,60.7,16.0,14.8,0.477,20.0,18.2,0.25,0.439,22.6,72.2,0.152
SEA,8,2024,5,30,2,IND,1,103,88,42,75,0.56,8,19,0.421,11,14,0.786,4,32,29,9,7,7,22,29,70,0.414,10,25,0.4,20,22,0.909,10,36,21,2,4,13,16,126.3,107.9,81.6,0.187,0.253,0.635,47.1,69.0,11.0,15.6,0.613,7.9,13.3,0.147,0.486,14.0,73.7,0.286
SEA,9,2024,6,4,1,PHO,1,80,62,28,69,0.406,8,23,0.348,16,21,0.762,8,42,20,10,4,14,15,23,68,0.338,4,23,0.174,12,17,0.706,3,33,13,7,4,13,15,96.4,74.7,83.0,0.304,0.333,0.511,56.0,71.4,12.0,8.9,0.464,15.2,21.1,0.232,0.368,14.7,91.9,0.176
SEA,10,2024,6,7,2,LVA,1,78,65,26,72,0.361,6,20,0.3,20,22,0.909,6,43,19,7,6,12,16,21,67,0.313,7,26,0.269,16,19,0.842,3,36,13,7,10,14,18,91.7,76.4,85.1,0.306,0.278,0.477,54.4,73.1,8.2,14.6,0.403,12.8,15.4,0.278,0.366,15.7,92.5,0.239
SEA,11,2024,6,9,2,MIN,2,64,83,26,75,0.347,4,22,0.182,8,13,0.615,14,34,12,9,9,13,17,27,60,0.45,12,22,0.545,17,21,0.81,6,36,25,6,7,16,18,83.8,108.7,76.4,0.173,0.293,0.396,48.6,46.2,11.8,23.7,0.373,13.9,31.8,0.107,0.55,18.8,76.9,0.283
SEA,12,2024,6,11,1,LAS,1,95,79,37,79,0.468,8,22,0.364,13,18,0.722,13,45,20,4,10,9,22,27,69,0.391,6,20,0.3,19,24,0.792,10,33,19,6,6,11,15,120.4,100.1,78.9,0.228,0.278,0.546,57.7,54.1,5.1,20.4,0.519,9.4,36.1,0.165,0.435,12.1,76.2,0.275
SEA,13,2024,6,13,2,DAL,1,92,84,36,69,0.522,7,20,0.35,13,14,0.929,7,26,26,12,6,11,16,31,65,0.477,6,13,0.462,16,17,0.941,9,28,23,6,9,19,13,118.6,108.2,77.6,0.203,0.29,0.612,48.1,72.2,15.5,11.5,0.572,12.8,26.9,0.188,0.523,20.8,67.9,0.246
SEA,14,2024,6,16,2,PHO,2,78,87,29,75,0.387,5,26,0.192,15,21,0.714,10,36,18,11,4,9,19,31,62,0.5,7,18,0.389,18,19,0.947,3,37,24,5,5,15,18,96.1,107.2,81.2,0.28,0.347,0.463,49.3,62.1,13.5,9.1,0.42,9.7,22.7,0.2,0.556,17.6,89.7,0.29
SEA,15,2024,6,19,2,LVA,2,83,94,31,70,0.443,4,16,0.25,17,19,0.895,7,32,21,11,1,15,16,35,63,0.556,8,20,0.4,16,21,0.762,3,29,25,11,4,14,19,100.0,113.3,83.0,0.271,0.229,0.53,52.5,67.7,13.3,2.3,0.471,16.1,21.2,0.243,0.619,16.2,89.3,0.254
SEA,16,2024,6,23,1,CON,1,72,61,27,64,0.422,4,16,0.25,14,16,0.875,8,35,23,13,4,14,14,25,67,0.373,2,14,0.143,9,17,0.529,12,38,13,8,3,14,16,96.6,81.8,74.5,0.25,0.25,0.507,47.9,85.2,17.4,7.5,0.453,16.5,23.5,0.219,0.388,15.8,69.2,0.134
SEA,17,2024,6,27,1,IND,1,89,77,32,70,0.457,10,25,0.4,15,17,0.882,5,27,27,14,5,8,16,29,65,0.446,8,19,0.421,11,18,0.611,14,44,21,4,4,20,16,113.9,98.6,78.1,0.243,0.357,0.574,38.0,84.4,17.9,10.9,0.529,9.4,14.3,0.214,0.508,21.5,61.1,0.169
SEA,18,2024,6,29,1,DAL,1,97,76,32,65,0.492,5,17,0.294,28,30,0.933,10,35,22,11,6,14,14,32,70,0.457,6,18,0.333,6,14,0.429,8,32,18,12,2,18,21,118.0,92.5,82.2,0.462,0.262,0.62,52.2,68.8,13.4,11.5,0.531,15.2,29.4,0.431,0.5,19.1,75.8,0.086
SEA,19,2024,7,1,1,DAL,1,95,71,32,71,0.451,8,25,0.32,23,27,0.852,11,33,22,11,3,14,17,26,62,0.419,4,17,0.235,15,19,0.789,8,31,18,11,2,15,19,121.3,90.7,78.3,0.38,0.352,0.573,51.6,68.8,14.0,6.7,0.507,14.5,32.4,0.324,0.452,17.6,73.3,0.242
SEA,20,2024,7,5,1,CHI,2,84,88,30,66,0.455,3,19,0.158,21,26,0.808,8,27,24,7,9,13,17,34,72,0.472,5,14,0.357,15,21,0.714,14,37,21,7,5,11,22,109.4,114.6,76.8,0.394,0.288,0.542,42.2,80.0,9.1,15.5,0.477,14.4,25.8,0.318,0.507,11.9,57.6,0.208
SEA,21,2024,7,7,1,CHI,1,84,71,29,69,0.42,6,19,0.316,20,24,0.833,7,36,24,4,7,10,15,29,78,0.372,3,14,0.214,10,12,0.833,11,38,20,8,9,10,18,106.2,89.8,79.1,0.348,0.275,0.528,48.6,82.8,5.1,10.9,0.464,11.2,20.6,0.29,0.391,10.7,72.5,0.128
SEA,22,2024,7,10,1,LVA,2,79,84,31,77,0.403,3,17,0.176,14,16,0.875,10,40,19,4,1,13,14,30,70,0.429,5,23,0.217,19,20,0.95,4,38,21,7,5,9,14,94.5,100.5,83.6,0.208,0.221,0.47,51.3,61.3,4.8,2.1,0.422,13.4,22.7,0.182,0.464,10.3,88.2,0.271
SEA,23,2024,7,12,1,MIN,1,91,63,33,71,0.465,9,26,0.346,16,17,0.941,10,39,29,8,3,11,17,19,62,0.306,7,30,0.233,18,23,0.783,8,31,14,8,3,15,17,119.2,82.5,76.3,0.239,0.366,0.58,55.7,87.9,10.5,9.4,0.528,12.3,30.3,0.225,0.363,17.2,78.4,0.29
SEA,24,2024,7,14,1,ATL,1,81,70,30,75,0.4,5,28,0.179,16,18,0.889,10,35,27,13,7,11,11,28,73,0.384,3,17,0.176,11,15,0.733,13,39,18,9,5,16,15,102.3,88.4,79.2,0.24,0.373,0.488,47.3,90.0,16.4,12.5,0.433,11.7,27.8,0.213,0.404,16.7,65.8,0.151
SEA,25,2024,7,16,2,LAS,1,89,83,31,68,0.456,7,23,0.304,20,26,0.769,12,35,21,11,6,13,17,28,69,0.406,10,26,0.385,17,22,0.773,12,37,20,5,3,15,23,113.9,106.2,78.2,0.382,0.338,0.56,48.6,67.7,14.1,14.0,0.507,14.1,32.4,0.294,0.478,16.0,65.7,0.246
SEA,26,2024,8,16,2,ATL,2,81,83,32,70,0.457,6,22,0.273,11,12,0.917,6,27,14,10,2,14,18,30,63,0.476,6,17,0.353,17,23,0.739,9,37,13,9,4,19,15,99.9,102.3,81.1,0.171,0.314,0.538,42.2,43.8,12.3,4.3,0.5,15.7,17.6,0.157,0.524,20.6,70.0,0.27
SEA,27,2024,8,18,2,IND,2,75,92,28,72,0.389,7,21,0.333,12,16,0.75,5,32,15,6,6,12,12,34,73,0.466,15,31,0.484,9,14,0.643,9,43,22,6,5,11,15,91.7,112.5,81.7,0.222,0.292,0.474,42.7,53.6,7.3,14.3,0.438,13.2,12.8,0.167,0.568,12.2,75.0,0.123
SEA,28,2024,8,20,2,WAS,1,83,77,27,70,0.386,3,23,0.13,26,30,0.867,9,38,15,10,6,16,16,28,72,0.389,8,24,0.333,13,19,0.684,12,41,19,9,3,22,25,94.9,88.0,87.5,0.429,0.329,0.499,48.1,55.6,11.4,12.5,0.407,16.1,23.7,0.371,0.444,21.5,70.7,0.181
SEA,29,2024,8,26,1,WAS,2,72,74,28,74,0.378,7,24,0.292,9,11,0.818,9,33,20,12,5,12,12,30,68,0.441,9,29,0.31,5,6,0.833,9,42,17,5,5,18,18,91.6,94.2,78.6,0.149,0.324,0.457,44.0,71.4,15.3,12.8,0.426,13.2,21.4,0.122,0.507,20.3,72.7,0.074
SEA,30,2024,8,28,1,ATL,1,85,81,31,72,0.431,8,17,0.471,15,18,0.833,5,37,19,6,5,7,12,32,73,0.438,6,21,0.286,11,12,0.917,7,36,23,5,5,13,17,104.5,99.6,81.3,0.25,0.236,0.532,50.7,61.3,7.4,9.6,0.486,8.1,14.7,0.208,0.479,14.2,82.1,0.151
SEA,31,2024,8,30,1,NYL,2,85,98,33,71,0.465,5,23,0.217,14,15,0.933,6,17,19,9,3,5,19,34,67,0.507,12,26,0.462,18,20,0.9,17,45,23,4,2,16,12,117.7,135.7,72.2,0.211,0.324,0.548,27.4,57.6,12.5,7.3,0.5,6.1,17.6,0.197,0.597,17.4,39.3,0.269
SEA,32,2024,9,1,2,CON,2,86,93,30,71,0.423,4,21,0.19,22,24,0.917,9,31,22,9,3,12,25,32,59,0.542,3,9,0.333,26,38,0.684,9,32,19,7,7,14,18,107.5,116.2,80.0,0.338,0.296,0.527,49.2,73.3,11.2,6.0,0.451,12.8,28.1,0.31,0.568,15.6,71.0,0.441
SEA,33,2024,9,3,2,CON,1,71,64,29,62,0.468,3,17,0.176,10,15,0.667,3,31,22,8,8,13,19,24,58,0.414,5,15,0.333,11,17,0.647,7,30,18,7,3,15,14,95.0,85.6,74.7,0.242,0.274,0.517,50.8,75.9,10.7,18.6,0.492,15.9,11.5,0.161,0.457,18.6,80.0,0.19
SEA,34,2024,9,5,2,NYL,2,70,77,30,70,0.429,6,20,0.3,4,6,0.667,8,33,16,5,6,13,10,27,70,0.386,12,27,0.444,11,13,0.846,10,38,24,8,10,12,11,93.4,102.7,75.0,0.086,0.286,0.482,46.5,53.3,6.7,14.0,0.471,15.2,22.2,0.057,0.471,13.7,71.4,0.157
SEA,35,2024,9,7,1,PHO,1,90,66,36,84,0.429,12,32,0.375,6,7,0.857,15,46,26,8,3,6,11,24,66,0.364,10,29,0.345,8,9,0.889,7,34,20,4,4,13,11,121.0,88.7,74.4,0.083,0.381,0.517,57.5,72.2,10.8,8.1,0.5,6.4,35.7,0.071,0.439,15.7,81.6,0.121
SEA,36,2024,9,11,2,LAS,1,90,82,33,70,0.471,6,19,0.316,18,19,0.947,3,27,22,11,10,6,13,32,65,0.492,7,17,0.412,11,15,0.733,6,38,21,5,3,13,12,114.5,104.4,78.6,0.271,0.271,0.574,41.5,66.7,14.0,20.8,0.514,7.1,8.6,0.257,0.546,15.4,80.0,0.169
SEA,37,2024,9,13,2,DAL,1,83,81,34,74,0.459,5,21,0.238,10,10,1.0,5,32,23,11,4,16,14,30,78,0.385,4,18,0.222,17,19,0.895,15,42,20,9,3,18,12,96.2,93.9,86.2,0.135,0.284,0.529,43.2,67.6,12.7,6.7,0.493,16.9,15.6,0.135,0.41,17.2,64.3,0.218
SEA,38,2024,9,15,1,LAS,1,90,87,33,71,0.465,5,22,0.227,19,22,0.864,11,32,19,13,3,15,17,33,73,0.452,3,16,0.188,18,20,0.9,13,36,18,13,1,16,16,110.9,107.2,81.2,0.31,0.31,0.558,47.1,57.6,16.0,5.3,0.5,15.7,32.4,0.268,0.473,16.4,61.8,0.247
SEA,39,2024,9,17,1,LVA,2,72,85,30,63,0.476,2,9,0.222,10,11,0.909,4,29,21,7,1,11,16,32,60,0.533,9,20,0.45,12,14,0.857,3,31,18,5,2,9,11,99.1,116.9,72.7,0.175,0.143,0.531,48.3,70.0,9.6,2.5,0.492,14.0,12.5,0.159,0.608,12.0,89.3,0.2
SEA,40,2024,9,19,2,PHO,1,89,70,35,78,0.449,13,36,0.361,6,8,0.75,11,41,27,5,2,10,18,24,63,0.381,6,26,0.231,16,23,0.696,6,33,19,8,1,11,12,115.5,90.8,77.1,0.103,0.462,0.546,55.4,77.1,6.5,5.4,0.532,10.9,28.9,0.077,0.429,13.1,83.3,0.254
WAS,1,2024,5,14,1,NYL,2,80,85,31,78,0.397,10,32,0.313,8,11,0.727,10,34,22,9,7,12,20,32,68,0.471,8,28,0.286,13,15,0.867,8,36,21,8,5,18,20,97.8,104.0,81.7,0.141,0.41,0.483,48.6,71.0,11.0,17.5,0.462,12.7,26.3,0.103,0.529,19.4,75.0,0.191
WAS,2,2024,5,17,2,CON,2,77,84,28,58,0.483,9,22,0.409,12,14,0.857,4,28,22,6,4,20,21,29,68,0.426,2,20,0.1,24,26,0.923,8,29,16,14,3,10,22,98.4,107.4,78.2,0.241,0.379,0.6,49.1,78.6,7.7,8.3,0.56,23.8,16.0,0.207,0.441,11.2,75.0,0.353
WAS,3,2024,5,19,1,SEA,2,75,84,25,62,0.403,9,26,0.346,16,23,0.696,6,29,20,9,4,16,23,28,68,0.412,5,20,0.25,23,29,0.793,14,43,10,10,2,20,23,91.6,102.6,81.9,0.371,0.419,0.52,40.3,80.0,11.0,8.3,0.476,18.2,17.1,0.258,0.449,19.8,62.2,0.338
WAS,4,2024,5,21,2,LAS,2,68,70,27,64,0.422,8,25,0.32,6,11,0.545,8,28,21,13,3,18,16,26,55,0.473,8,21,0.381,10,15,0.667,5,33,21,8,5,24,19,87.0,89.5,78.2,0.172,0.391,0.494,45.9,77.8,16.6,8.8,0.484,20.7,22.2,0.094,0.545,28.0,80.0,0.182
WAS,5,2024,5,23,2,PHO,2,80,83,27,70,0.386,13,36,0.361,13,16,0.813,9,36,21,7,1,17,21,26,60,0.433,10,33,0.303,21,24,0.875,4,34,20,9,4,16,19,97.7,101.4,81.8,0.229,0.514,0.519,51.4,77.8,8.6,3.7,0.479,18.1,23.1,0.186,0.517,18.5,87.1,0.35
WAS,6,2024,5,25,2,SEA,2,69,101,24,70,0.343,7,20,0.35,14,15,0.933,12,27,13,7,0,14,15,37,60,0.617,12,22,0.545,15,18,0.833,5,33,27,6,6,16,19,90.6,132.6,76.2,0.214,0.286,0.45,45.0,54.2,9.2,0.0,0.393,15.5,30.0,0.2,0.717,19.1,75.0,0.25
WAS,7,2024,5,29,1,ATL,2,67,73,27,74,0.365,6,27,0.222,7,7,1.0,9,31,21,6,3,13,17,26,62,0.419,6,21,0.286,15,21,0.714,5,36,19,9,2,17,19,84.4,92.0,79.4,0.095,0.365,0.435,46.3,77.8,7.6,7.3,0.405,14.4,22.5,0.095,0.468,19.3,81.5,0.242
WAS,8,2024,5,31,2,NYL,2,79,90,28,60,0.467,7,18,0.389,16,22,0.727,3,30,22,7,1,14,27,28,63,0.444,11,32,0.344,23,31,0.742,8,34,18,9,1,14,23,98.7,112.4,80.1,0.367,0.3,0.567,46.9,78.6,8.7,3.2,0.525,16.7,10.3,0.267,0.532,15.4,77.1,0.365
WAS,9,2024,6,4,2,CON,2,59,76,20,64,0.313,6,29,0.207,13,15,0.867,13,37,13,4,3,16,21,27,57,0.474,6,15,0.4,16,27,0.593,6,31,22,7,4,12,15,82.4,106.1,71.7,0.234,0.453,0.418,54.4,65.0,5.6,7.1,0.359,18.5,34.2,0.203,0.526,14.8,80.0,0.281
WAS,10,2024,6,6,1,CHI,2,71,79,27,64,0.422,4,17,0.235,13,20,0.65,7,36,20,7,7,24,24,30,79,0.38,1,14,0.071,18,22,0.818,13,40,18,14,1,13,21,82.4,91.6,86.2,0.313,0.266,0.488,47.4,74.1,8.1,10.8,0.453,24.8,20.6,0.203,0.386,12.8,69.0,0.228
WAS,11,2024,6,7,1,IND,2,83,85,31,72,0.431,13,34,0.382,8,13,0.615,9,38,22,9,1,15,16,28,62,0.452,16,35,0.457,13,17,0.765,5,30,21,9,2,15,21,104.4,106.9,79.5,0.181,0.472,0.534,55.9,71.0,11.3,3.7,0.521,16.2,26.5,0.111,0.581,17.8,85.3,0.21
WAS,12,2024,6,9,2,NYL,2,88,93,33,67,0.493,12,28,0.429,10,12,0.833,4,22,26,7,2,12,19,31,65,0.477,12,27,0.444,19,20,0.95,13,40,24,7,3,21,17,111.5,117.8,78.9,0.179,0.418,0.609,35.5,78.8,8.9,5.3,0.582,14.2,12.9,0.149,0.569,22.2,58.1,0.292
WAS,13,2024,6,11,2,ATL,1,87,68,31,65,0.477,17,31,0.548,8,11,0.727,5,38,25,3,3,11,17,24,67,0.358,8,23,0.348,12,18,0.667,8,32,16,3,2,8,15,118.1,92.3,73.7,0.169,0.477,0.623,54.3,80.6,4.1,6.8,0.608,13.6,17.2,0.123,0.418,9.6,80.5,0.179
WAS,14,2024,6,14,1,CHI,1,83,81,28,64,0.438,8,30,0.267,19,23,0.826,7,36,20,7,5,18,25,30,66,0.455,4,13,0.308,17,25,0.68,9,34,16,9,1,14,25,101.4,99.0,81.8,0.359,0.469,0.56,51.4,71.4,8.6,9.4,0.5,19.5,21.9,0.297,0.485,15.4,76.3,0.258
WAS,15,2024,6,19,2,IND,2,81,88,29,70,0.414,11,34,0.324,12,15,0.8,7,31,26,6,4,11,16,31,61,0.508,8,23,0.348,18,23,0.783,5,37,21,7,3,10,16,105.3,114.4,76.9,0.214,0.486,0.529,45.6,89.7,7.8,10.5,0.493,12.6,17.9,0.171,0.574,12.3,82.8,0.295
WAS,16,2024,6,22,1,DAL,1,97,69,34,70,0.486,11,26,0.423,18,20,0.9,7,39,26,9,0,13,19,26,66,0.394,5,24,0.208,12,16,0.75,9,36,20,6,5,21,21,116.1,82.6,83.5,0.286,0.371,0.615,52.0,76.5,10.8,0.0,0.564,14.2,20.6,0.257,0.432,22.3,78.0,0.182
