team,g_num,year,month,day,home_away,opp,win_loss,team_score,opp_score,team_fg,team_fga,team_fg_pct,team_3p,team_3pa,team_3p_pct,team_ft,team_fta,team_ft_pct,team_orb,team_trb,team_ast,team_stl,team_blk,team_tov,team_pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_3p,opponent_3pa,opponent_3p_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,advanced_ortg,advanced_drtg,advanced_pace,advanced_ftr,advanced_3par,advanced_ts_pct,advanced_trb_pct,advanced_ast_pct,advanced_stl_pct,advanced_blk_pct,offensive_four_factors_efg_pct,offensive_four_factors_tov_pct,offensive_four_factors_orb_pct,offensive_four_factors_ft_per_fga,defensive_four_factors_efg_pct,defensive_four_factors_tov_pct,defensive_four_factors_drb_pct,defensive_four_factors_ft_per_fga
WAS,17,2024,6,23,1,DAL,1,92,84,31,63,0.492,14,27,0.519,16,18,0.889,4,28,27,7,2,12,19,28,68,0.412,11,28,0.393,17,20,0.85,13,41,17,6,1,14,18,120.4,109.9,76.4,0.286,0.429,0.649,40.6,87.1,9.2,5.0,0.603,14.5,12.5,0.254,0.493,15.4,64.9,0.25
WAS,18,2024,6,27,1,CON,2,91,94,35,68,0.515,11,28,0.393,10,15,0.667,4,31,26,3,5,23,21,32,73,0.438,9,27,0.333,21,28,0.75,9,30,20,12,5,10,20,104.2,107.7,77.6,0.221,0.412,0.61,50.8,74.3,3.4,10.9,0.596,23.6,16.0,0.147,0.5,10.5,75.0,0.288
WAS,19,2024,6,29,1,LVA,2,77,88,28,65,0.431,11,24,0.458,10,11,0.909,5,29,24,6,3,14,25,30,63,0.476,9,25,0.36,19,24,0.792,5,34,20,3,4,12,17,98.7,112.8,78.1,0.169,0.369,0.551,46.0,85.7,7.7,7.9,0.515,16.7,14.7,0.154,0.548,14.0,82.8,0.302
WAS,20,2024,7,2,2,LAS,1,82,80,32,67,0.478,12,26,0.462,6,10,0.6,6,32,22,5,2,12,16,28,60,0.467,13,30,0.433,11,18,0.611,7,32,22,5,1,14,22,109.6,106.9,74.8,0.149,0.388,0.574,50.0,68.8,6.7,6.7,0.567,14.4,19.4,0.09,0.575,17.1,78.8,0.183
WAS,21,2024,7,4,2,LVA,2,77,98,27,70,0.386,9,22,0.409,14,20,0.7,8,28,23,8,4,15,9,38,64,0.594,11,23,0.478,11,11,1.0,4,36,31,8,3,18,20,93.0,118.4,82.7,0.286,0.314,0.489,43.8,85.2,9.7,9.8,0.45,16.0,20.0,0.2,0.68,20.7,83.3,0.172
WAS,22,2024,7,6,2,MIN,2,67,74,25,60,0.417,7,28,0.25,10,13,0.769,6,32,19,7,1,18,14,27,70,0.386,10,28,0.357,10,14,0.714,13,38,20,9,3,13,17,89.8,99.2,74.6,0.217,0.467,0.51,45.7,76.0,9.4,2.4,0.475,21.5,19.4,0.167,0.457,14.6,66.7,0.143
WAS,23,2024,7,10,2,IND,1,89,84,33,75,0.44,7,20,0.35,16,19,0.842,10,31,23,8,3,16,18,31,58,0.534,8,25,0.32,14,17,0.824,2,29,18,9,7,21,21,104.9,99.0,84.8,0.253,0.267,0.534,51.7,69.7,9.4,9.1,0.487,16.1,27.0,0.213,0.603,24.3,91.3,0.241
WAS,24,2024,7,14,1,LVA,2,77,89,29,69,0.42,12,21,0.571,7,13,0.538,5,31,21,7,3,12,19,34,70,0.486,8,25,0.32,13,17,0.765,8,41,24,7,7,12,13,96.1,111.0,80.2,0.188,0.304,0.515,43.1,72.4,8.7,6.7,0.507,13.8,13.2,0.101,0.543,13.4,76.5,0.186
WAS,25,2024,7,16,1,PHO,2,87,96,33,72,0.458,10,33,0.303,11,13,0.846,8,33,28,5,1,12,19,35,65,0.538,8,18,0.444,18,21,0.857,6,31,22,8,6,9,14,112.1,123.7,77.7,0.181,0.458,0.56,51.6,84.8,6.4,2.1,0.528,13.4,24.2,0.153,0.6,10.8,80.6,0.277
WAS,26,2024,8,15,2,MIN,2,68,79,24,64,0.375,7,25,0.28,13,19,0.684,3,32,19,8,5,16,18,28,70,0.4,8,26,0.308,15,19,0.789,4,40,16,9,1,13,18,80.3,93.2,84.7,0.297,0.391,0.47,44.4,79.2,9.4,11.4,0.43,18.1,7.7,0.203,0.457,14.2,87.9,0.214
WAS,27,2024,8,17,1,MIN,2,83,99,29,60,0.483,9,23,0.391,16,23,0.696,5,25,26,9,3,17,19,37,64,0.578,11,21,0.524,14,20,0.7,7,31,26,11,1,15,21,103.8,123.8,80.0,0.383,0.383,0.592,44.6,89.7,11.3,7.0,0.558,19.5,17.2,0.267,0.664,17.1,74.1,0.219
WAS,28,2024,8,20,1,SEA,2,77,83,28,72,0.389,8,24,0.333,13,19,0.684,12,41,19,9,3,22,25,27,70,0.386,3,23,0.13,26,30,0.867,9,38,15,10,6,16,16,88.0,94.9,87.5,0.264,0.333,0.479,51.9,67.9,10.3,6.4,0.444,21.5,29.3,0.181,0.407,16.1,76.3,0.371
WAS,29,2024,8,23,1,LAS,1,80,74,33,73,0.452,5,23,0.217,9,14,0.643,8,36,23,13,5,14,13,28,75,0.373,6,27,0.222,12,15,0.8,8,37,18,12,3,18,11,93.5,86.5,85.6,0.192,0.315,0.505,49.3,69.7,15.2,10.4,0.486,15.0,21.6,0.123,0.413,18.1,77.8,0.16
WAS,30,2024,8,26,2,SEA,1,74,72,30,68,0.441,9,29,0.31,5,6,0.833,9,42,17,5,5,18,18,28,74,0.378,7,24,0.292,9,11,0.818,9,33,20,12,5,12,12,94.2,91.6,78.6,0.088,0.426,0.524,56.0,56.7,6.4,10.0,0.507,20.3,27.3,0.074,0.426,13.2,78.6,0.122
WAS,31,2024,8,28,2,CHI,1,74,70,29,66,0.439,8,21,0.381,8,13,0.615,7,25,19,10,6,12,13,27,58,0.466,5,14,0.357,11,15,0.733,10,36,19,2,4,21,17,100.0,94.6,74.0,0.197,0.318,0.516,41.0,65.5,13.5,13.6,0.5,14.3,21.2,0.121,0.509,24.5,64.3,0.19
WAS,32,2024,8,31,1,CON,2,85,96,30,63,0.476,14,30,0.467,11,15,0.733,6,25,23,8,3,16,20,30,60,0.5,14,23,0.609,22,22,1.0,5,29,23,10,3,16,15,108.9,123.0,78.0,0.238,0.476,0.611,46.3,76.7,10.3,8.1,0.587,18.7,20.0,0.175,0.617,18.7,79.2,0.367
WAS,33,2024,9,3,2,DAL,1,90,86,31,77,0.403,12,30,0.4,16,17,0.941,12,33,22,5,6,9,18,31,72,0.431,4,18,0.222,20,26,0.769,16,44,22,3,7,13,18,116.5,111.4,77.2,0.221,0.39,0.533,42.9,71.0,6.5,11.1,0.481,9.6,30.0,0.208,0.458,13.5,56.8,0.278
WAS,34,2024,9,5,2,PHO,1,90,77,36,68,0.529,14,28,0.5,4,5,0.8,5,30,25,10,5,12,17,27,68,0.397,9,30,0.3,14,17,0.824,9,33,22,4,5,17,13,115.2,98.5,78.2,0.074,0.412,0.641,47.6,69.4,12.8,13.2,0.632,14.6,17.2,0.059,0.463,18.4,73.5,0.206
WAS,35,2024,9,8,1,MIN,2,71,78,29,70,0.414,11,32,0.344,2,3,0.667,8,35,19,6,3,14,15,27,66,0.409,7,24,0.292,17,17,1.0,7,38,19,7,1,16,11,90.8,99.7,78.2,0.043,0.457,0.498,47.9,65.5,7.7,7.1,0.493,16.4,20.5,0.029,0.462,17.9,79.4,0.258
WAS,36,2024,9,11,2,CHI,1,89,58,34,68,0.5,9,23,0.391,12,17,0.706,9,37,28,9,7,11,13,25,70,0.357,1,8,0.125,7,11,0.636,11,32,17,7,4,15,20,118.1,77.0,75.3,0.25,0.338,0.59,53.6,82.4,11.9,11.3,0.566,12.7,30.0,0.176,0.364,16.7,71.8,0.1
WAS,37,2024,9,13,2,ATL,1,72,69,26,60,0.433,8,21,0.381,12,15,0.8,8,33,17,8,6,17,18,21,73,0.288,5,20,0.25,22,25,0.88,17,41,14,12,3,14,19,97.0,93.0,74.2,0.25,0.35,0.541,44.6,65.4,10.8,11.3,0.5,20.3,25.0,0.2,0.322,14.3,59.5,0.301
WAS,38,2024,9,15,1,ATL,2,73,76,23,59,0.39,10,31,0.323,17,21,0.81,4,26,14,6,3,18,21,26,66,0.394,4,24,0.167,20,25,0.8,7,35,16,13,1,15,20,90.5,94.3,71.7,0.356,0.525,0.535,42.6,60.9,7.4,7.1,0.475,20.9,12.5,0.288,0.424,16.3,75.9,0.303
WAS,39,2024,9,17,1,NYL,2,71,87,23,61,0.377,9,26,0.346,16,19,0.842,3,29,16,4,4,16,14,34,75,0.453,8,31,0.258,11,15,0.733,12,45,24,9,5,11,25,89.1,109.2,79.7,0.311,0.426,0.512,39.2,69.6,5.0,9.1,0.451,18.7,8.3,0.262,0.507,11.9,68.4,0.147
WAS,40,2024,9,19,1,IND,1,92,91,33,71,0.465,12,34,0.353,14,15,0.933,8,30,23,9,1,14,18,34,64,0.531,10,20,0.5,13,15,0.867,3,32,28,9,0,16,14,112.0,110.7,82.2,0.211,0.479,0.593,48.4,69.7,11.0,2.3,0.549,15.3,21.6,0.197,0.609,18.5,88.0,0.203
LVA,1,2024,5,14,1,PHO,1,89,80,29,71,0.408,6,29,0.207,25,29,0.862,8,37,17,7,5,9,12,29,76,0.382,15,36,0.417,7,10,0.7,10,37,21,6,6,15,23,108.9,97.9,81.7,0.408,0.408,0.531,50.0,58.6,8.6,12.5,0.451,9.7,22.9,0.352,0.48,15.7,74.4,0.092
LVA,2,2024,5,18,1,LAS,1,89,82,31,73,0.425,13,31,0.419,14,16,0.875,10,34,23,10,4,12,14,34,66,0.515,5,14,0.357,9,15,0.6,3,31,16,11,5,17,18,108.0,99.5,82.4,0.219,0.425,0.556,52.3,74.2,12.1,7.7,0.514,13.0,26.3,0.192,0.553,19.0,88.9,0.136
LVA,3,2024,5,21,1,PHO,2,88,98,33,78,0.423,11,31,0.355,11,15,0.733,7,39,22,5,4,9,18,37,78,0.474,16,33,0.485,8,13,0.615,6,39,23,7,7,7,15,104.9,116.8,83.9,0.192,0.397,0.52,50.0,66.7,6.0,8.9,0.494,9.6,17.5,0.141,0.577,7.7,84.2,0.103
LVA,4,2024,5,25,1,IND,1,99,80,35,73,0.479,13,35,0.371,16,18,0.889,6,36,24,7,4,8,14,30,70,0.429,10,27,0.37,10,13,0.769,6,36,20,4,3,12,16,122.6,99.1,80.7,0.247,0.479,0.612,50.0,68.6,8.7,9.3,0.568,9.0,16.7,0.219,0.5,13.7,83.3,0.143
LVA,5,2024,5,29,2,MIN,1,80,66,30,72,0.417,10,27,0.37,10,14,0.714,11,41,23,6,5,14,12,24,65,0.369,8,24,0.333,10,10,1.0,8,36,18,8,5,16,16,103.4,85.3,77.3,0.194,0.375,0.512,53.2,76.7,7.8,12.2,0.486,15.2,28.2,0.139,0.431,18.7,78.9,0.154
LVA,6,2024,5,31,2,ATL,2,74,78,25,69,0.362,6,21,0.286,18,20,0.9,3,34,18,6,5,11,25,22,61,0.361,8,16,0.5,26,29,0.897,3,38,17,5,4,11,17,90.1,95.0,82.1,0.29,0.304,0.476,47.2,72.0,7.3,11.1,0.406,12.4,7.9,0.261,0.426,13.0,91.2,0.426
LVA,7,2024,6,5,2,DAL,1,95,81,34,70,0.486,9,28,0.321,18,20,0.9,8,33,20,10,5,12,18,28,74,0.378,5,25,0.2,20,22,0.909,14,40,18,5,4,13,20,119.4,101.8,79.5,0.286,0.4,0.603,45.2,58.8,12.6,10.2,0.55,13.2,23.5,0.257,0.412,13.4,64.1,0.27
LVA,8,2024,6,7,1,SEA,2,65,78,21,67,0.313,7,26,0.269,16,19,0.842,3,36,13,7,10,14,18,26,72,0.361,6,20,0.3,20,22,0.909,6,43,19,7,6,12,16,76.4,91.7,85.1,0.284,0.388,0.431,45.6,61.9,8.2,19.2,0.366,15.7,7.5,0.239,0.403,12.8,84.6,0.278
LVA,9,2024,6,9,2,LAS,2,92,96,30,68,0.441,11,26,0.423,21,24,0.875,4,23,17,7,6,6,16,32,65,0.492,10,25,0.4,22,26,0.846,8,36,21,3,6,15,24,116.1,121.2,79.2,0.353,0.382,0.586,39.0,56.7,8.8,15.0,0.522,7.1,12.5,0.309,0.569,16.4,70.4,0.338
LVA,10,2024,6,11,1,MIN,2,86,100,28,62,0.452,10,31,0.323,20,26,0.769,5,35,19,4,1,13,19,37,67,0.552,15,27,0.556,11,17,0.647,4,28,34,9,4,9,20,108.8,126.5,79.1,0.419,0.5,0.586,55.6,67.9,5.1,2.5,0.532,15.0,17.2,0.323,0.664,10.8,88.2,0.164
LVA,11,2024,6,13,2,PHO,1,103,99,33,69,0.478,13,30,0.433,24,25,0.96,12,37,17,6,2,14,16,39,72,0.542,8,25,0.32,13,15,0.867,4,23,26,5,5,12,26,126.2,121.3,81.6,0.362,0.435,0.644,61.7,51.5,7.4,4.3,0.572,14.9,38.7,0.348,0.597,13.2,86.2,0.181
LVA,12,2024,6,15,1,NYL,2,82,90,31,69,0.449,11,34,0.324,9,11,0.818,2,31,23,3,3,10,19,33,68,0.485,12,28,0.429,12,16,0.75,3,37,21,8,1,8,9,102.5,112.5,80.0,0.159,0.493,0.555,45.6,74.2,3.7,7.5,0.529,11.9,5.6,0.13,0.574,9.6,90.6,0.176
LVA,13,2024,6,19,1,SEA,1,94,83,35,63,0.556,8,20,0.4,16,21,0.762,3,29,25,11,4,14,19,31,70,0.443,4,16,0.25,17,19,0.895,7,32,21,11,1,15,16,113.3,100.0,83.0,0.333,0.317,0.651,47.5,71.4,13.3,7.4,0.619,16.2,10.7,0.254,0.471,16.1,78.8,0.243
LVA,14,2024,6,21,1,CON,1,85,74,31,65,0.477,6,24,0.25,17,23,0.739,10,42,16,6,3,12,17,26,61,0.426,6,13,0.462,16,25,0.64,3,29,14,8,1,10,16,110.5,96.2,76.9,0.354,0.369,0.566,59.2,51.6,7.8,6.3,0.523,13.8,27.8,0.262,0.475,12.2,91.4,0.262
LVA,15,2024,6,27,2,CHI,1,95,83,33,66,0.5,9,25,0.36,20,27,0.741,6,35,20,5,11,9,15,34,78,0.436,4,16,0.25,11,14,0.786,10,38,20,6,3,6,20,120.9,105.7,78.6,0.409,0.379,0.61,47.9,60.6,6.4,17.7,0.568,10.4,17.6,0.303,0.462,6.7,74.4,0.141
LVA,16,2024,6,29,2,WAS,1,88,77,30,63,0.476,9,25,0.36,19,24,0.792,5,34,20,3,4,12,17,28,65,0.431,11,24,0.458,10,11,0.909,5,29,24,6,3,14,25,112.8,98.7,78.1,0.381,0.397,0.598,54.0,66.7,3.8,9.8,0.548,14.0,17.2,0.302,0.515,16.7,85.3,0.154
LVA,17,2024,7,2,1,IND,1,88,69,32,71,0.451,9,25,0.36,15,17,0.882,7,38,24,7,7,10,15,28,77,0.364,6,26,0.231,7,13,0.538,13,44,19,5,4,15,18,108.8,85.3,80.9,0.239,0.352,0.561,46.3,75.0,8.7,13.7,0.514,11.3,18.4,0.211,0.403,15.3,70.5,0.091
LVA,18,2024,7,4,1,WAS,1,98,77,38,64,0.594,11,23,0.478,11,11,1.0,4,36,31,8,3,18,20,27,70,0.386,9,22,0.409,14,20,0.7,8,28,23,8,4,15,9,118.4,93.0,82.7,0.172,0.359,0.712,56.3,81.6,9.7,6.3,0.68,20.7,16.7,0.172,0.45,16.0,80.0,0.2
LVA,19,2024,7,5,2,LAS,2,93,98,32,67,0.478,9,24,0.375,20,22,0.909,3,43,24,1,8,11,29,32,86,0.372,11,31,0.355,23,32,0.719,11,39,23,6,3,3,16,107.8,113.6,76.7,0.328,0.358,0.606,52.4,75.0,1.2,14.5,0.545,12.5,9.7,0.299,0.436,2.9,78.4,0.267
LVA,20,2024,7,7,1,DAL,1,104,85,37,81,0.457,14,36,0.389,16,19,0.842,10,40,23,6,6,9,14,35,76,0.461,6,20,0.3,9,13,0.692,9,37,19,6,4,13,18,122.9,100.4,84.7,0.235,0.444,0.582,51.9,62.2,7.1,10.7,0.543,9.2,26.3,0.198,0.5,13.7,76.9,0.118
LVA,21,2024,7,10,2,SEA,1,84,79,30,70,0.429,5,23,0.217,19,20,0.95,4,38,21,7,5,9,14,31,77,0.403,3,17,0.176,14,16,0.875,10,40,19,4,1,13,14,100.5,94.5,83.6,0.286,0.329,0.533,48.7,70.0,8.4,8.3,0.464,10.3,11.8,0.271,0.422,13.4,77.3,0.182
LVA,22,2024,7,12,2,ATL,1,84,70,29,70,0.414,12,29,0.414,14,17,0.824,3,36,22,8,7,9,14,29,77,0.377,2,19,0.105,10,15,0.667,12,47,16,4,4,14,14,101.4,84.5,82.8,0.243,0.414,0.542,43.4,75.9,9.7,12.1,0.5,10.4,7.9,0.2,0.39,14.3,73.3,0.13
LVA,23,2024,7,14,2,WAS,1,89,77,34,70,0.486,8,25,0.32,13,17,0.765,8,41,24,7,7,12,13,29,69,0.42,12,21,0.571,7,13,0.538,5,31,21,7,3,12,19,111.0,96.1,80.2,0.243,0.357,0.574,56.9,70.6,8.7,14.6,0.543,13.4,23.5,0.186,0.507,13.8,86.8,0.101
LVA,24,2024,7,16,1,CHI,2,85,93,31,66,0.47,5,18,0.278,18,22,0.818,3,26,17,11,7,12,14,35,72,0.486,4,13,0.308,19,22,0.864,7,35,20,9,2,13,16,101.3,110.9,83.8,0.333,0.273,0.562,42.6,54.8,13.1,11.9,0.508,13.7,9.7,0.273,0.514,13.7,76.7,0.264
LVA,25,2024,8,17,1,NYL,2,67,79,24,65,0.369,9,31,0.29,10,11,0.909,2,30,14,10,7,10,18,30,74,0.405,8,31,0.258,11,12,0.917,13,46,15,7,5,12,16,87.7,103.4,76.4,0.169,0.477,0.48,39.5,58.3,13.1,16.3,0.438,12.5,5.7,0.154,0.459,13.1,68.3,0.149
LVA,26,2024,8,18,1,LAS,1,87,71,30,61,0.492,8,18,0.444,19,23,0.826,1,33,14,15,5,17,14,25,62,0.403,6,23,0.261,15,21,0.714,3,33,16,10,4,21,21,99.9,81.5,87.1,0.377,0.295,0.612,50.0,46.7,17.2,12.8,0.557,19.3,3.2,0.311,0.452,22.8,91.4,0.242
LVA,27,2024,8,21,1,MIN,2,87,98,33,71,0.465,13,30,0.433,8,12,0.667,9,28,22,7,2,9,19,38,64,0.594,11,19,0.579,11,14,0.786,6,31,28,4,3,10,17,118.4,133.4,73.5,0.169,0.423,0.57,47.5,66.7,9.5,4.4,0.556,10.6,26.5,0.113,0.68,12.5,76.0,0.172
LVA,28,2024,8,23,2,MIN,2,74,87,26,57,0.456,7,19,0.368,15,18,0.833,1,17,17,7,1,18,21,31,61,0.508,10,26,0.385,15,18,0.833,7,37,22,12,2,19,21,93.3,109.7,79.2,0.316,0.333,0.57,31.5,65.4,8.8,2.9,0.518,21.7,3.2,0.263,0.59,21.6,69.6,0.246
LVA,29,2024,8,25,2,CHI,1,77,75,31,81,0.383,6,24,0.25,9,10,0.9,9,44,18,6,6,3,15,30,82,0.366,7,15,0.467,8,12,0.667,15,47,17,1,9,10,14,98.5,95.9,78.2,0.123,0.296,0.451,48.4,58.1,7.7,9.0,0.42,3.4,22.0,0.111,0.409,10.3,70.0,0.098
LVA,30,2024,8,27,2,DAL,2,90,93,31,62,0.5,5,19,0.263,23,30,0.767,4,26,15,6,6,8,18,36,75,0.48,6,21,0.286,15,19,0.789,13,40,22,4,4,11,26,115.5,119.4,77.9,0.484,0.306,0.598,39.4,48.4,7.7,11.1,0.54,9.6,12.9,0.371,0.52,11.7,62.9,0.2
LVA,31,2024,8,30,1,ATL,1,83,72,31,69,0.449,10,29,0.345,11,16,0.688,8,39,19,4,8,5,13,26,71,0.366,11,29,0.379,9,13,0.692,10,41,16,4,3,9,13,114.1,99.0,72.7,0.232,0.42,0.546,48.8,61.3,5.5,19.0,0.522,6.2,20.5,0.159,0.444,10.5,75.6,0.127
LVA,32,2024,9,1,2,PHO,1,97,79,37,66,0.561,11,32,0.344,12,15,0.8,6,35,32,10,2,13,15,29,61,0.475,7,22,0.318,14,18,0.778,4,24,23,9,2,15,14,123.7,100.7,78.4,0.227,0.485,0.668,59.3,86.5,12.7,5.1,0.644,15.2,23.1,0.182,0.533,17.9,87.9,0.23
LVA,33,2024,9,3,1,CHI,1,90,71,32,61,0.525,8,24,0.333,18,21,0.857,5,31,25,12,6,12,15,25,60,0.417,7,18,0.389,14,19,0.737,6,29,16,8,2,17,18,117.3,92.5,76.7,0.344,0.393,0.641,51.7,78.1,15.6,14.3,0.59,14.6,17.9,0.295,0.475,19.9,81.3,0.233
LVA,34,2024,9,6,2,CON,1,72,67,25,65,0.385,6,20,0.3,16,19,0.842,7,33,17,9,2,14,16,25,56,0.446,3,16,0.188,14,17,0.824,5,33,16,10,4,18,19,93.8,87.3,76.7,0.292,0.308,0.491,50.0,68.0,11.7,5.0,0.431,16.0,20.0,0.246,0.473,22.1,83.9,0.25
LVA,35,2024,9,8,2,NYL,2,71,75,23,64,0.359,15,33,0.455,10,10,1.0,2,27,18,7,4,11,23,27,69,0.391,5,24,0.208,16,22,0.727,10,39,21,8,5,11,13,93.3,98.6,76.1,0.156,0.516,0.519,40.9,78.3,9.2,8.9,0.477,13.9,6.5,0.156,0.428,12.3,71.4,0.232
LVA,36,2024,9,11,2,IND,1,86,75,31,70,0.443,10,22,0.455,14,17,0.824,6,34,20,6,6,8,14,29,73,0.397,7,26,0.269,10,16,0.625,7,34,15,4,3,14,19,106.7,93.1,80.6,0.243,0.314,0.555,50.0,64.5,7.4,12.8,0.514,9.4,18.2,0.2,0.445,14.9,80.0,0.137
LVA,37,2024,9,13,2,IND,1,78,74,28,70,0.4,9,30,0.3,13,18,0.722,1,31,22,7,4,9,18,28,62,0.452,7,23,0.304,11,20,0.55,3,35,17,5,2,15,16,93.7,88.9,83.2,0.257,0.429,0.501,47.0,78.6,8.4,10.3,0.464,10.4,3.0,0.186,0.508,17.5,90.9,0.177
LVA,38,2024,9,15,1,CON,1,84,71,35,71,0.493,10,24,0.417,4,6,0.667,4,33,24,5,4,6,14,27,64,0.422,6,19,0.316,11,17,0.647,7,34,20,2,3,8,11,115.4,97.6,72.7,0.085,0.338,0.57,49.3,68.6,6.9,8.9,0.563,7.5,12.9,0.056,0.469,10.1,80.6,0.172
LVA,39,2024,9,17,2,SEA,1,85,72,32,60,0.533,9,20,0.45,12,14,0.857,3,31,18,5,2,9,11,30,63,0.476,2,9,0.222,10,11,0.909,4,29,21,7,1,11,16,116.9,99.1,72.7,0.233,0.333,0.642,51.7,56.3,6.9,3.7,0.608,12.0,10.7,0.2,0.492,14.0,87.5,0.159
LVA,40,2024,9,19,1,DAL,1,98,84,35,75,0.467,15,37,0.405,13,16,0.813,10,38,22,8,7,11,15,30,70,0.429,9,20,0.45,15,19,0.789,7,33,17,7,2,13,12,120.6,103.4,81.2,0.213,0.493,0.597,53.5,62.9,9.8,14.0,0.567,11.8,27.8,0.173,0.493,14.2,80.0,0.214
