Player,Year,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Tianna Hawkins,2020,1,2020-07-25,29.4,WAS,home,IND,25.0,0,2.0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Tianna Hawkins,2020,2,2020-08-05,29.4,WAS,home,LVA,-6.0,0,16.2,3,8,0.375,1,4,0.25,0,0,,0,1,1,1,2,0,1,3,7,3.4
Tianna Hawkins,2020,3,2020-08-07,29.4,WAS,home,NYL,-8.0,0,17.2,0,4,0.0,0,3,0.0,0,0,,0,5,5,1,0,1,2,2,0,-2.7
Tianna Hawkins,2020,4,2020-08-09,29.4,WAS,home,IND,-7.0,0,22.0,5,11,0.455,2,5,0.4,5,7,0.714,3,7,10,0,2,0,0,3,17,15.5
Tianna Hawkins,2020,5,2020-08-11,29.4,WAS,home,MIN,-20.0,1,24.1,3,8,0.375,2,3,0.667,2,2,1.0,2,4,6,3,2,1,1,3,10,10.8
Tianna Hawkins,2020,6,2020-08-13,29.4,WAS,home,LAS,-17.0,1,23.0,1,5,0.2,1,4,0.25,0,0,,0,3,3,2,0,0,2,2,3,-0.6
Tianna Hawkins,2020,7,2020-08-15,29.5,WAS,home,LVA,-15.0,1,27.8,5,13,0.385,2,7,0.286,0,0,,4,3,7,2,1,0,4,3,12,5.8
Tianna Hawkins,2020,8,2020-08-19,29.5,WAS,home,ATL,7.0,0,16.4,3,7,0.429,1,3,0.333,2,3,0.667,1,1,2,1,2,0,1,4,9,6.0
Tianna Hawkins,2020,9,2020-08-21,29.5,WAS,home,DAL,-9.0,1,22.4,5,7,0.714,1,3,0.333,0,0,,0,5,5,1,1,1,2,1,11,9.6
Tianna Hawkins,2020,10,2020-08-23,29.5,WAS,home,PHO,-1.0,1,31.5,7,15,0.467,3,6,0.5,2,2,1.0,2,3,5,2,0,1,2,3,19,12.5
Tianna Hawkins,2020,11,2020-08-28,29.5,WAS,home,PHO,-22.0,0,17.7,5,10,0.5,2,3,0.667,1,2,0.5,0,1,1,0,0,0,1,5,13,4.9
Tianna Hawkins,2020,12,2020-08-30,29.5,WAS,home,CON,-13.0,0,23.2,1,7,0.143,0,2,0.0,1,1,1.0,0,2,2,1,1,1,3,3,3,-2.7
Tianna Hawkins,2020,13,2020-09-02,29.5,WAS,home,SEA,-7.0,0,22.4,4,9,0.444,1,3,0.333,1,1,1.0,0,3,3,1,1,1,0,4,10,7.0
Tianna Hawkins,2020,14,2020-09-04,29.5,WAS,home,CHI,10.0,0,18.7,1,6,0.167,0,3,0.0,0,0,,0,2,2,0,0,0,1,0,2,-2.2
Tianna Hawkins,2020,15,2020-09-06,29.5,WAS,home,DAL,-7.0,0,15.4,3,7,0.429,0,2,0.0,2,2,1.0,0,3,3,1,0,0,0,4,8,4.3
Tianna Hawkins,2020,16,2020-09-08,29.5,WAS,home,MIN,3.0,0,16.7,4,7,0.571,0,3,0.0,6,6,1.0,0,2,2,0,1,0,0,4,14,10.7
Tianna Hawkins,2020,17,2020-09-13,29.5,WAS,home,ATL,7.0,0,11.9,3,5,0.6,1,2,0.5,0,0,,0,3,3,1,1,0,0,0,7,7.3
Tianna Hawkins,2021,1,2021-05-14,30.2,ATL,home,CON,-11.0,1,31.4,5,12,.417,0,5,.000,1,1,1.000,1,0,1,3,2,1,1,2,11,8.3
Tianna Hawkins,2021,2,2021-05-19,30.2,ATL,home,CHI,-8.0,1,18.3,1,5,.200,0,3,.000,0,0,,0,2,2,1,2,0,2,4,2,-1.4
Tianna Hawkins,2021,3,2021-05-21,30.2,ATL,away,IND,4.0,1,16.2,0,5,.000,0,2,.000,0,0,,0,2,2,2,0,2,0,1,0,-0.5
Tianna Hawkins,2021,4,2021-05-25,30.2,ATL,away,CHI,7.0,1,15.9,2,3,.667,0,0,,0,0,,1,4,5,1,0,0,0,3,4,4.1
Tianna Hawkins,2021,5,2021-05-27,30.2,ATL,home,DAL,6.0,1,19.8,1,4,.250,0,2,.000,2,2,1.000,0,5,5,0,1,0,2,2,4,1.3
Tianna Hawkins,2021,6,2021-05-29,30.2,ATL,away,NYL,3.0,1,19.6,1,3,.333,0,2,.000,0,0,,1,3,4,0,1,1,3,1,2,0.2
Tianna Hawkins,2021,7,2021-06-04,30.3,ATL,away,MIN,-2.0,1,17.4,2,4,.500,1,3,.333,0,0,,0,4,4,1,0,0,1,3,5,2.7
Tianna Hawkins,2021,8,2021-06-06,30.3,ATL,away,MIN,-20.0,1,9.8,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7
Tianna Hawkins,2021,9,2021-06-09,30.3,ATL,home,SEA,-24.0,0,16.6,2,4,.500,1,1,1.000,0,0,,2,3,5,0,0,1,1,3,5,3.8
Tianna Hawkins,2021,10,2021-06-11,30.3,ATL,home,SEA,-11.0,0,17.9,2,4,.500,1,2,.500,0,0,,1,3,4,0,1,0,0,3,5,4.4
Tianna Hawkins,2021,11,2021-06-13,30.3,ATL,home,WAS,23.0,0,17.0,4,7,.571,2,5,.400,0,0,,1,5,6,2,1,0,2,3,10,8.1
Tianna Hawkins,2021,12,2021-06-17,30.3,ATL,away,WAS,-3.0,0,26.8,6,10,.600,1,3,.333,4,4,1.000,2,7,9,1,0,1,0,1,17,16.9
Tianna Hawkins,2021,13,2021-06-23,30.3,ATL,home,MIN,-2.0,0,20.8,1,2,.500,1,2,.500,2,2,1.000,0,4,4,0,0,0,1,2,5,3.4
Tianna Hawkins,2021,14,2021-06-26,30.3,ATL,home,NYL,-23.0,0,13.5,1,1,1.000,1,1,1.000,4,4,1.000,0,2,2,0,0,0,3,3,7,3.1
Tianna Hawkins,2021,15,2021-06-29,30.3,ATL,home,NYL,4.0,0,14.3,1,3,.333,0,1,.000,2,2,1.000,0,3,3,1,1,0,1,1,4,3.5
Tianna Hawkins,2021,16,2021-07-02,30.3,ATL,away,SEA,-3.0,0,16.9,4,7,.571,2,4,.500,0,0,,0,2,2,1,0,2,1,2,10,7.6
Tianna Hawkins,2021,17,2021-07-04,30.3,ATL,away,LVA,-23.0,0,16.4,2,6,.333,2,6,.333,2,2,1.000,0,3,3,0,0,1,0,2,8,5.4
Tianna Hawkins,2021,18,2021-07-09,30.4,ATL,away,CON,-12.0,0,19.2,2,8,.250,1,5,.200,1,2,.500,0,0,0,2,0,0,1,5,6,-0.8
Tianna Hawkins,2021,19,2021-07-11,30.4,ATL,home,IND,-11.0,0,22.6,3,8,.375,0,2,.000,0,0,,0,5,5,0,0,2,0,3,6,3.3
Tianna Hawkins,2021,20,2021-08-15,30.5,ATL,away,PHO,-11.0,0,13.3,2,5,.400,1,3,.333,0,0,,1,4,5,1,0,2,2,2,5,3.5
Tianna Hawkins,2021,21,2021-08-17,30.5,ATL,away,LAS,-5.0,0,8.3,1,4,.250,0,2,.000,0,0,,1,3,4,0,1,0,3,1,2,-1.2
Tianna Hawkins,2021,22,2021-08-19,30.5,ATL,away,LAS,-2.0,0,7.5,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,3,2,0,-5.2
Tianna Hawkins,2021,23,2021-08-21,30.5,ATL,home,PHO,-15.0,0,16.9,1,5,.200,0,4,.000,0,0,,0,3,3,1,0,0,1,3,2,-1.7
Tianna Hawkins,2021,24,2021-08-24,30.5,ATL,home,CHI,-7.0,0,16.5,3,6,.500,2,3,.667,1,2,.500,2,2,4,0,1,0,2,4,9,5.0
Tianna Hawkins,2021,25,2021-08-26,30.5,ATL,home,LVA,-7.0,0,2.0,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,2,2,0.8
Tianna Hawkins,2021,26,2021-09-14,30.5,ATL,home,IND,7.0,0,2.8,0,0,,0,0,,0,0,,0,1,1,0,0,1,1,2,0,-0.8
Tianna Hawkins,2021,27,2021-09-16,30.5,ATL,home,LAS,-6.0,0,3.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8
Tianna Hawkins,2021,28,2021-09-19,30.6,ATL,away,CON,-20.0,0,11.2,3,7,.429,0,3,.000,0,0,,0,2,2,0,0,0,0,0,6,2.9
Tianna Hawkins,2022,1,2022-05-06,31.2,WAS,home,IND,14.0,0,17.4,3,5,.600,1,3,.333,0,0,,0,3,3,0,0,0,2,3,7,2.4
Tianna Hawkins,2022,2,2022-05-10,31.2,WAS,home,LVA,13.0,0,18.1,5,8,.625,0,2,.000,0,0,,1,3,4,3,0,1,3,2,10,7.0
Tianna Hawkins,2022,3,2022-05-13,31.2,WAS,home,DAL,-8.0,0,17.4,3,5,.600,0,1,.000,0,0,,0,2,2,2,1,0,3,3,6,2.5
Tianna Hawkins,2022,4,2022-05-17,31.2,WAS,away,DAL,16.0,0,18.5,0,2,.000,0,0,,0,0,,0,4,4,3,1,0,2,3,0,-0.3
Tianna Hawkins,2022,5,2022-05-20,31.2,WAS,away,ATL,5.0,0,23.7,3,7,.429,0,3,.000,5,5,1.000,1,4,5,3,1,0,2,2,11,9.5
Tianna Hawkins,2022,6,2022-05-22,31.2,WAS,home,CHI,-9.0,0,3.3,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Tianna Hawkins,2022,7,2022-05-24,31.2,WAS,home,ATL,20.0,0,2.7,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,-2.8
Tianna Hawkins,2022,8,2022-05-28,31.2,WAS,away,CON,-8.0,0,14.7,3,6,.500,2,5,.400,2,2,1.000,0,1,1,0,1,0,0,3,10,7.1
Tianna Hawkins,2022,9,2022-06-05,31.3,WAS,away,CHI,-9.0,0,22.0,8,13,.615,1,4,.250,4,4,1.000,2,2,4,1,1,0,3,3,21,14.6
Tianna Hawkins,2022,10,2022-06-08,31.3,WAS,home,CHI,2.0,0,20.4,3,8,.375,2,5,.400,0,0,,1,5,6,0,2,0,5,3,8,1.6
Tianna Hawkins,2022,11,2022-06-10,31.3,WAS,away,MIN,17.0,0,18.6,1,5,.200,1,4,.250,0,0,,0,2,2,1,1,0,3,4,3,-2.4
Tianna Hawkins,2022,12,2022-06-12,31.3,WAS,home,PHO,-9.0,0,10.0,1,5,.200,0,1,.000,1,2,.500,2,1,3,1,1,0,0,2,3,2.1
Tianna Hawkins,2022,13,2022-06-14,31.3,WAS,home,PHO,18.0,0,1.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Tianna Hawkins,2022,14,2022-06-16,31.3,WAS,away,NYL,-12.0,0,16.3,0,4,.000,0,3,.000,4,4,1.000,1,2,3,2,0,0,0,0,4,3.9
Tianna Hawkins,2022,15,2022-06-19,31.3,WAS,home,CON,8.0,0,2.5,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,-2.8
Tianna Hawkins,2022,16,2022-06-21,31.3,WAS,away,LAS,-2.0,0,16.9,1,5,.200,1,2,.500,0,0,,0,3,3,2,0,0,0,0,3,2.2
Tianna Hawkins,2022,17,2022-06-23,31.3,WAS,away,SEA,-14.0,0,10.8,1,4,.250,1,2,.500,0,0,,1,3,4,0,0,1,0,1,3,2.5
Tianna Hawkins,2022,18,2022-06-28,31.3,WAS,home,ATL,18.0,0,8.4,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,0,2,0.0
Tianna Hawkins,2022,19,2022-07-03,31.3,WAS,away,CON,-2.0,0,15.8,3,5,.600,1,1,1.000,0,0,,2,1,3,0,0,0,0,2,7,5.6
Tianna Hawkins,2022,20,2022-07-06,31.3,WAS,away,ATL,19.0,0,0.7,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
Tianna Hawkins,2022,21,2022-07-17,31.4,WAS,home,MIN,13.0,0,1.5,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8
Tianna Hawkins,2022,22,2022-07-28,31.4,WAS,away,DAL,10.0,0,13.0,3,5,.600,1,2,.500,0,0,,0,1,1,0,0,0,1,2,7,3.2
Tianna Hawkins,2022,23,2022-08-05,31.4,WAS,away,CHI,-10.0,0,16.3,1,5,.200,1,3,.333,0,0,,1,4,5,1,0,0,2,1,3,0.1
Tianna Hawkins,2022,24,2022-08-12,31.4,WAS,away,IND,12.0,0,11.9,2,7,.286,0,3,.000,2,2,1.000,1,1,2,0,0,0,0,3,6,1.7
Tianna Hawkins,2022,25,2022-08-14,31.5,WAS,home,IND,12.0,0,17.4,2,6,.333,2,3,.667,2,2,1.000,2,2,4,0,0,0,1,3,8,4.4
Tianna Hawkins,2023,1,2023-05-19,32.2,WAS,home,NYL,16.0,0,15.8,4,8,.500,0,3,.000,0,0,,1,3,4,1,1,0,1,0,8,6.3
Tianna Hawkins,2023,2,2023-05-21,32.2,WAS,away,CON,-6.0,0,10.9,1,4,.250,0,1,.000,1,1,1.000,0,6,6,0,0,0,0,2,3,1.6
Tianna Hawkins,2023,3,2023-05-23,32.2,WAS,home,CON,-7.0,0,15.6,2,4,.500,1,3,.333,1,1,1.000,3,4,7,2,0,0,1,3,6,6.5
Tianna Hawkins,2023,4,2023-05-26,32.2,WAS,away,CHI,2.0,0,10.4,2,4,.500,0,0,,2,2,1.000,1,1,2,0,0,1,0,0,6,5.7
Tianna Hawkins,2023,5,2023-06-02,32.3,WAS,home,DAL,1.0,0,11.1,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,1,0,-2.5
Tianna Hawkins,2023,6,2023-06-03,32.3,WAS,home,MIN,-2.0,0,7.7,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,0,3,2,0.4
Tianna Hawkins,2023,7,2023-06-09,32.3,WAS,away,SEA,7.0,0,12.9,4,6,.667,1,1,1.000,0,0,,3,1,4,1,0,0,2,2,9,6.7
Tianna Hawkins,2023,8,2023-06-11,32.3,WAS,away,SEA,6.0,1,28.9,3,8,.375,1,4,.250,2,2,1.000,2,4,6,1,2,1,2,1,9,8.2
Tianna Hawkins,2023,9,2023-06-13,32.3,WAS,away,IND,-21.0,0,10.3,1,4,.250,0,0,,0,0,,0,0,0,1,1,0,2,3,2,-1.9
Tianna Hawkins,2023,10,2023-06-16,32.3,WAS,home,PHO,19.0,0,23.6,1,3,.333,0,0,,2,2,1.000,1,7,8,3,0,1,2,1,4,5.5
Tianna Hawkins,2023,11,2023-06-18,32.3,WAS,home,CHI,8.0,0,13.6,2,4,.500,0,0,,0,0,,0,2,2,1,0,0,1,0,4,2.3
Tianna Hawkins,2023,12,2023-06-22,32.3,WAS,away,CHI,21.0,0,16.7,2,3,.667,0,1,.000,0,0,,0,5,5,0,1,0,1,3,4,3.0
Tianna Hawkins,2023,13,2023-06-25,32.3,WAS,away,NYL,-1.0,0,21.3,1,1,1.000,0,0,,0,2,.000,0,4,4,1,1,0,1,6,2,0.4
Tianna Hawkins,2023,14,2023-06-28,32.3,WAS,home,ATL,23.0,1,25.4,5,8,.625,1,2,.500,2,2,1.000,2,9,11,1,1,0,1,4,13,12.6
Tianna Hawkins,2023,15,2023-06-30,32.3,WAS,away,ATL,-5.0,1,23.5,3,7,.429,0,2,.000,1,1,1.000,3,1,4,0,1,0,2,5,7,2.7
Tianna Hawkins,2023,16,2023-07-02,32.3,WAS,away,DAL,-17.0,1,36.6,3,10,.300,0,4,.000,2,4,.500,4,7,11,4,0,1,3,0,8,6.8
Tianna Hawkins,2023,17,2023-07-07,32.3,WAS,home,IND,8.0,1,33.8,3,10,.300,0,3,.000,4,5,.800,2,4,6,5,0,0,0,3,10,8.7
Tianna Hawkins,2023,18,2023-07-09,32.4,WAS,away,CON,-8.0,1,30.8,10,12,.833,1,1,1.000,3,3,1.000,0,4,4,2,2,1,2,1,24,22.5
Tianna Hawkins,2023,19,2023-07-11,32.4,WAS,home,SEA,7.0,1,32.5,4,6,.667,2,3,.667,3,4,.750,1,5,6,2,0,0,0,2,13,12.8
Tianna Hawkins,2023,20,2023-07-19,32.4,WAS,home,IND,-6.0,1,31.8,6,11,.545,1,4,.250,0,2,.000,2,7,9,3,2,0,0,4,13,12.9
Tianna Hawkins,2023,21,2023-07-21,32.4,WAS,home,NYL,-9.0,1,33.2,6,9,.667,2,2,1.000,0,0,,2,2,4,3,1,1,4,4,14,10.3
Tianna Hawkins,2023,22,2023-07-23,32.4,WAS,home,PHO,15.0,1,28.8,3,8,.375,0,4,.000,1,1,1.000,1,6,7,1,2,0,0,0,7,7.8
Tianna Hawkins,2023,23,2023-07-26,32.4,WAS,away,MIN,-5.0,1,19.8,3,3,1.000,1,1,1.000,0,0,,2,2,4,2,0,1,2,3,7,7.0
Tianna Hawkins,2023,24,2023-07-28,32.4,WAS,away,DAL,-28.0,1,25.8,3,8,.375,0,1,.000,0,1,.000,2,2,4,2,2,0,0,2,6,5.8
Tianna Hawkins,2023,25,2023-07-30,32.4,WAS,away,ATL,-7.0,1,32.0,5,12,.417,1,3,.333,6,7,.857,6,4,10,2,2,0,1,4,17,16.4
Tianna Hawkins,2023,26,2023-08-04,32.4,WAS,home,LAS,2.0,1,30.6,7,14,.500,2,6,.333,1,1,1.000,2,3,5,1,1,0,0,2,17,13.2
Tianna Hawkins,2023,27,2023-08-06,32.4,WAS,home,LAS,-8.0,1,29.3,9,13,.692,3,5,.600,2,3,.667,0,3,3,1,1,0,2,4,23,16.1
Tianna Hawkins,2023,28,2023-08-08,32.4,WAS,away,PHO,-19.0,1,24.2,2,6,.333,0,1,.000,0,0,,1,2,3,3,0,0,0,4,4,2.4
Tianna Hawkins,2023,29,2023-08-11,32.4,WAS,away,LVA,-24.0,1,24.5,8,11,.727,2,4,.500,1,1,1.000,3,7,10,2,2,1,1,2,19,21.0
Tianna Hawkins,2023,30,2023-08-13,32.4,WAS,home,CHI,7.0,1,29.2,5,9,.556,1,4,.250,2,4,.500,3,3,6,1,0,0,0,3,13,10.4
Tianna Hawkins,2023,31,2023-08-18,32.5,WAS,away,IND,4.0,0,22.9,2,6,.333,1,4,.250,0,0,,0,1,1,0,1,0,2,4,5,-0.7
Tianna Hawkins,2023,32,2023-08-20,32.5,WAS,home,DAL,-13.0,1,31.4,3,8,.375,2,4,.500,0,0,,1,3,4,3,0,0,2,1,8,4.9
Tianna Hawkins,2023,33,2023-08-22,32.5,WAS,home,CON,-4.0,1,26.3,2,8,.250,1,2,.500,0,0,,1,0,1,0,1,0,3,1,5,-1.5
Tianna Hawkins,2023,34,2023-08-26,32.5,WAS,home,LVA,16.0,0,19.4,2,5,.400,1,2,.500,0,0,,3,4,7,1,2,1,1,4,5,6.4
Tianna Hawkins,2023,35,2023-08-29,32.5,WAS,home,MIN,11.0,0,21.6,3,4,.750,3,3,1.000,0,0,,0,4,4,2,1,1,2,2,9,8.9
Tianna Hawkins,2023,36,2023-08-31,32.5,WAS,away,LVA,-9.0,0,22.4,1,6,.167,0,2,.000,0,0,,3,3,6,0,1,0,0,3,2,1.0
Tianna Hawkins,2023,37,2023-09-03,32.5,WAS,away,LAS,-8.0,1,25.1,3,7,.429,0,1,.000,2,2,1.000,3,4,7,2,2,1,2,4,8,8.1
Tianna Hawkins,2023,38,2023-09-05,32.5,WAS,away,PHO,23.0,0,23.4,1,3,.333,0,2,.000,0,0,,1,1,2,1,0,2,1,3,2,1.2
Tianna Hawkins,2023,39,2023-09-08,32.5,WAS,home,ATL,-5.0,0,19.2,2,4,.500,0,1,.000,1,1,1.000,1,3,4,0,1,0,2,3,5,2.4
Tianna Hawkins,2023,40,2023-09-10,32.5,WAS,away,NYL,2.0,0,20.2,2,4,.500,1,1,1.000,0,0,,1,4,5,1,0,1,0,2,5,5.5
Madi Williams,2023,1,2023-08-23,23.8,PHO,away,LAS,-29.0,0,10.2,1,2,0.5,0,0,,0,0,,1,1,2,0,0,1,2,1,2,0.3
Madi Williams,2023,2,2023-08-27,23.8,PHO,home,DAL,-3.0,0,7.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,2,2,2,-1.1
Madi Williams,2023,3,2023-08-29,23.8,PHO,away,ATL,-18.0,0,13.0,3,6,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,6,2.6
Madi Williams,2023,4,2023-08-31,23.8,PHO,away,CON,-10.0,0,6.9,0,3,0.0,0,1,0.0,0,0,,1,0,1,1,0,0,2,2,0,-3.5
Madi Williams,2023,5,2023-09-03,23.8,PHO,away,MIN,-13.0,0,9.3,0,3,0.0,0,1,0.0,0,0,,0,2,2,0,2,0,0,0,0,0.5
Shavonte Zellous,2021,1,2021-05-15,34.7,WAS,home,CHI,-14.0,0,15.9,0,3,.000,0,1,.000,2,2,1.000,1,1,2,0,0,0,0,2,2,0.1
Shavonte Zellous,2021,2,2021-05-18,34.7,WAS,home,PHO,-21.0,0,13.1,0,3,.000,0,0,,0,0,,1,1,2,0,1,0,0,2,0,-0.9
Shavonte Zellous,2021,3,2021-05-21,34.7,WAS,home,NYL,29.0,0,17.8,4,5,.800,1,1,1.000,2,2,1.000,1,1,2,1,0,0,0,0,11,10.8
Shavonte Zellous,2021,4,2021-05-23,34.7,WAS,away,IND,-12.0,0,12.3,2,4,.500,1,1,1.000,0,0,,1,2,3,1,0,0,0,0,5,5.0
Shavonte Zellous,2021,5,2021-05-25,34.7,WAS,away,IND,16.0,0,13.8,1,2,.500,0,0,,2,2,1.000,0,1,1,1,0,0,1,0,4,3.0
Shavonte Zellous,2021,6,2021-05-28,34.7,WAS,away,CON,-5.0,0,5.2,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4
Shavonte Zellous,2021,7,2021-06-05,34.8,WAS,home,LVA,-3.0,1,24.2,3,7,.429,0,3,.000,0,0,,0,2,2,2,0,0,0,3,6,3.1
Shavonte Zellous,2021,8,2021-06-08,34.8,WAS,home,MIN,4.0,1,19.6,1,3,.333,0,1,.000,0,0,,0,2,2,3,1,1,1,4,2,2.1
Shavonte Zellous,2021,9,2021-06-10,34.8,WAS,home,LAS,18.0,1,21.4,0,1,.000,0,1,.000,0,0,,0,5,5,2,0,0,2,4,0,-1.4
Shavonte Zellous,2021,10,2021-06-13,34.8,WAS,away,ATL,-23.0,1,16.3,0,3,.000,0,2,.000,4,4,1.000,0,2,2,0,1,0,0,2,4,2.7
Shavonte Zellous,2021,11,2021-06-17,34.8,WAS,home,ATL,3.0,0,15.6,0,5,.000,0,2,.000,2,2,1.000,0,1,1,1,0,0,0,4,2,-2.1
Shavonte Zellous,2021,12,2021-06-19,34.8,WAS,home,IND,5.0,0,16.5,1,6,.167,1,3,.333,1,2,.500,1,1,2,2,2,0,1,5,4,1.2
Shavonte Zellous,2021,13,2021-06-22,34.8,WAS,away,SEA,4.0,0,15.9,2,3,.667,0,1,.000,0,0,,1,1,2,1,0,0,1,1,4,3.0
Shavonte Zellous,2021,14,2021-06-24,34.8,WAS,away,LAS,-7.0,0,17.9,2,5,.400,0,2,.000,0,0,,1,0,1,2,0,0,0,4,4,1.8
Shavonte Zellous,2021,15,2021-06-26,34.8,WAS,away,DAL,-11.0,0,18.6,3,4,.750,0,0,,1,2,.500,1,1,2,4,1,0,2,1,7,7.4
Shavonte Zellous,2021,16,2021-06-29,34.8,WAS,home,CON,-19.0,0,24.7,2,6,.333,0,2,.000,0,0,,0,0,0,4,1,1,0,1,4,4.7
Shavonte Zellous,2021,17,2021-07-03,34.8,WAS,away,NYL,-3.0,1,31.5,2,9,.222,1,4,.250,0,3,.000,2,4,6,5,1,1,2,2,5,3.3
Shavonte Zellous,2021,18,2021-07-10,34.9,WAS,away,CHI,4.0,0,10.4,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,0,0,0.7
Shavonte Zellous,2021,19,2021-08-24,35.0,WAS,home,LAS,10.0,0,14.5,3,7,.429,0,2,.000,0,0,,2,4,6,2,1,0,0,2,6,6.5
Shavonte Zellous,2021,20,2021-08-26,35.0,WAS,home,DAL,-5.0,0,9.2,1,2,.500,0,0,,0,0,,0,0,0,2,0,0,1,3,2,0.2
Shavonte Zellous,2021,21,2021-08-28,35.0,WAS,home,DAL,1.0,0,6.8,2,2,1.000,1,1,1.000,2,2,1.000,0,1,1,0,1,2,1,0,7,8.1
Shavonte Zellous,2021,22,2021-08-31,35.0,WAS,home,CON,-10.0,0,13.2,0,4,.000,0,1,.000,0,0,,1,2,3,0,1,0,1,2,0,-2.3
Shavonte Zellous,2021,23,2021-09-04,35.0,WAS,away,MIN,-18.0,0,13.5,2,4,.500,0,1,.000,2,2,1.000,1,0,1,0,0,0,1,0,6,3.7
Shavonte Zellous,2021,24,2021-09-07,35.0,WAS,away,SEA,-34.0,0,21.3,6,10,.600,4,7,.571,1,1,1.000,0,4,4,3,0,0,2,1,17,13.3
Shavonte Zellous,2021,25,2021-09-10,35.0,WAS,home,ATL,8.0,0,14.3,1,5,.200,0,1,.000,2,3,.667,0,4,4,2,0,1,1,0,4,2.8
Shavonte Zellous,2021,26,2021-09-12,35.0,WAS,away,CHI,8.0,0,16.3,2,4,.500,1,2,.500,0,0,,1,4,5,2,0,0,2,2,5,3.5
Shavonte Zellous,2021,27,2021-09-17,35.1,WAS,away,NYL,-11.0,0,4.4,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,2,2,0.2
Shavonte Zellous,2021,28,2021-09-19,35.1,WAS,home,MIN,-6.0,0,18.2,2,3,.667,0,1,.000,4,4,1.000,0,4,4,2,0,0,2,1,8,6.9
Taylor Soule,2023,1,2023-06-09,23.4,CHI,away,LAS,-15.0,0,0.9,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Taylor Soule,2023,2,2023-06-11,23.4,CHI,away,LVA,-13.0,0,13.2,0,3,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-0.1
Taylor Soule,2023,3,2023-06-18,23.4,CHI,away,WAS,-8.0,0,10.0,1,2,0.5,0,0,,3,6,0.5,2,2,4,1,0,0,2,2,5,2.7
Taylor Soule,2023,4,2023-06-22,23.5,CHI,home,WAS,-21.0,0,2.3,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4
Taylor Soule,2023,5,2023-06-28,23.5,CHI,home,LAS,17.0,0,1.2,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
Taylor Soule,2023,6,2023-07-07,23.5,CHI,home,ATL,-14.0,0,1.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4
Taylor Soule,2023,7,2023-07-20,23.5,CHI,away,PHO,-18.0,0,1.4,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-0.3
Taylor Soule,2023,8,2023-07-22,23.5,CHI,away,SEA,15.0,0,2.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Taylor Soule,2023,9,2023-07-30,23.6,CHI,home,PHO,19.0,0,2.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Taylor Soule,2023,10,2023-08-04,23.6,CHI,away,DAL,15.0,0,0.9,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
Taylor Soule,2023,11,2023-08-11,23.6,CHI,away,NYL,-16.0,0,1.8,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Taylor Soule,2023,12,2023-08-22,23.6,CHI,home,SEA,23.0,0,4.7,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
Taylor Soule,2023,13,2023-09-03,23.7,CHI,home,NYL,-17.0,0,1.6,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4
Taylor Soule,2023,14,2023-09-05,23.7,CHI,away,IND,27.0,0,6.2,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2
