Player,Year,Rk,Date,Age,Tm,home_away,Opp,win_margin,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Jasmine Thomas,2021,27,2021-09-09,31.9,CON,away,LAS,18.0,1,29.9,2,6,.333,1,3,.333,5,5,1.000,1,2,3,3,0,0,5,0,10,5.0
Jasmine Thomas,2021,28,2021-09-11,31.9,CON,away,PHO,9.0,1,29.2,6,11,.545,3,4,.750,2,2,1.000,0,0,0,2,1,0,2,0,17,12.1
Jasmine Thomas,2021,29,2021-09-15,32.0,CON,home,NYL,29.0,1,22.5,4,6,.667,2,2,1.000,0,0,,0,0,0,2,3,0,1,2,10,10.0
Jasmine Thomas,2021,30,2021-09-19,32.0,CON,home,ATL,20.0,1,24.4,3,8,.375,1,3,.333,0,0,,0,1,1,2,1,0,0,2,7,4.5
Jasmine Thomas,2022,1,2022-05-07,32.6,CON,away,NYL,-2.0,1,28.9,3,7,0.429,1,4,0.25,6,7,0.857,0,4,4,3,0,1,4,5,13,6.9
Jasmine Thomas,2022,2,2022-05-14,32.6,CON,home,LAS,17.0,1,29.6,1,9,0.111,1,2,0.5,4,4,1.0,1,3,4,4,1,0,1,1,7,5.1
Jasmine Thomas,2022,3,2022-05-17,32.6,CON,away,NYL,27.0,1,20.3,1,5,0.2,0,2,0.0,2,2,1.0,0,0,0,3,2,0,1,1,4,3.6
Jasmine Thomas,2022,4,2022-05-20,32.6,CON,home,IND,9.0,1,22.2,2,6,0.333,2,4,0.5,0,0,,1,1,2,2,0,0,1,0,6,4.0
Jasmine Thomas,2022,5,2022-05-22,32.6,CON,away,IND,22.0,1,8.0,1,3,0.333,1,1,1.0,0,0,,0,1,1,3,0,0,0,0,3,3.7
Jasmine Thomas,2023,1,2023-06-09,33.7,LAS,home,CHI,15.0,0,11.8,1,4,.250,1,4,.250,2,2,1.000,0,1,1,0,0,0,1,1,5,1.5
Jasmine Thomas,2023,2,2023-06-11,33.7,LAS,away,MIN,-5.0,0,12.5,1,4,.250,1,4,.250,0,0,,0,0,0,3,0,0,0,1,3,2.3
Jasmine Thomas,2023,3,2023-06-14,33.7,LAS,away,DAL,18.0,0,3.8,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,0.0
Jasmine Thomas,2023,4,2023-06-16,33.7,LAS,home,MIN,-5.0,0,19.4,2,7,.286,1,6,.167,0,0,,0,2,2,1,0,0,1,1,5,0.8
Jasmine Thomas,2023,5,2023-06-18,33.7,LAS,home,CON,-9.0,0,11.5,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,0,-3.5
Jasmine Thomas,2023,6,2023-06-20,33.7,LAS,home,MIN,-6.0,0,10.8,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,0,2,0,0,-1.1
Jasmine Thomas,2023,7,2023-06-23,33.7,LAS,home,DAL,2.0,0,4.5,0,2,.000,0,1,.000,0,0,,0,1,1,1,1,0,0,0,0,0.6
Jasmine Thomas,2023,8,2023-06-28,33.7,LAS,away,CHI,-17.0,0,17.1,2,6,.333,0,2,.000,0,0,,3,1,4,1,0,1,0,2,4,3.6
Jasmine Thomas,2023,9,2023-06-30,33.7,LAS,away,CHI,-8.0,1,18.5,0,5,.000,0,1,.000,0,0,,0,0,0,1,0,0,3,1,0,-6.2
Jasmine Thomas,2023,10,2023-07-02,33.8,LAS,away,ATL,-28.0,1,14.0,1,5,.200,1,2,.500,0,0,,0,2,2,4,2,0,2,2,3,2.5
Jasmine Thomas,2023,11,2023-07-05,33.8,LAS,home,ATL,-11.0,1,14.2,1,4,.250,1,4,.250,0,0,,0,0,0,1,0,1,0,2,3,1.2
Jasmine Thomas,2023,12,2023-07-09,33.8,LAS,away,PHO,-6.0,1,28.6,4,9,.444,2,4,.500,0,0,,0,0,0,4,0,1,0,1,10,8.4
Jasmine Thomas,2023,13,2023-07-12,33.8,LAS,home,LVA,-19.0,1,16.8,1,5,.200,1,2,.500,0,0,,0,2,2,1,1,0,1,1,3,0.8
Jasmine Thomas,2023,14,2023-07-20,33.8,LAS,away,MIN,-3.0,0,5.1,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,0,0,-1.8
Jasmine Thomas,2023,15,2023-07-22,33.8,LAS,away,DAL,-14.0,0,4.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Jasmine Thomas,2023,16,2023-07-25,33.8,LAS,home,IND,1.0,0,3.7,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0
Jasmine Thomas,2023,17,2023-07-27,33.8,LAS,home,IND,13.0,0,24.4,3,6,.500,1,3,.333,1,1,1.000,1,1,2,2,1,1,0,1,8,8.7
Jasmine Thomas,2023,18,2023-07-30,33.8,LAS,home,NYL,-8.0,0,20.6,1,4,.250,0,2,.000,2,2,1.000,0,3,3,2,0,0,0,0,4,3.9
Jasmine Thomas,2023,19,2023-08-01,33.8,LAS,home,NYL,-7.0,0,12.9,1,4,.250,1,3,.333,0,0,,0,2,2,2,0,0,1,0,3,1.6
Jasmine Thomas,2023,20,2023-08-04,33.8,LAS,away,WAS,-2.0,0,8.9,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-2.9
Jasmine Thomas,2023,21,2023-08-06,33.8,LAS,away,WAS,8.0,0,6.5,0,0,,0,0,,0,0,,0,0,0,2,1,0,0,2,0,1.6
Jasmine Thomas,2023,22,2023-08-08,33.9,LAS,away,IND,7.0,0,13.7,2,6,.333,1,4,.250,0,0,,2,0,2,2,1,0,0,0,5,5.4
Jasmine Thomas,2023,23,2023-08-12,33.9,LAS,home,ATL,11.0,0,4.1,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,1,0,2,1.0
Jasmine Thomas,2023,24,2023-08-23,33.9,LAS,home,PHO,29.0,0,14.4,4,5,.800,1,2,.500,0,0,,1,1,2,1,0,0,1,2,9,7.0
Jasmine Thomas,2023,25,2023-08-25,33.9,LAS,away,ATL,5.0,0,4.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Jasmine Thomas,2023,26,2023-08-27,33.9,LAS,away,CON,-15.0,0,11.4,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,1,1,0,-0.7
Jasmine Thomas,2023,27,2023-08-29,33.9,LAS,home,CHI,-1.0,1,23.4,1,4,.250,1,4,.250,0,0,,2,1,3,4,0,0,1,1,3,3.7
Jasmine Thomas,2023,28,2023-08-31,33.9,LAS,home,SEA,-11.0,1,22.8,0,6,.000,0,3,.000,0,0,,0,0,0,2,1,0,2,4,0,-5.4
Jasmine Thomas,2023,29,2023-09-03,33.9,LAS,home,WAS,8.0,0,13.0,2,3,.667,1,2,.500,2,2,1.000,0,0,0,0,0,1,0,1,7,6.0
Jasmine Thomas,2023,30,2023-09-05,33.9,LAS,away,CON,-14.0,0,6.0,1,3,.333,0,1,.000,0,0,,0,1,1,1,0,0,0,0,2,1.3
Jasmine Thomas,2023,31,2023-09-07,33.9,LAS,away,NYL,-7.0,0,9.8,0,0,,0,0,,0,0,,0,0,0,1,0,1,1,0,0,0.4
Jasmine Thomas,2023,32,2023-09-10,33.9,LAS,away,SEA,2.0,0,16.4,2,7,.286,1,3,.333,1,2,.500,1,0,1,1,1,0,0,1,6,3.5
Paris Kea,2020,1,2020-08-18,24.4,NYL,home,SEA,-41.0,0,6.0,2,8,0.25,0,3,0.0,0,0,,1,0,1,0,0,0,1,1,4,-1.5
Paris Kea,2020,2,2020-08-20,24.4,NYL,home,CHI,-16.0,0,2.3,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,0,0,0,0.3
Paris Kea,2020,3,2020-08-25,24.4,NYL,home,CHI,2.0,0,17.4,3,8,0.375,2,4,0.5,2,2,1.0,0,1,1,2,1,0,0,2,10,7.5
Paris Kea,2020,4,2020-08-29,24.4,NYL,home,LVA,-17.0,0,17.7,5,7,0.714,4,6,0.667,0,0,,0,1,1,3,1,0,2,0,14,12.5
Paris Kea,2020,5,2020-09-01,24.4,NYL,home,CON,-5.0,1,17.6,1,2,0.5,0,0,,0,0,,0,0,0,2,2,0,3,0,2,1.4
Paris Kea,2020,6,2020-09-03,24.4,NYL,home,ATL,-6.0,1,18.6,3,8,0.375,1,4,0.25,1,2,0.5,1,7,8,1,1,0,2,0,8,5.7
Paris Kea,2020,7,2020-09-05,24.4,NYL,home,PHO,-16.0,1,4.3,0,4,0.0,0,1,0.0,0,0,,2,1,3,1,0,0,1,2,0,-2.2
Paris Kea,2020,8,2020-09-08,24.4,NYL,home,LAS,-26.0,0,14.8,3,5,0.6,3,5,0.6,2,2,1.0,0,1,1,1,1,0,2,1,11,8.3
Paris Kea,2020,9,2020-09-10,24.4,NYL,home,IND,-10.0,1,30.8,8,18,0.444,3,7,0.429,2,2,1.0,1,0,1,2,1,1,3,5,21,10.4
Paris Kea,2020,10,2020-09-12,24.4,NYL,home,WAS,-17.0,1,24.6,1,7,0.143,0,0,,0,0,,0,4,4,2,0,2,3,0,2,-1.5
Paris Kea,2020,11,2020-09-13,24.4,NYL,home,DAL,-3.0,0,10.7,2,5,0.4,0,2,0.0,0,0,,0,1,1,1,0,0,2,1,4,-0.1
Alisia Jenkins,2020,1,2020-08-25,26.5,IND,home,SEA,-13.0,0,1.9,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Alisia Jenkins,2020,2,2020-08-31,26.5,CHI,home,IND,23.0,0,1.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Alisia Jenkins,2020,3,2020-09-04,26.5,CHI,home,WAS,-10.0,0,1.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Alisia Jenkins,2020,4,2020-09-07,26.5,PHO,home,CON,-15.0,0,1.3,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,0,1,0.6
Alisia Jenkins,2020,5,2020-09-11,26.6,PHO,home,SEA,-23.0,0,21.4,2,8,0.25,0,3,0.0,3,4,0.75,0,3,3,0,0,0,3,3,7,-1.5
Briann January,2020,1,2020-08-12,33.6,CON,home,DAL,4.0,0,15.9,0,2,0.0,0,1,0.0,0,0,,0,1,1,3,0,0,0,1,0,0.6
Briann January,2020,2,2020-08-14,33.6,CON,home,CHI,3.0,0,18.5,0,4,0.0,0,1,0.0,0,0,,1,0,1,1,0,0,0,2,0,-2.2
Briann January,2020,3,2020-08-16,33.6,CON,home,SEA,-23.0,0,18.4,1,4,0.25,1,2,0.5,0,0,,0,1,1,3,1,0,1,3,3,1.8
Briann January,2020,4,2020-08-18,33.6,CON,home,IND,22.0,1,27.6,1,5,0.2,0,2,0.0,1,2,0.5,0,0,0,1,0,0,1,2,3,-1.6
Briann January,2020,5,2020-08-20,33.6,CON,home,LVA,-21.0,1,24.2,6,9,0.667,3,3,1.0,0,0,,0,1,1,2,1,1,1,2,15,12.7
Briann January,2020,6,2020-08-22,33.6,CON,home,NYL,17.0,1,29.4,3,10,0.3,1,6,0.167,4,4,1.0,1,1,2,4,2,0,0,3,11,9.8
Briann January,2020,7,2020-08-28,33.6,CON,home,LAS,-4.0,1,29.3,1,8,0.125,1,3,0.333,2,2,1.0,1,2,3,3,1,0,2,2,5,1.4
Briann January,2020,8,2020-08-30,33.6,CON,home,WAS,13.0,1,29.5,1,5,0.2,1,2,0.5,0,0,,0,0,0,7,1,0,3,1,3,2.4
Briann January,2020,9,2020-09-01,33.6,CON,home,NYL,5.0,1,26.1,2,9,0.222,0,0,,1,2,0.5,1,1,2,3,2,1,2,3,5,1.7
Briann January,2020,10,2020-09-03,33.6,CON,home,LVA,-15.0,1,26.1,2,4,0.5,0,2,0.0,0,0,,0,0,0,5,0,0,4,1,4,1.1
Briann January,2020,11,2020-09-05,33.7,CON,home,IND,19.0,1,24.4,0,5,0.0,0,3,0.0,2,2,1.0,0,2,2,6,0,0,0,2,2,2.5
Briann January,2020,12,2020-09-07,33.7,CON,home,PHO,15.0,1,17.3,3,6,0.5,2,3,0.667,0,0,,0,3,3,3,0,0,1,3,8,5.8
Briann January,2020,13,2020-09-11,33.7,CON,home,ATL,-7.0,1,16.2,2,4,0.5,2,3,0.667,0,0,,0,0,0,3,0,0,0,0,6,6.1
Briann January,2021,1,2021-05-14,34.3,CON,away,ATL,11.0,1,29.7,2,8,.250,2,6,.333,0,0,,1,3,4,3,0,0,1,5,6,1.9
Briann January,2021,2,2021-05-16,34.3,CON,home,PHO,8.0,1,37.0,4,7,.571,1,1,1.000,6,7,.857,1,0,1,6,1,0,2,4,15,13.6
Briann January,2021,3,2021-05-19,34.4,CON,home,IND,21.0,1,17.1,0,4,.000,0,2,.000,0,0,,0,0,0,5,0,0,1,0,0,-0.3
Briann January,2021,4,2021-05-28,34.4,CON,home,WAS,5.0,1,28.7,1,4,.250,0,2,.000,1,2,.500,0,1,1,2,0,0,1,5,3,-1.1
Briann January,2021,5,2021-05-30,34.4,CON,away,MIN,-5.0,1,37.6,3,10,.300,1,6,.167,0,0,,0,2,2,1,1,0,1,1,7,2.1
Briann January,2021,6,2021-06-01,34.4,CON,home,LVA,7.0,1,28.6,4,8,.500,1,2,.500,2,2,1.000,2,0,2,2,0,0,2,0,11,7.8
Briann January,2021,7,2021-06-05,34.4,CON,home,NYL,21.0,1,23.4,3,6,.500,0,2,.000,0,0,,0,0,0,2,1,0,2,1,6,3.0
Briann January,2021,8,2021-06-13,34.4,CON,home,SEA,-23.0,1,29.4,2,5,.400,1,2,.500,0,0,,0,1,1,4,0,0,2,2,5,2.6
Briann January,2021,9,2021-06-17,34.4,CON,away,CHI,-6.0,1,35.6,0,5,.000,0,3,.000,0,1,.000,1,1,2,3,1,0,1,3,0,-2.0
Briann January,2021,10,2021-06-19,34.4,CON,away,CHI,-10.0,1,36.9,5,11,.455,1,2,.500,1,2,.500,0,2,2,6,1,0,3,3,12,7.5
Briann January,2021,11,2021-06-22,34.4,CON,home,DAL,10.0,1,34.4,1,5,.200,1,2,.500,2,2,1.000,1,0,1,3,2,0,2,4,5,3.1
Briann January,2021,12,2021-06-27,34.5,CON,home,CHI,16.0,1,33.8,0,6,.000,0,0,,2,2,1.000,0,1,1,3,0,0,0,1,2,-0.2
Briann January,2021,13,2021-06-29,34.5,CON,away,WAS,19.0,1,26.6,2,5,.400,0,1,.000,0,0,,0,0,0,2,2,0,1,4,4,2.1
Briann January,2021,14,2021-07-01,34.5,CON,away,IND,6.0,1,26.8,1,2,.500,1,1,1.000,0,0,,0,3,3,2,0,1,1,2,3,3.2
Briann January,2021,15,2021-07-03,34.5,CON,away,IND,-6.0,1,24.1,1,3,.333,0,1,.000,0,0,,0,2,2,0,0,0,1,0,2,-0.1
Briann January,2021,16,2021-07-09,34.5,CON,home,ATL,12.0,1,31.0,5,8,.625,1,3,.333,0,0,,0,2,2,2,0,0,2,1,11,7.0
Briann January,2021,17,2021-07-11,34.5,CON,away,NYL,17.0,1,29.8,4,8,.500,2,5,.400,0,0,,0,4,4,3,3,0,1,2,10,10.5
Briann January,2021,18,2021-08-15,34.6,CON,away,DAL,21.0,1,29.5,4,5,.800,1,2,.500,0,0,,1,0,1,5,0,1,3,2,9,8.2
Briann January,2021,19,2021-08-17,34.6,CON,home,MIN,12.0,1,33.9,4,8,.500,1,2,.500,1,1,1.000,1,0,1,3,1,0,4,1,10,5.4
Briann January,2021,20,2021-08-19,34.6,CON,home,MIN,11.0,1,37.1,1,4,.250,0,0,,5,5,1.000,0,3,3,4,1,0,4,2,7,4.5
Briann January,2021,21,2021-08-24,34.6,CON,home,LVA,14.0,1,36.9,7,10,.700,2,4,.500,3,4,.750,1,1,2,3,3,0,2,1,19,18.1
Briann January,2021,22,2021-08-26,34.6,CON,home,LAS,4.0,1,40.0,0,2,.000,0,1,.000,2,2,1.000,0,0,0,3,1,0,1,2,2,1.9
Briann January,2021,23,2021-08-28,34.6,CON,home,LAS,15.0,1,31.4,4,5,.800,2,3,.667,0,0,,0,1,1,4,2,1,2,2,10,11.1
Briann January,2021,24,2021-08-31,34.6,CON,away,WAS,10.0,1,25.2,3,5,.600,3,5,.600,0,0,,0,2,2,1,0,0,3,2,9,4.2
Briann January,2021,25,2021-09-07,34.7,CON,away,DAL,27.0,1,25.8,4,5,.800,3,4,.750,2,2,1.000,0,1,1,3,2,1,2,0,13,14.2
Briann January,2021,26,2021-09-09,34.7,CON,away,LAS,18.0,1,23.3,0,3,.000,0,3,.000,4,4,1.000,0,1,1,3,3,0,2,1,4,4.9
Briann January,2021,27,2021-09-11,34.7,CON,away,PHO,9.0,1,30.9,2,4,.500,1,2,.500,2,2,1.000,0,0,0,5,0,0,2,2,7,5.7
Briann January,2021,28,2021-09-15,34.7,CON,home,NYL,29.0,1,20.4,1,5,.200,1,2,.500,0,0,,0,0,0,2,0,0,2,1,3,-1.1
Briann January,2021,29,2021-09-19,34.7,CON,home,ATL,20.0,1,32.0,3,6,.500,1,2,.500,0,0,,0,2,2,4,0,0,1,4,7,4.8
Briann January,2022,1,2022-05-06,35.3,SEA,home,MIN,23.0,0,19.0,1,3,.333,0,2,.000,2,2,1.000,0,3,3,3,1,3,3,1,4,5.0
Briann January,2022,2,2022-05-08,35.3,SEA,away,LVA,-11.0,0,17.0,1,2,.500,1,1,1.000,0,0,,0,2,2,2,0,0,1,2,3,2.2
Briann January,2022,3,2022-05-11,35.3,SEA,away,PHO,-20.0,0,25.5,1,4,.250,0,3,.000,2,2,1.000,0,2,2,3,1,0,1,3,4,3.1
Briann January,2022,4,2022-05-14,35.3,SEA,home,PHO,-5.0,0,24.1,2,8,.250,0,4,.000,1,1,1.000,1,0,1,1,2,0,1,1,5,2.2
Briann January,2022,5,2022-05-18,35.3,SEA,home,CHI,3.0,0,18.1,1,5,.200,1,3,.333,0,0,,0,0,0,3,0,0,1,1,3,0.6
Briann January,2022,6,2022-05-20,35.4,SEA,home,LAS,3.0,0,15.6,2,5,.400,1,3,.333,0,2,.000,0,0,0,5,0,0,0,4,5,3.4
Briann January,2022,7,2022-05-27,35.4,SEA,home,NYL,8.0,1,31.6,4,7,.571,3,4,.750,0,0,,0,0,0,2,1,0,0,2,11,9.3
Briann January,2022,8,2022-05-29,35.4,SEA,home,NYL,31.0,1,25.2,4,6,.667,2,3,.667,2,2,1.000,0,3,3,2,2,0,2,2,12,10.9
Briann January,2022,9,2022-06-03,35.4,SEA,home,DAL,-17.0,1,30.1,1,5,.200,1,4,.250,0,0,,1,1,2,7,0,1,3,2,3,2.7
Briann January,2022,10,2022-06-05,35.4,SEA,home,CON,-7.0,0,10.7,1,2,.500,0,1,.000,0,0,,0,1,1,2,0,0,3,2,2,-1.1
Briann January,2022,11,2022-06-07,35.4,SEA,home,ATL,12.0,0,13.3,0,3,.000,0,2,.000,0,0,,0,1,1,1,0,1,2,1,0,-2.8
Briann January,2022,12,2022-06-10,35.4,SEA,away,DAL,1.0,0,13.3,1,2,.500,0,0,,1,2,.500,0,1,1,3,3,0,2,0,3,5.0
Briann January,2022,13,2022-06-12,35.4,SEA,away,DAL,5.0,0,14.8,2,3,.667,1,2,.500,1,2,.500,0,1,1,3,1,0,1,1,6,6.3
Briann January,2022,14,2022-06-14,35.4,SEA,away,MIN,2.0,1,26.4,1,5,.200,1,3,.333,0,0,,0,0,0,4,1,1,4,0,3,0.4
Briann January,2022,15,2022-06-17,35.4,SEA,away,CON,-11.0,0,12.7,2,4,.500,1,2,.500,0,0,,0,1,1,4,1,1,1,1,5,6.4
Briann January,2022,16,2022-06-19,35.4,SEA,away,NYL,9.0,0,13.8,2,5,.400,1,2,.500,2,2,1.000,1,2,3,1,3,0,0,1,7,8.9
Briann January,2022,17,2022-06-23,35.4,SEA,home,WAS,14.0,0,13.4,0,4,.000,0,1,.000,0,0,,1,1,2,1,0,0,1,1,0,-2.5
Briann January,2022,18,2022-06-25,35.5,SEA,home,LAS,-8.0,0,10.8,1,1,1.000,0,0,,0,0,,0,0,0,2,1,0,1,2,2,2.3
Briann January,2022,19,2022-06-29,35.5,SEA,home,LVA,10.0,0,14.9,0,1,.000,0,1,.000,0,0,,0,1,1,6,0,0,0,2,0,3.0
Briann January,2022,20,2022-07-01,35.5,SEA,home,IND,16.0,0,19.3,1,3,.333,0,2,.000,0,0,,0,0,0,1,0,0,3,2,2,-2.8
Briann January,2022,21,2022-07-03,35.5,SEA,away,ATL,-14.0,0,20.6,1,4,.250,0,3,.000,6,6,1.000,0,0,0,4,2,0,1,3,8,8.2
Briann January,2022,22,2022-07-05,35.5,SEA,away,IND,22.0,0,17.2,0,1,.000,0,1,.000,2,2,1.000,0,1,1,2,0,0,1,1,2,1.6
Briann January,2022,23,2022-07-07,35.5,SEA,away,LAS,37.0,1,28.2,2,3,.667,1,2,.500,0,0,,0,2,2,3,2,0,1,2,5,6.6
Briann January,2022,24,2022-07-12,35.5,SEA,home,DAL,9.0,0,11.8,0,0,,0,0,,0,0,,0,0,0,0,0,0,3,0,0,-3.0
Briann January,2022,25,2022-07-17,35.5,SEA,home,IND,16.0,0,15.9,1,3,.333,0,2,.000,0,0,,0,1,1,3,0,0,2,1,2,0.3
Briann January,2022,26,2022-07-20,35.5,SEA,away,CHI,-4.0,0,10.1,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,2,2,3,-0.1
Briann January,2022,27,2022-07-22,35.5,SEA,away,PHO,-16.0,0,14.9,0,2,.000,0,2,.000,0,0,,1,0,1,3,0,0,0,2,0,0.6
Briann January,2022,28,2022-07-24,35.5,SEA,home,ATL,10.0,0,20.7,3,7,.429,1,4,.250,0,0,,0,0,0,1,0,0,2,2,7,1.2
Briann January,2022,29,2022-07-28,35.5,SEA,away,CON,-5.0,0,10.7,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,2,1,0,-2.8
Briann January,2022,30,2022-07-30,35.5,SEA,away,WAS,5.0,0,10.8,1,2,.500,1,1,1.000,0,0,,0,2,2,0,1,0,2,0,3,1.6
Briann January,2022,31,2022-07-31,35.6,SEA,away,WAS,-3.0,0,13.2,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,1,2,0,-1.8
Briann January,2022,32,2022-08-03,35.6,SEA,home,MIN,12.0,0,12.9,1,4,.250,0,2,.000,0,0,,0,0,0,0,0,1,2,0,2,-1.7
Briann January,2022,33,2022-08-07,35.6,SEA,home,LVA,-8.0,0,8.3,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0,-1.4
Briann January,2022,34,2022-08-09,35.6,SEA,away,CHI,11.0,0,11.0,1,1,1.000,0,0,,0,0,,0,0,0,4,0,0,1,4,2,1.9
Briann January,2022,35,2022-08-12,35.6,SEA,away,MIN,27.0,0,19.2,4,5,.800,3,4,.750,0,0,,1,0,1,5,0,0,1,5,11,10.3
Briann January,2022,36,2022-08-14,35.6,SEA,away,LVA,-9.0,0,13.1,3,6,.500,3,6,.500,0,0,,1,2,3,2,0,0,1,3,9,6.5
Jillian Alleyne,2021,1,2021-05-15,26.7,WAS,home,CHI,-14.0,0,5.7,0,2,0.0,0,0,,0,0,,1,2,3,0,0,0,0,0,0,-0.1
Jillian Alleyne,2021,2,2021-05-18,26.7,WAS,home,PHO,-21.0,0,2.1,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,1.3
Haley Gorecki,2021,1,2021-05-29,24.5,PHO,away,DAL,4.0,0,2.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
Haley Gorecki,2021,2,2021-06-11,24.6,PHO,home,DAL,-18.0,0,3.3,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,0,0,-0.1
Haley Gorecki,2021,3,2021-06-18,24.6,PHO,away,LAS,14.0,0,0.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Morgan Tuck,2020,1,2020-07-28,26.2,SEA,home,MIN,24.0,0,11.4,1,3,0.333,0,1,0.0,1,2,0.5,0,0,0,2,1,0,1,1,3,1.9
Morgan Tuck,2020,2,2020-07-30,26.2,SEA,home,WAS,-18.0,0,6.1,0,2,0.0,0,2,0.0,2,2,1.0,0,0,0,0,1,0,0,0,2,1.6
Morgan Tuck,2020,3,2020-08-01,26.3,SEA,home,LAS,6.0,0,4.1,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Morgan Tuck,2020,4,2020-08-04,26.3,SEA,home,CON,13.0,0,9.1,0,1,0.0,0,1,0.0,0,2,0.0,1,0,1,0,0,0,0,2,0,-1.6
Morgan Tuck,2020,5,2020-08-06,26.3,SEA,home,ATL,1.0,0,9.7,1,3,0.333,0,0,,2,2,1.0,1,1,2,0,1,0,0,0,4,4.3
Morgan Tuck,2020,6,2020-08-08,26.3,SEA,home,PHO,6.0,0,5.6,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
Morgan Tuck,2020,7,2020-08-10,26.3,SEA,home,CHI,18.0,0,6.2,1,1,1.0,0,0,,0,0,,0,1,1,0,1,0,1,1,2,1.6
Morgan Tuck,2020,8,2020-08-12,26.3,SEA,home,ATL,37.0,0,13.4,2,3,0.667,2,3,0.667,0,0,,0,0,0,0,0,0,0,3,6,3.5
Morgan Tuck,2020,9,2020-08-14,26.3,SEA,home,DAL,18.0,0,7.4,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,1,0,0,-0.4
Morgan Tuck,2020,10,2020-09-11,26.4,SEA,home,PHO,23.0,0,15.2,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,2,5,0,-5.4
Awak Kuier,2021,1,2021-05-27,19.8,DAL,away,ATL,-6.0,0,6.8,0,2,0.0,0,2,0.0,1,2,0.5,1,0,1,1,0,0,1,1,1,-0.8
Awak Kuier,2021,2,2021-05-29,19.8,DAL,home,PHO,-4.0,0,1.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0
Awak Kuier,2021,3,2021-06-01,19.8,DAL,home,LAS,10.0,0,11.2,0,2,0.0,0,1,0.0,2,2,1.0,0,5,5,1,0,1,1,0,2,2.5
Awak Kuier,2021,4,2021-06-04,19.8,DAL,away,SEA,-3.0,0,1.4,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3
Awak Kuier,2021,5,2021-06-19,19.8,DAL,home,MIN,18.0,0,2.2,1,1,1.0,0,0,,0,0,,1,1,2,0,0,0,1,0,2,1.7
Awak Kuier,2021,6,2021-06-24,19.8,DAL,away,IND,25.0,0,4.0,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,1.6
Awak Kuier,2021,7,2021-06-30,19.9,DAL,home,CHI,-10.0,0,7.7,1,2,0.5,0,0,,2,2,1.0,0,0,0,0,1,1,1,1,4,3.3
Awak Kuier,2021,8,2021-07-11,19.9,DAL,home,LVA,-16.0,0,8.8,1,4,0.25,0,2,0.0,0,0,,1,0,1,0,0,0,0,1,2,-0.1
Awak Kuier,2021,9,2021-08-15,20.0,DAL,home,CON,-21.0,0,1.6,0,0,,0,0,,0,0,,0,0,0,0,1,1,2,0,0,-0.3
Awak Kuier,2021,10,2021-08-26,20.0,DAL,away,WAS,5.0,0,22.6,4,10,0.4,1,4,0.25,0,0,,2,3,5,1,1,0,1,2,9,5.8
Awak Kuier,2021,11,2021-08-28,20.0,DAL,away,WAS,-1.0,0,17.9,0,2,0.0,0,0,,2,2,1.0,0,3,3,1,0,0,3,2,2,-1.6
Awak Kuier,2021,12,2021-09-05,20.0,DAL,home,ATL,-5.0,0,12.6,0,5,0.0,0,2,0.0,0,0,,1,5,6,1,0,1,3,2,0,-3.7
