team,year,month,day,home_away,opp,win_loss,team_score,opp_score,advanced_ortg,advanced_drtg,advanced_pace,advanced_ftr,advanced_3par,advanced_ts_pct,advanced_trb_pct,advanced_ast_pct,advanced_stl_pct,advanced_blk_pct,offensive_four_factors_efg_pct,offensive_four_factors_tov_pct,offensive_four_factors_orb_pct,offensive_four_factors_ft_per_fga,defensive_four_factors_efg_pct,defensive_four_factors_tov_pct,defensive_four_factors_drb_pct,defensive_four_factors_ft_per_fga
DAL,2024,6,20,1,CHI,2,72,83,93.5,107.7,77.0,0.308,0.4,0.488,47.3,69.6,11.7,5.3,0.423,16.9,26.3,0.262,0.486,14.3,69.4,0.232
DAL,2024,6,22,1,WAS,2,69,97,82.6,116.1,83.5,0.242,0.364,0.472,48.0,76.9,7.2,11.4,0.432,22.3,22.0,0.182,0.564,14.2,79.4,0.257
DAL,2024,6,23,1,WAS,2,84,92,109.9,120.4,76.4,0.294,0.412,0.547,59.4,60.7,7.8,2.8,0.493,15.4,35.1,0.25,0.603,14.5,87.5,0.254
DAL,2024,6,27,1,MIN,1,94,88,122.4,114.5,76.8,0.211,0.197,0.566,50.7,56.8,11.7,0.0,0.546,10.7,35.9,0.145,0.55,14.6,68.8,0.157
DAL,2024,6,29,1,SEA,2,76,97,92.5,118.0,82.2,0.2,0.257,0.499,47.8,56.3,14.6,4.2,0.5,19.1,24.2,0.086,0.531,15.2,70.6,0.431
DAL,2024,7,1,1,SEA,2,71,95,90.7,121.3,78.3,0.306,0.274,0.505,48.4,69.2,14.0,4.3,0.452,17.6,26.7,0.242,0.507,14.5,67.6,0.324
DAL,2024,7,3,1,PHO,2,96,104,125.4,135.9,76.5,0.507,0.254,0.586,58.6,60.6,7.8,4.8,0.53,10.9,40.6,0.373,0.638,10.7,80.8,0.323
DAL,2024,7,5,1,ATL,1,85,82,96.3,92.9,88.2,0.319,0.304,0.54,47.4,67.7,18.1,9.1,0.5,18.6,22.6,0.232,0.574,28.8,76.9,0.197
DAL,2024,7,7,1,LVA,2,85,104,100.4,122.9,84.7,0.171,0.263,0.52,48.1,54.3,7.1,8.9,0.5,13.7,23.1,0.118,0.543,9.2,73.7,0.198
DAL,2024,7,10,1,PHO,2,84,100,110.7,131.8,75.9,0.281,0.297,0.584,54.2,78.1,6.6,2.5,0.555,16.3,28.0,0.203,0.664,13.5,82.6,0.311
DAL,2024,7,13,1,LAS,2,81,87,99.7,107.1,81.2,0.254,0.225,0.513,53.2,58.1,7.4,14.3,0.472,16.9,29.4,0.197,0.543,13.6,82.1,0.157
DAL,2024,7,17,1,IND,1,101,93,118.4,109.0,85.3,0.237,0.263,0.602,45.3,71.8,11.7,8.7,0.572,10.6,18.8,0.184,0.577,17.8,71.9,0.155
DAL,2024,8,16,1,CON,2,91,109,106.0,127.0,85.8,0.485,0.364,0.568,58.1,65.5,14.0,8.7,0.515,20.0,39.5,0.348,0.659,16.1,87.5,0.333
DAL,2024,8,20,1,NYL,2,74,94,90.1,114.5,82.1,0.348,0.318,0.486,37.3,80.0,8.5,4.3,0.447,19.1,21.4,0.227,0.514,15.1,57.6,0.243
DAL,2024,8,22,1,NYL,2,71,79,91.0,101.3,78.0,0.188,0.188,0.475,45.2,56.7,5.1,12.5,0.449,15.8,21.6,0.13,0.396,10.3,63.8,0.234
DAL,2024,8,25,1,LAS,1,113,110,136.7,133.0,82.7,0.382,0.289,0.637,61.8,52.5,10.9,4.9,0.579,9.2,41.9,0.329,0.692,14.5,87.5,0.308
DAL,2024,8,27,1,LVA,1,93,90,119.4,115.5,77.9,0.253,0.28,0.558,60.6,61.1,5.1,9.3,0.52,11.7,37.1,0.2,0.54,9.6,87.1,0.371
DAL,2024,8,30,1,MIN,1,94,76,115.7,93.6,81.2,0.133,0.217,0.535,54.3,52.5,12.3,9.1,0.524,8.3,28.9,0.084,0.471,16.0,84.4,0.176
DAL,2024,9,1,1,IND,2,93,100,106.2,114.2,87.6,0.365,0.419,0.541,47.2,75.9,9.1,4.2,0.48,13.1,21.6,0.297,0.607,20.5,74.3,0.214
DAL,2024,9,3,1,WAS,2,86,90,111.4,116.5,77.2,0.361,0.25,0.515,57.1,71.0,3.9,14.9,0.458,13.5,43.2,0.278,0.481,9.6,70.0,0.208
DAL,2024,9,6,1,ATL,2,96,107,112.8,125.8,75.6,0.31,0.282,0.595,47.1,74.3,5.9,5.7,0.549,18.2,30.3,0.254,0.551,8.9,62.2,0.269
DAL,2024,9,8,1,CHI,2,77,92,94.9,113.4,81.1,0.257,0.203,0.467,47.2,70.0,7.4,7.0,0.426,14.5,30.2,0.189,0.536,13.0,72.4,0.243
DAL,2024,9,10,1,NYL,2,91,105,110.8,127.8,82.2,0.264,0.333,0.566,48.3,70.6,3.7,9.8,0.514,12.0,16.7,0.236,0.657,12.6,82.1,0.186
DAL,2024,9,12,1,NYL,2,67,99,82.9,122.5,80.8,0.225,0.254,0.429,45.2,65.4,5.0,5.1,0.394,16.1,22.0,0.155,0.565,11.1,75.0,0.304
DAL,2024,9,13,1,SEA,2,81,83,93.9,96.2,86.2,0.244,0.231,0.469,56.8,66.7,10.4,5.7,0.41,17.2,35.7,0.218,0.493,16.9,84.4,0.135
DAL,2024,9,15,1,IND,2,109,110,136.5,137.7,79.8,0.203,0.324,0.676,55.9,66.7,8.8,7.1,0.642,13.9,40.7,0.189,0.605,9.6,68.8,0.237
DAL,2024,9,19,1,LVA,2,84,98,103.4,120.6,81.2,0.271,0.286,0.536,46.5,56.7,8.6,5.3,0.493,14.2,20.0,0.214,0.567,11.8,72.2,0.173
IND,2024,5,14,1,CON,2,71,92,88.6,114.8,80.1,0.38,0.4,0.608,48.3,66.7,7.5,11.1,0.56,30.0,15.4,0.3,0.553,16.3,75.0,0.288
IND,2024,5,16,1,NYL,2,66,102,86.6,133.9,76.2,0.367,0.317,0.474,39.4,59.1,6.6,7.8,0.408,15.7,20.6,0.283,0.513,10.2,59.4,0.282
IND,2024,5,18,1,NYL,2,80,91,95.9,109.1,83.4,0.075,0.325,0.484,51.5,66.7,10.8,9.4,0.469,15.4,27.8,0.063,0.602,22.0,80.0,0.219
IND,2024,5,20,1,CON,2,84,88,111.7,117.0,75.2,0.188,0.29,0.562,52.2,60.6,5.3,12.7,0.522,18.5,41.9,0.174,0.432,8.4,60.5,0.324
IND,2024,5,22,1,SEA,2,83,85,110.6,113.2,75.1,0.25,0.306,0.519,49.4,58.1,6.7,12.9,0.472,12.1,35.1,0.208,0.451,8.4,61.4,0.134
IND,2024,5,24,1,LAS,1,78,73,96.4,90.2,80.9,0.246,0.362,0.51,47.8,75.9,11.1,5.7,0.471,11.6,13.5,0.188,0.466,20.9,90.0,0.305
IND,2024,5,25,1,LVA,2,80,99,99.1,122.6,80.7,0.186,0.386,0.528,50.0,66.7,5.0,7.9,0.5,13.7,16.7,0.143,0.568,9.0,83.3,0.219
IND,2024,5,28,1,LAS,2,82,88,102.2,109.7,80.2,0.368,0.441,0.519,48.3,65.4,15.0,20.0,0.456,15.1,25.7,0.294,0.604,22.0,82.6,0.453
IND,2024,5,30,1,SEA,2,88,103,107.9,126.3,81.6,0.314,0.357,0.552,52.9,72.4,2.5,7.1,0.486,14.0,26.3,0.286,0.613,7.9,86.7,0.147
IND,2024,6,1,1,CHI,1,71,70,92.9,91.6,76.4,0.232,0.362,0.467,43.4,70.4,7.9,8.8,0.435,12.6,22.5,0.159,0.42,16.3,66.7,0.174
IND,2024,6,2,1,NYL,2,68,104,85.7,131.1,79.3,0.151,0.384,0.437,41.8,66.7,7.6,2.4,0.418,13.4,21.4,0.096,0.659,14.8,76.0,0.258
IND,2024,6,7,1,WAS,1,85,83,106.9,104.4,79.5,0.274,0.565,0.612,44.1,75.0,11.3,5.3,0.581,17.8,14.7,0.21,0.521,16.2,73.5,0.111
IND,2024,6,10,1,CON,2,72,89,100.7,124.5,71.5,0.306,0.387,0.512,38.8,76.0,7.0,6.3,0.476,13.5,19.4,0.21,0.523,11.7,61.3,0.323
IND,2024,6,13,1,ATL,1,91,84,118.6,109.5,76.7,0.264,0.361,0.566,52.3,56.3,7.8,14.0,0.507,14.8,34.4,0.25,0.485,12.5,69.7,0.284
IND,2024,6,16,1,CHI,1,91,83,118.7,108.3,76.7,0.306,0.29,0.647,54.3,65.7,1.3,15.9,0.629,17.6,28.6,0.21,0.438,5.4,71.4,0.148
IND,2024,6,19,1,WAS,1,88,81,114.4,105.3,76.9,0.377,0.377,0.619,54.4,67.7,9.1,8.3,0.574,12.3,17.2,0.295,0.493,12.6,82.1,0.171
IND,2024,6,21,1,ATL,1,91,79,114.2,99.2,79.7,0.169,0.323,0.651,53.8,64.9,6.3,14.9,0.654,16.7,17.9,0.092,0.369,12.0,81.1,0.477
IND,2024,6,23,1,CHI,2,87,88,105.7,106.9,82.3,0.203,0.435,0.579,39.7,87.5,10.9,8.9,0.558,10.7,3.1,0.145,0.532,16.5,77.4,0.355
IND,2024,6,27,1,SEA,2,77,89,98.6,113.9,78.1,0.277,0.292,0.528,62.0,72.4,5.1,8.9,0.508,21.5,38.9,0.169,0.529,9.4,85.7,0.214
IND,2024,6,30,1,PHO,1,88,82,109.1,101.6,80.7,0.492,0.444,0.574,60.0,71.4,6.2,5.0,0.508,15.4,29.0,0.381,0.456,13.3,84.6,0.294
IND,2024,7,2,1,LVA,2,69,88,85.3,108.8,80.9,0.169,0.338,0.417,53.7,67.9,6.2,8.7,0.403,15.3,29.5,0.091,0.514,11.3,81.6,0.211
IND,2024,7,6,1,NYL,1,83,78,109.4,102.8,75.8,0.209,0.358,0.567,56.9,62.5,7.9,6.9,0.53,12.0,23.3,0.179,0.479,10.3,81.0,0.141
IND,2024,7,10,1,WAS,2,84,89,99.0,104.9,84.8,0.293,0.431,0.641,48.3,58.1,10.6,12.7,0.603,24.3,8.7,0.241,0.487,16.1,73.0,0.213
IND,2024,7,12,1,PHO,1,95,86,114.4,103.6,83.0,0.173,0.383,0.545,58.3,59.0,9.6,14.6,0.519,15.5,39.5,0.136,0.486,12.1,79.4,0.257
IND,2024,7,14,1,MIN,1,81,74,109.7,100.2,73.8,0.171,0.414,0.538,50.0,61.3,8.1,12.8,0.5,13.7,30.3,0.157,0.464,15.8,68.6,0.129
IND,2024,7,17,1,DAL,2,93,101,109.0,118.4,85.3,0.239,0.352,0.593,54.7,68.4,2.3,12.5,0.577,17.8,28.1,0.155,0.572,10.6,81.3,0.184
IND,2024,8,16,1,PHO,1,98,89,122.4,111.1,80.1,0.23,0.486,0.601,55.7,67.6,5.0,16.7,0.554,10.9,22.2,0.216,0.533,13.2,91.2,0.417
IND,2024,8,18,1,SEA,1,92,75,112.5,91.7,81.7,0.192,0.425,0.581,57.3,64.7,7.3,9.8,0.568,12.2,25.0,0.123,0.438,13.2,87.2,0.167
IND,2024,8,24,1,MIN,2,80,90,107.7,121.1,74.3,0.105,0.382,0.503,59.7,48.5,6.7,2.6,0.48,15.9,44.1,0.092,0.592,11.9,75.8,0.2
IND,2024,8,26,1,ATL,1,84,79,105.1,98.8,79.9,0.197,0.355,0.508,53.1,58.1,10.0,6.8,0.474,13.6,28.2,0.158,0.438,11.0,76.2,0.205
IND,2024,8,28,1,CON,1,84,80,104.0,99.0,80.7,0.167,0.455,0.593,56.5,64.5,6.2,11.9,0.568,21.1,25.8,0.136,0.515,16.0,87.1,0.182
IND,2024,8,30,1,CHI,1,100,81,124.0,100.4,80.7,0.439,0.439,0.635,42.5,81.3,11.2,10.6,0.583,12.3,14.7,0.348,0.465,13.8,66.7,0.194
IND,2024,9,1,1,DAL,1,100,93,114.2,106.2,87.6,0.243,0.314,0.645,52.8,64.9,8.0,20.9,0.607,20.5,25.7,0.214,0.48,13.1,78.4,0.297
IND,2024,9,4,1,LAS,1,93,86,107.6,99.5,86.5,0.358,0.328,0.6,58.8,54.5,5.8,8.0,0.545,18.8,26.7,0.299,0.468,12.4,84.2,0.182
IND,2024,9,6,1,MIN,2,88,99,110.4,124.2,79.7,0.173,0.387,0.545,49.3,59.4,3.8,7.3,0.513,14.8,30.8,0.147,0.541,9.7,70.6,0.274
IND,2024,9,8,1,ATL,1,104,100,117.6,113.1,78.6,0.368,0.368,0.658,49.3,62.2,5.7,5.9,0.618,17.7,23.3,0.294,0.463,7.3,66.7,0.138
IND,2024,9,11,1,LVA,2,75,86,93.1,106.7,80.6,0.219,0.356,0.469,50.0,51.7,5.0,6.3,0.445,14.9,20.0,0.137,0.514,9.4,81.8,0.2
IND,2024,9,13,1,LVA,2,74,78,88.9,93.7,83.2,0.323,0.371,0.523,53.0,60.7,6.0,5.0,0.508,17.5,9.1,0.177,0.464,10.4,97.0,0.186
IND,2024,9,15,1,DAL,1,110,109,137.7,136.5,79.8,0.276,0.447,0.645,44.1,55.3,6.3,8.0,0.605,9.6,31.3,0.237,0.642,13.9,59.3,0.189
IND,2024,9,19,1,WAS,2,91,92,110.7,112.0,82.2,0.234,0.313,0.644,51.6,82.4,11.0,0.0,0.609,18.5,12.0,0.203,0.549,15.3,78.4,0.197
LAS,2024,5,15,1,ATL,2,81,92,100.4,114.0,80.7,0.306,0.431,0.496,50.7,85.7,9.9,4.0,0.472,11.9,22.9,0.181,0.567,14.7,79.4,0.239
LAS,2024,5,18,1,LVA,2,82,89,99.5,108.0,82.4,0.227,0.212,0.565,47.7,47.1,13.4,11.9,0.553,19.0,11.1,0.136,0.514,13.0,73.7,0.192
LAS,2024,5,21,1,WAS,1,70,68,89.5,87.0,78.2,0.273,0.382,0.568,54.1,80.8,10.2,12.8,0.545,28.0,20.0,0.182,0.484,20.7,77.8,0.094
LAS,2024,5,24,1,IND,2,73,78,90.2,96.4,80.9,0.356,0.407,0.535,52.2,72.0,6.2,6.8,0.466,20.9,10.0,0.305,0.471,11.6,86.5,0.188
LAS,2024,5,26,1,DAL,2,83,84,108.1,109.4,76.7,0.276,0.276,0.487,45.7,70.0,1.3,6.3,0.434,8.6,26.3,0.224,0.434,6.5,62.8,0.237
LAS,2024,5,28,1,IND,1,88,82,109.7,102.2,80.2,0.623,0.434,0.652,51.7,68.0,11.2,13.2,0.604,22.0,17.4,0.453,0.456,15.1,74.3,0.294
LAS,2024,5,30,1,CHI,2,73,83,91.0,103.5,80.2,0.483,0.35,0.502,48.5,70.8,11.2,3.6,0.433,19.8,24.1,0.35,0.473,14.6,66.7,0.16
LAS,2024,6,2,1,PHO,2,68,87,87.4,111.8,77.8,0.25,0.383,0.511,47.6,75.0,6.4,5.4,0.475,21.3,18.8,0.183,0.53,15.8,77.4,0.258
LAS,2024,6,5,1,MIN,2,62,86,78.0,108.2,79.5,0.234,0.364,0.365,54.3,75.0,7.6,7.1,0.286,15.9,34.7,0.234,0.562,16.3,84.4,0.2
LAS,2024,6,7,1,DAL,1,81,72,100.4,89.2,80.7,0.214,0.286,0.529,50.7,69.7,11.2,7.1,0.507,15.5,23.5,0.143,0.411,15.1,75.7,0.164
LAS,2024,6,9,1,LVA,1,96,92,121.2,116.1,79.2,0.4,0.385,0.628,61.0,65.6,3.8,14.3,0.569,16.4,29.6,0.338,0.522,7.1,87.5,0.309
LAS,2024,6,11,1,SEA,2,79,95,100.1,120.4,78.9,0.348,0.29,0.496,42.3,70.4,7.6,10.5,0.435,12.1,23.8,0.275,0.519,9.4,63.9,0.165
LAS,2024,6,14,1,MIN,2,76,81,93.8,99.9,81.1,0.281,0.313,0.528,54.8,82.1,13.6,2.6,0.477,22.6,25.8,0.234,0.541,19.8,83.9,0.246
LAS,2024,6,16,1,ATL,2,74,87,96.4,113.3,76.7,0.265,0.368,0.487,46.5,75.0,7.8,3.8,0.412,13.6,22.2,0.265,0.485,11.2,71.4,0.309
LAS,2024,6,18,1,CON,2,70,79,94.9,107.1,73.7,0.346,0.327,0.584,49.1,73.1,9.5,3.6,0.558,26.9,16.7,0.231,0.554,12.6,75.9,0.108
LAS,2024,6,20,1,NYL,2,80,93,100.2,116.5,79.8,0.306,0.306,0.569,53.1,58.1,10.0,2.8,0.556,16.6,16.1,0.177,0.587,12.7,87.9,0.174
LAS,2024,6,22,1,NYL,2,88,98,112.8,125.6,78.0,0.382,0.397,0.554,42.9,75.9,12.8,3.1,0.485,11.2,21.6,0.324,0.662,16.3,73.1,0.118
LAS,2024,6,28,1,PHO,2,78,92,99.0,116.8,78.7,0.238,0.333,0.56,37.1,82.8,12.7,10.4,0.54,17.7,13.3,0.159,0.558,15.9,59.4,0.217
LAS,2024,7,2,1,WAS,2,80,82,106.9,109.6,74.8,0.3,0.5,0.589,50.0,78.6,6.7,2.4,0.575,17.1,21.2,0.183,0.567,14.4,80.6,0.09
LAS,2024,7,5,1,LVA,1,98,93,113.6,107.8,76.7,0.372,0.36,0.49,47.6,71.9,7.0,7.0,0.436,2.9,21.6,0.267,0.545,12.5,90.3,0.299
LAS,2024,7,7,1,PHO,2,78,84,99.6,107.3,78.2,0.253,0.32,0.468,43.3,86.2,7.7,5.3,0.42,9.7,24.4,0.2,0.517,18.3,73.1,0.39
LAS,2024,7,9,1,MIN,2,67,82,89.6,109.7,74.7,0.339,0.357,0.521,51.8,73.9,4.0,10.6,0.438,21.9,14.8,0.321,0.562,11.5,86.2,0.138
LAS,2024,7,13,1,DAL,1,87,81,107.1,99.7,81.2,0.2,0.2,0.571,46.8,68.6,13.5,7.3,0.543,13.6,17.9,0.157,0.472,16.9,70.6,0.197
LAS,2024,7,16,1,SEA,2,83,89,106.2,113.9,78.2,0.319,0.377,0.527,51.4,71.4,6.4,6.7,0.478,16.0,34.3,0.246,0.507,14.1,67.6,0.294
LAS,2024,8,15,1,NYL,2,68,103,81.8,123.8,83.2,0.313,0.281,0.467,43.3,69.6,7.2,9.3,0.406,21.6,18.4,0.25,0.637,14.2,75.9,0.137
LAS,2024,8,17,1,CHI,2,86,90,107.2,112.2,80.2,0.351,0.365,0.503,44.0,79.3,7.5,6.3,0.453,8.6,25.0,0.257,0.514,12.7,65.7,0.222
LAS,2024,8,18,1,LVA,2,71,87,81.5,99.9,87.1,0.339,0.371,0.498,50.0,64.0,11.5,9.3,0.452,22.8,8.6,0.242,0.557,19.3,96.8,0.311
LAS,2024,8,20,1,CON,2,61,69,76.4,86.4,79.9,0.152,0.288,0.433,53.8,57.7,10.0,10.5,0.409,23.0,23.5,0.106,0.418,11.1,77.3,0.11
LAS,2024,8,23,1,WAS,2,74,80,86.5,93.5,85.6,0.2,0.36,0.453,50.7,64.3,14.0,6.0,0.413,18.1,22.2,0.16,0.486,15.0,78.4,0.123
LAS,2024,8,25,1,DAL,2,110,113,133.0,136.7,82.7,0.4,0.369,0.72,38.2,74.4,6.0,9.3,0.692,14.5,12.5,0.308,0.579,9.2,58.1,0.329
LAS,2024,8,28,1,NYL,1,94,88,115.5,108.1,81.4,0.324,0.309,0.605,46.7,68.6,14.7,11.4,0.574,11.4,16.7,0.235,0.587,21.0,76.7,0.222
LAS,2024,9,1,1,ATL,2,62,80,88.6,114.3,70.0,0.29,0.339,0.443,42.5,60.9,7.1,3.8,0.395,11.4,19.4,0.21,0.507,10.6,64.9,0.129
LAS,2024,9,4,1,IND,2,86,93,99.5,107.6,86.5,0.221,0.351,0.509,41.2,54.8,10.4,6.7,0.468,12.4,15.8,0.182,0.545,18.8,73.3,0.299
LAS,2024,9,6,1,CHI,2,78,92,98.0,115.6,79.6,0.303,0.303,0.521,42.6,79.3,11.3,7.4,0.477,14.8,17.6,0.227,0.564,14.6,74.1,0.186
LAS,2024,9,8,1,CON,2,67,79,87.7,103.4,76.4,0.37,0.259,0.533,45.9,68.2,6.5,3.9,0.472,23.2,13.8,0.296,0.507,12.6,75.0,0.13
LAS,2024,9,10,1,CON,2,66,86,83.9,109.3,78.7,0.179,0.284,0.457,45.0,73.1,11.4,0.0,0.433,17.2,14.3,0.119,0.597,16.0,88.0,0.194
LAS,2024,9,11,1,SEA,2,82,90,104.4,114.5,78.6,0.231,0.262,0.573,58.5,65.6,6.4,5.9,0.546,15.4,20.0,0.169,0.514,7.1,91.4,0.257
LAS,2024,9,15,1,SEA,2,87,90,107.2,110.9,81.2,0.274,0.219,0.532,52.9,54.5,16.0,2.0,0.473,16.4,38.2,0.247,0.5,15.7,67.6,0.268
LAS,2024,9,17,1,PHO,2,81,85,107.2,112.5,75.5,0.241,0.398,0.441,66.2,57.1,6.6,8.3,0.392,16.4,56.1,0.193,0.523,12.0,78.8,0.281
LAS,2024,9,19,1,MIN,1,68,51,92.9,69.7,73.2,0.153,0.525,0.54,56.3,72.0,6.8,12.1,0.508,22.2,18.5,0.136,0.348,21.2,83.8,0.214
MIN,2024,5,14,1,SEA,1,83,70,96.7,81.5,85.8,0.12,0.32,0.526,47.6,67.6,17.5,11.6,0.5,17.7,19.4,0.107,0.378,16.8,69.6,0.141
MIN,2024,5,17,1,SEA,1,102,93,98.3,89.6,83.1,0.316,0.38,0.567,50.0,77.1,17.3,17.2,0.525,23.1,23.3,0.241,0.429,20.9,78.0,0.333
MIN,2024,5,23,1,CON,2,82,83,94.5,95.6,77.2,0.294,0.309,0.534,52.4,69.7,12.7,8.9,0.515,18.1,18.2,0.176,0.485,17.3,90.0,0.269
MIN,2024,5,25,1,NYL,1,84,67,110.6,88.3,75.9,0.09,0.418,0.603,53.8,81.3,10.5,17.9,0.582,18.7,27.6,0.09,0.434,18.1,75.0,0.118
MIN,2024,5,26,1,ATL,1,92,79,124.6,107.0,73.8,0.371,0.468,0.638,49.2,74.2,9.5,8.7,0.605,12.2,18.5,0.274,0.5,11.9,72.2,0.162
MIN,2024,5,29,1,LVA,2,66,80,85.3,103.4,77.3,0.154,0.369,0.476,46.8,75.0,10.3,11.1,0.431,18.7,21.1,0.154,0.486,15.2,71.8,0.139
MIN,2024,5,31,1,PHO,1,95,71,129.5,96.8,73.3,0.164,0.479,0.607,50.0,80.6,8.2,8.8,0.589,7.1,27.8,0.123,0.46,18.6,72.2,0.226
MIN,2024,6,2,1,DAL,1,87,76,105.6,92.2,82.4,0.239,0.268,0.554,44.3,71.9,18.2,11.1,0.507,16.0,27.8,0.211,0.492,26.0,68.0,0.185
MIN,2024,6,5,1,LAS,1,86,62,108.2,78.0,79.5,0.246,0.354,0.597,45.7,78.1,10.1,10.2,0.562,16.3,15.6,0.2,0.286,15.9,65.3,0.234
MIN,2024,6,7,1,PHO,2,80,81,99.9,101.1,80.1,0.153,0.472,0.521,48.0,85.7,6.2,11.4,0.493,14.5,19.4,0.125,0.479,15.2,74.4,0.2
MIN,2024,6,9,1,SEA,1,83,64,108.7,83.8,76.4,0.35,0.367,0.599,51.4,92.6,7.9,13.2,0.55,18.8,23.1,0.283,0.373,13.9,68.2,0.107
MIN,2024,6,11,1,LVA,1,100,86,126.5,108.8,79.1,0.254,0.403,0.671,44.4,91.9,11.4,12.9,0.664,10.8,11.8,0.164,0.532,15.0,82.8,0.323
MIN,2024,6,14,1,LAS,1,81,76,99.9,93.8,81.1,0.295,0.377,0.588,45.2,76.7,21.0,13.6,0.541,19.8,16.1,0.246,0.477,22.6,74.2,0.234
MIN,2024,6,17,1,DAL,1,90,78,119.7,103.8,75.2,0.358,0.284,0.58,45.2,80.0,14.6,8.9,0.5,8.3,25.0,0.343,0.527,17.7,66.7,0.014
MIN,2024,6,19,1,ATL,1,68,55,90.4,73.1,75.2,0.105,0.289,0.428,49.5,70.4,6.6,9.3,0.401,10.2,22.7,0.092,0.318,14.8,74.5,0.197
MIN,2024,6,22,1,PHO,1,73,60,90.7,74.5,80.5,0.29,0.355,0.522,58.7,69.2,6.2,10.0,0.484,17.7,17.2,0.21,0.358,14.1,84.8,0.095
MIN,2024,6,27,1,DAL,2,88,94,114.5,122.4,76.8,0.2,0.371,0.578,49.3,81.8,7.8,6.6,0.55,14.6,31.3,0.157,0.546,10.7,64.1,0.145
MIN,2024,6,30,1,CHI,1,70,62,85.0,75.3,82.3,0.277,0.369,0.48,47.6,92.0,13.4,14.1,0.431,19.8,17.6,0.215,0.335,13.7,68.0,0.085
MIN,2024,7,2,1,NYL,2,67,76,88.9,100.9,75.3,0.149,0.403,0.469,45.1,88.5,5.3,4.7,0.448,11.2,14.6,0.104,0.42,8.9,75.6,0.173
MIN,2024,7,4,1,CON,2,73,78,96.9,103.5,75.3,0.145,0.403,0.553,44.4,82.1,10.6,7.8,0.556,21.4,20.6,0.065,0.5,16.3,72.4,0.182
MIN,2024,7,6,1,WAS,1,74,67,99.2,89.8,74.6,0.2,0.4,0.486,54.3,74.1,12.1,9.4,0.457,14.6,33.3,0.143,0.475,21.5,80.6,0.167
MIN,2024,7,9,1,LAS,1,82,67,109.7,89.6,74.7,0.154,0.277,0.591,48.2,71.9,14.7,8.3,0.562,11.5,13.8,0.138,0.438,21.9,85.2,0.321
MIN,2024,7,12,1,SEA,2,63,91,82.5,119.2,76.3,0.371,0.484,0.437,44.3,73.7,10.5,6.7,0.363,17.2,21.6,0.29,0.528,12.3,69.7,0.225
MIN,2024,7,14,1,IND,2,74,81,100.2,109.7,73.8,0.143,0.443,0.497,50.0,74.1,6.8,7.3,0.464,15.8,31.4,0.129,0.5,13.7,69.7,0.157
MIN,2024,7,17,1,ATL,1,86,79,111.3,102.2,77.2,0.307,0.4,0.505,49.2,86.2,12.9,4.5,0.46,7.6,28.2,0.227,0.534,19.0,80.8,0.271
MIN,2024,8,15,1,WAS,1,79,68,93.2,80.3,84.7,0.271,0.371,0.504,55.6,57.1,10.6,2.6,0.457,14.2,12.1,0.214,0.43,18.1,92.3,0.203
MIN,2024,8,17,1,WAS,1,99,83,123.8,103.8,80.0,0.313,0.328,0.68,55.4,70.3,13.8,2.7,0.664,17.1,25.9,0.219,0.558,19.5,82.8,0.267
MIN,2024,8,21,1,LVA,1,98,87,133.4,118.4,73.5,0.219,0.297,0.698,52.5,73.7,5.4,7.3,0.68,12.5,24.0,0.172,0.556,10.6,73.5,0.113
MIN,2024,8,23,1,LVA,1,87,74,109.7,93.3,79.2,0.295,0.426,0.631,68.5,71.0,15.1,5.3,0.59,21.6,30.4,0.246,0.518,21.7,96.8,0.263
MIN,2024,8,24,1,IND,1,90,80,121.1,107.7,74.3,0.308,0.415,0.61,40.3,81.8,10.8,8.5,0.592,11.9,24.2,0.2,0.48,15.9,55.9,0.092
MIN,2024,8,28,1,PHO,1,89,76,111.2,94.9,80.1,0.222,0.361,0.563,51.3,75.8,11.2,8.9,0.535,15.0,33.3,0.167,0.434,19.6,67.5,0.25
MIN,2024,8,30,1,DAL,2,76,94,93.6,115.7,81.2,0.191,0.515,0.515,45.7,74.1,4.9,7.7,0.471,16.0,15.6,0.176,0.524,8.3,71.1,0.084
MIN,2024,9,1,1,CHI,1,79,74,106.9,100.2,73.8,0.171,0.314,0.525,38.7,71.9,13.5,4.0,0.493,11.7,25.0,0.143,0.475,23.8,57.7,0.305
MIN,2024,9,6,1,IND,1,99,88,124.2,110.4,79.7,0.342,0.438,0.589,50.7,75.8,8.8,8.7,0.541,9.7,29.4,0.274,0.513,14.8,69.2,0.147
MIN,2024,9,8,1,WAS,1,78,71,99.7,90.8,78.2,0.258,0.364,0.531,52.1,70.4,9.0,2.6,0.462,17.9,20.6,0.258,0.493,16.4,79.5,0.029
MIN,2024,9,10,1,ATL,1,76,64,102.3,86.1,74.3,0.141,0.313,0.559,50.0,75.0,9.4,7.7,0.555,12.8,12.9,0.078,0.336,11.3,76.7,0.243
MIN,2024,9,13,1,CHI,1,83,66,107.6,85.5,77.2,0.137,0.356,0.536,53.4,75.8,10.4,7.8,0.507,11.4,21.9,0.123,0.397,13.7,78.0,0.176
MIN,2024,9,15,1,NYL,1,88,79,117.9,105.8,74.7,0.167,0.273,0.621,50.7,74.3,8.0,7.3,0.598,17.5,30.0,0.136,0.449,12.2,65.9,0.246
