team,g_num,year,month,day,home_away,opp,win_loss,team_score,opp_score,team_fg,team_fga,team_fg_pct,team_3p,team_3pa,team_3p_pct,team_ft,team_fta,team_ft_pct,team_orb,team_trb,team_ast,team_stl,team_blk,team_tov,team_pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_3p,opponent_3pa,opponent_3p_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf
DAL,2,2024,5,18,1,CHI,2,74,83,23,66,0.348,7,18,0.389,21,23,0.913,13,40,15,7,8,25,23,32,80,0.4,4,21,0.19,15,20,0.75,19,42,25,15,13,17,24
DAL,3,2024,5,21,2,ATL,2,78,83,30,70,0.429,2,16,0.125,16,20,0.8,11,35,17,6,6,14,20,30,72,0.417,7,22,0.318,16,22,0.727,13,36,17,9,3,12,20
DAL,4,2024,5,25,2,PHO,1,107,92,39,75,0.52,10,20,0.5,19,21,0.905,14,38,23,10,5,18,14,31,75,0.413,14,35,0.4,16,17,0.941,8,25,26,7,6,19,15
DAL,5,2024,5,26,2,LAS,1,84,83,32,76,0.421,2,12,0.167,18,24,0.75,16,44,22,5,6,6,17,30,76,0.395,6,21,0.286,17,21,0.81,10,37,21,1,4,8,18
DAL,6,2024,5,31,2,CON,2,72,74,32,62,0.516,6,16,0.375,2,4,0.5,7,30,21,3,4,14,22,29,60,0.483,2,10,0.2,14,24,0.583,9,28,22,8,2,10,12
DAL,7,2024,6,2,2,MIN,2,76,87,30,65,0.462,4,11,0.364,12,14,0.857,8,34,20,12,3,25,14,32,71,0.451,8,19,0.421,15,17,0.882,10,27,23,15,6,15,17
DAL,8,2024,6,5,1,LVA,2,81,95,28,74,0.378,5,25,0.2,20,22,0.909,14,40,18,5,4,13,20,34,70,0.486,9,28,0.321,18,20,0.9,8,33,20,10,5,12,18
DAL,9,2024,6,7,2,LAS,2,72,81,29,73,0.397,2,17,0.118,12,13,0.923,9,35,14,7,5,14,16,33,70,0.471,5,20,0.25,10,15,0.667,8,36,23,9,4,14,20
DAL,10,2024,6,9,1,PHO,2,90,97,37,78,0.474,6,23,0.261,10,14,0.714,9,36,25,9,3,21,21,37,80,0.463,9,33,0.273,14,19,0.737,9,29,25,9,5,20,19
DAL,11,2024,6,13,1,SEA,2,84,92,31,65,0.477,6,13,0.462,16,17,0.941,9,28,23,6,9,19,13,36,69,0.522,7,20,0.35,13,14,0.929,7,26,26,12,6,11,16
DAL,12,2024,6,15,1,CON,2,67,85,23,61,0.377,1,16,0.063,20,24,0.833,7,29,19,3,2,11,17,30,67,0.448,6,18,0.333,19,22,0.864,7,38,21,7,3,7,21
DAL,13,2024,6,17,2,MIN,2,78,90,35,73,0.479,7,17,0.412,1,3,0.333,10,34,24,5,3,16,17,30,67,0.448,7,19,0.368,23,24,0.958,8,28,24,11,5,7,8
DAL,14,2024,6,20,2,CHI,2,72,83,23,65,0.354,9,26,0.346,17,20,0.85,10,35,16,9,3,15,19,32,69,0.464,3,12,0.25,16,20,0.8,11,39,19,7,3,13,16
DAL,15,2024,6,22,2,WAS,2,69,97,26,66,0.394,5,24,0.208,12,16,0.75,9,36,20,6,5,21,21,34,70,0.486,11,26,0.423,18,20,0.9,7,39,26,9,0,13,19
DAL,16,2024,6,23,2,WAS,2,84,92,28,68,0.412,11,28,0.393,17,20,0.85,13,41,17,6,1,14,18,31,63,0.492,14,27,0.519,16,18,0.889,4,28,27,7,2,12,19
DAL,17,2024,6,27,1,MIN,1,94,88,37,76,0.487,9,15,0.6,11,16,0.688,14,36,21,9,0,10,11,33,70,0.471,11,26,0.423,11,14,0.786,10,35,27,6,4,13,17
DAL,18,2024,6,29,2,SEA,2,76,97,32,70,0.457,6,18,0.333,6,14,0.429,8,32,18,12,2,18,21,32,65,0.492,5,17,0.294,28,30,0.933,10,35,22,11,6,14,14
DAL,19,2024,7,1,2,SEA,2,71,95,26,62,0.419,4,17,0.235,15,19,0.789,8,31,18,11,2,15,19,32,71,0.451,8,25,0.32,23,27,0.852,11,33,22,11,3,14,17
DAL,20,2024,7,3,1,PHO,2,96,104,33,67,0.493,5,17,0.294,25,34,0.735,13,34,20,6,2,10,20,36,65,0.554,11,23,0.478,21,23,0.913,5,24,22,6,3,9,23
DAL,21,2024,7,5,1,ATL,1,85,82,31,69,0.449,7,21,0.333,16,22,0.727,7,27,21,16,5,18,16,34,61,0.557,2,6,0.333,12,19,0.632,6,30,23,8,6,28,21
DAL,22,2024,7,7,2,LVA,2,85,104,35,76,0.461,6,20,0.3,9,13,0.692,9,37,19,6,4,13,18,37,81,0.457,14,36,0.389,16,19,0.842,10,40,23,6,6,9,14
DAL,23,2024,7,10,2,PHO,2,84,100,32,64,0.5,7,19,0.368,13,18,0.722,7,26,25,5,1,14,18,36,61,0.59,9,21,0.429,19,22,0.864,4,22,24,8,6,11,19
DAL,24,2024,7,13,1,LAS,2,81,87,31,71,0.437,5,16,0.313,14,18,0.778,10,33,18,6,8,16,20,35,70,0.5,6,14,0.429,11,14,0.786,5,29,24,11,4,12,17
DAL,25,2024,7,17,1,IND,1,101,93,39,76,0.513,9,20,0.45,14,18,0.778,6,29,28,10,4,10,18,38,71,0.535,6,25,0.24,11,17,0.647,9,35,26,2,7,17,15
DAL,26,2024,8,16,1,CON,2,91,109,29,66,0.439,10,24,0.417,23,32,0.719,15,36,19,12,4,20,23,38,66,0.576,11,20,0.55,22,28,0.786,3,26,30,9,3,15,22
DAL,27,2024,8,20,2,NYL,2,74,94,25,66,0.379,9,21,0.429,15,23,0.652,9,28,20,7,2,18,21,34,74,0.459,8,28,0.286,18,24,0.75,14,47,25,7,2,15,19
DAL,28,2024,8,22,2,NYL,2,71,79,30,69,0.435,2,13,0.154,9,13,0.692,8,38,17,4,6,14,20,27,77,0.351,7,29,0.241,18,23,0.783,17,46,21,11,2,10,15
DAL,29,2024,8,25,1,LAS,1,113,110,40,76,0.526,8,22,0.364,25,29,0.862,13,34,21,9,2,9,19,39,65,0.6,12,24,0.5,20,26,0.769,3,21,29,5,5,13,20
DAL,30,2024,8,27,1,LVA,1,93,90,36,75,0.48,6,21,0.286,15,19,0.789,13,40,22,4,4,11,26,31,62,0.5,5,19,0.263,23,30,0.767,4,26,15,6,6,8,18
DAL,31,2024,8,30,1,MIN,1,94,76,40,83,0.482,7,18,0.389,7,11,0.636,11,38,21,10,3,8,13,27,68,0.397,10,35,0.286,12,13,0.923,5,32,20,4,5,14,14
DAL,32,2024,9,1,1,IND,2,93,100,29,74,0.392,13,31,0.419,22,27,0.815,8,34,22,8,2,13,18,37,70,0.529,11,22,0.5,15,17,0.882,9,38,24,7,9,20,21
DAL,33,2024,9,3,1,WAS,2,86,90,31,72,0.431,4,18,0.222,20,26,0.769,16,44,22,3,7,13,18,31,77,0.403,12,30,0.4,16,17,0.941,12,33,22,5,6,9,18
DAL,34,2024,9,6,2,ATL,2,96,107,35,71,0.493,8,20,0.4,18,22,0.818,10,33,26,5,3,18,24,39,78,0.5,8,25,0.32,21,32,0.656,14,37,24,7,3,9,18
DAL,35,2024,9,8,2,CHI,2,77,92,30,74,0.405,3,15,0.2,14,19,0.737,13,34,21,6,4,14,21,35,70,0.5,5,13,0.385,17,23,0.739,8,38,19,6,4,12,18
DAL,36,2024,9,10,1,NYL,2,91,105,34,72,0.472,6,24,0.25,17,19,0.895,5,28,24,3,4,11,13,38,70,0.543,16,29,0.552,13,14,0.929,5,30,33,5,3,11,20
DAL,37,2024,9,12,1,NYL,2,67,99,26,71,0.366,4,18,0.222,11,16,0.688,9,33,17,4,2,15,23,33,69,0.478,12,30,0.4,21,26,0.808,8,40,25,10,4,10,13
DAL,38,2024,9,13,1,SEA,2,81,83,30,78,0.385,4,18,0.222,17,19,0.895,15,42,20,9,3,18,12,34,74,0.459,5,21,0.238,10,10,1.0,5,32,23,11,4,16,14
DAL,39,2024,9,15,2,IND,2,109,110,42,74,0.568,11,24,0.458,14,15,0.933,11,33,28,7,3,13,23,38,76,0.5,16,34,0.471,18,21,0.857,10,26,21,5,4,9,16
DAL,40,2024,9,19,2,LVA,2,84,98,30,70,0.429,9,20,0.45,15,19,0.789,7,33,17,7,2,13,12,35,75,0.467,15,37,0.405,13,16,0.813,10,38,22,8,7,11,15
IND,1,2024,5,14,2,CON,2,71,92,24,50,0.48,8,20,0.4,15,19,0.789,4,28,16,6,5,25,21,32,66,0.485,9,21,0.429,19,25,0.76,8,30,20,11,1,15,22
IND,2,2024,5,16,1,NYL,2,66,102,22,60,0.367,5,19,0.263,17,22,0.773,7,26,13,5,4,13,20,36,78,0.462,8,27,0.296,22,23,0.957,13,40,22,8,8,10,17
IND,3,2024,5,18,2,NYL,2,80,91,33,80,0.413,9,26,0.346,5,6,0.833,10,34,22,9,3,15,16,31,64,0.484,15,32,0.469,14,16,0.875,6,32,21,9,6,20,14
IND,4,2024,5,20,1,CON,2,84,88,33,69,0.478,6,20,0.3,12,13,0.923,13,36,20,4,7,17,24,30,74,0.405,4,19,0.211,24,30,0.8,15,33,15,5,4,8,13
IND,5,2024,5,22,2,SEA,2,83,85,31,72,0.431,6,22,0.273,15,18,0.833,13,40,18,5,8,11,17,34,82,0.415,6,20,0.3,11,13,0.846,17,41,20,6,9,8,16
IND,6,2024,5,24,2,LAS,1,78,73,29,69,0.42,7,25,0.28,13,17,0.765,5,32,22,9,2,10,17,25,59,0.424,5,24,0.208,18,21,0.857,3,35,18,5,3,18,19
IND,7,2024,5,25,2,LVA,2,80,99,30,70,0.429,10,27,0.37,10,13,0.769,6,36,20,4,3,12,16,35,73,0.479,13,35,0.371,16,18,0.889,6,36,24,7,4,8,14
IND,8,2024,5,28,1,LAS,2,82,88,26,68,0.382,10,30,0.333,20,25,0.8,9,28,17,12,6,14,26,25,53,0.472,14,23,0.609,24,33,0.727,4,30,17,9,5,19,20
IND,9,2024,5,30,1,SEA,2,88,103,29,70,0.414,10,25,0.4,20,22,0.909,10,36,21,2,4,13,16,42,75,0.56,8,19,0.421,11,14,0.786,4,32,29,9,7,7,22
IND,10,2024,6,1,1,CHI,1,71,70,27,69,0.391,6,25,0.24,11,16,0.688,9,33,19,6,5,11,18,28,69,0.406,2,12,0.167,12,18,0.667,12,43,15,7,1,15,17
IND,11,2024,6,2,2,NYL,2,68,104,27,73,0.37,7,28,0.25,7,11,0.636,9,28,18,6,1,12,17,38,66,0.576,11,25,0.44,17,20,0.85,6,39,30,9,6,13,15
IND,12,2024,6,7,2,WAS,1,85,83,28,62,0.452,16,35,0.457,13,17,0.765,5,30,21,9,2,15,21,31,72,0.431,13,34,0.382,8,13,0.615,9,38,22,9,1,15,16
IND,13,2024,6,10,2,CON,2,72,89,25,62,0.403,9,24,0.375,13,19,0.684,7,26,19,5,3,11,18,30,65,0.462,8,17,0.471,21,24,0.875,12,41,22,9,3,10,19
IND,14,2024,6,13,1,ATL,1,91,84,32,72,0.444,9,26,0.346,18,19,0.947,11,34,18,6,6,14,16,28,67,0.418,9,24,0.375,19,23,0.826,10,31,20,6,3,11,19
IND,15,2024,6,16,1,CHI,1,91,83,35,62,0.565,8,18,0.444,13,19,0.684,8,38,23,1,11,15,17,33,81,0.407,5,12,0.417,12,14,0.857,12,32,20,8,2,5,21
IND,16,2024,6,19,1,WAS,1,88,81,31,61,0.508,8,23,0.348,18,23,0.783,5,37,21,7,3,10,16,29,70,0.414,11,34,0.324,12,15,0.8,7,31,26,6,4,11,16
IND,17,2024,6,21,2,ATL,1,91,79,37,65,0.569,11,21,0.524,6,11,0.545,5,35,24,5,7,14,22,22,65,0.338,4,18,0.222,31,35,0.886,7,30,18,8,2,11,16
IND,18,2024,6,23,2,CHI,2,87,88,32,69,0.464,13,30,0.433,10,14,0.714,1,25,28,9,4,9,25,31,62,0.5,4,17,0.235,22,32,0.688,7,38,25,4,1,15,18
IND,19,2024,6,27,2,SEA,2,77,89,29,65,0.446,8,19,0.421,11,18,0.611,14,44,21,4,4,20,16,32,70,0.457,10,25,0.4,15,17,0.882,5,27,27,14,5,8,16
IND,20,2024,6,30,2,PHO,1,88,82,28,63,0.444,8,28,0.286,24,31,0.774,9,42,20,5,2,14,24,27,68,0.397,8,28,0.286,20,24,0.833,6,28,18,9,1,12,25
IND,21,2024,7,2,2,LVA,2,69,88,28,77,0.364,6,26,0.231,7,13,0.538,13,44,19,5,4,15,18,32,71,0.451,9,25,0.36,15,17,0.882,7,38,24,7,7,10,15
IND,22,2024,7,6,1,NYL,1,83,78,32,67,0.478,7,24,0.292,12,14,0.857,7,41,20,6,2,10,15,29,71,0.408,10,42,0.238,10,16,0.625,8,31,20,7,1,9,11
IND,23,2024,7,10,1,WAS,2,84,89,31,58,0.534,8,25,0.32,14,17,0.824,2,29,18,9,7,21,21,33,75,0.44,7,20,0.35,16,19,0.842,10,31,23,8,3,16,18
IND,24,2024,7,12,1,PHO,1,95,86,39,81,0.481,6,31,0.194,11,14,0.786,15,42,23,8,6,16,16,29,70,0.414,10,29,0.345,18,23,0.783,7,30,18,7,6,11,15
IND,25,2024,7,14,2,MIN,1,81,74,31,70,0.443,8,29,0.276,11,12,0.917,10,34,19,6,5,12,11,27,70,0.386,11,31,0.355,9,10,0.9,11,34,20,5,3,14,16
IND,26,2024,7,17,2,DAL,2,93,101,38,71,0.535,6,25,0.24,11,17,0.647,9,35,26,2,7,17,15,39,76,0.513,9,20,0.45,14,18,0.778,6,29,28,10,4,10,18
IND,27,2024,8,16,1,PHO,1,98,89,34,74,0.459,14,36,0.389,16,17,0.941,8,39,23,4,4,10,17,25,60,0.417,14,36,0.389,25,28,0.893,3,31,16,7,3,11,17
IND,28,2024,8,18,1,SEA,1,92,75,34,73,0.466,15,31,0.484,9,14,0.643,9,43,22,6,5,11,15,28,72,0.389,7,21,0.333,12,16,0.75,5,32,15,6,6,12,12
IND,29,2024,8,24,2,MIN,2,80,90,33,76,0.434,7,29,0.241,7,8,0.875,15,40,16,5,1,15,16,33,65,0.508,11,27,0.407,13,20,0.65,8,27,27,8,4,10,14
IND,30,2024,8,26,2,ATL,1,84,79,31,76,0.408,10,27,0.37,12,15,0.8,11,43,18,8,3,13,18,27,73,0.37,10,29,0.345,15,18,0.833,10,38,18,5,5,10,14
IND,31,2024,8,28,1,CON,1,84,80,31,66,0.47,13,30,0.433,9,11,0.818,8,35,20,5,5,19,17,30,66,0.455,8,24,0.333,12,17,0.706,4,27,19,14,4,14,13
IND,32,2024,8,30,2,CHI,1,100,81,32,66,0.485,13,29,0.448,23,29,0.793,5,31,26,9,5,11,22,29,72,0.403,9,25,0.36,14,21,0.667,13,42,24,6,1,13,21
IND,33,2024,9,1,2,DAL,1,100,93,37,70,0.529,11,22,0.5,15,17,0.882,9,38,24,7,9,20,21,29,74,0.392,13,31,0.419,22,27,0.815,8,34,22,8,2,13,18
IND,34,2024,9,4,1,LAS,1,93,86,33,67,0.493,7,22,0.318,20,24,0.833,8,40,18,5,4,18,15,31,77,0.403,10,27,0.37,14,17,0.824,6,28,17,9,3,12,19
IND,35,2024,9,6,1,MIN,2,88,99,32,75,0.427,13,29,0.448,11,13,0.846,12,36,19,3,3,14,22,33,73,0.452,13,32,0.406,20,25,0.8,10,37,25,7,4,9,16
IND,36,2024,9,8,1,ATL,1,104,100,37,68,0.544,10,25,0.4,20,25,0.8,7,37,23,5,4,17,19,39,94,0.415,9,26,0.346,13,18,0.722,15,38,19,8,5,8,21
IND,37,2024,9,11,1,LVA,2,75,86,29,73,0.397,7,26,0.269,10,16,0.625,7,34,15,4,3,14,19,31,70,0.443,10,22,0.455,14,17,0.824,6,34,20,6,6,8,14
IND,38,2024,9,13,1,LVA,2,74,78,28,62,0.452,7,23,0.304,11,20,0.55,3,35,17,5,2,15,16,28,70,0.4,9,30,0.3,13,18,0.722,1,31,22,7,4,9,18
IND,39,2024,9,15,1,DAL,1,110,109,38,76,0.5,16,34,0.471,18,21,0.857,10,26,21,5,4,9,16,42,74,0.568,11,24,0.458,14,15,0.933,11,33,28,7,3,13,23
IND,40,2024,9,19,2,WAS,2,91,92,34,64,0.531,10,20,0.5,13,15,0.867,3,32,28,9,0,16,14,33,71,0.465,12,34,0.353,14,15,0.933,8,30,23,9,1,14,18
LAS,1,2024,5,15,1,ATL,2,81,92,28,72,0.389,12,31,0.387,13,22,0.591,8,35,24,8,2,11,17,34,67,0.507,8,17,0.471,16,19,0.842,7,34,20,8,9,13,20
LAS,2,2024,5,18,2,LVA,2,82,89,34,66,0.515,5,14,0.357,9,15,0.6,3,31,16,11,5,17,18,31,73,0.425,13,31,0.419,14,16,0.875,10,34,23,10,4,12,14
LAS,3,2024,5,21,1,WAS,1,70,68,26,55,0.473,8,21,0.381,10,15,0.667,5,33,21,8,5,24,19,27,64,0.422,8,25,0.32,6,11,0.545,8,28,21,13,3,18,16
LAS,4,2024,5,24,1,IND,2,73,78,25,59,0.424,5,24,0.208,18,21,0.857,3,35,18,5,3,18,19,29,69,0.42,7,25,0.28,13,17,0.765,5,32,22,9,2,10,17
LAS,5,2024,5,26,1,DAL,2,83,84,30,76,0.395,6,21,0.286,17,21,0.81,10,37,21,1,4,8,18,32,76,0.421,2,12,0.167,18,24,0.75,16,44,22,5,6,6,17
LAS,6,2024,5,28,2,IND,1,88,82,25,53,0.472,14,23,0.609,24,33,0.727,4,30,17,9,5,19,20,26,68,0.382,10,30,0.333,20,25,0.8,9,28,17,12,6,14,26
LAS,7,2024,5,30,2,CHI,2,73,83,24,60,0.4,4,21,0.19,21,29,0.724,7,33,17,9,2,18,15,32,75,0.427,7,19,0.368,12,16,0.75,13,35,27,13,7,14,26
LAS,8,2024,6,2,2,PHO,2,68,87,24,60,0.4,9,23,0.391,11,15,0.733,6,30,18,5,2,18,23,28,66,0.424,14,29,0.483,17,20,0.85,7,33,20,11,5,14,18
LAS,9,2024,6,5,1,MIN,2,62,86,20,77,0.26,4,28,0.143,18,18,1.0,17,44,15,6,3,16,20,32,65,0.492,9,23,0.391,13,16,0.813,5,37,25,8,5,14,18
LAS,10,2024,6,7,1,DAL,1,81,72,33,70,0.471,5,20,0.25,10,15,0.667,8,36,23,9,4,14,20,29,73,0.397,2,17,0.118,12,13,0.923,9,35,14,7,5,14,16
LAS,11,2024,6,9,1,LVA,1,96,92,32,65,0.492,10,25,0.4,22,26,0.846,8,36,21,3,6,15,24,30,68,0.441,11,26,0.423,21,24,0.875,4,23,17,7,6,6,16
LAS,12,2024,6,11,2,SEA,2,79,95,27,69,0.391,6,20,0.3,19,24,0.792,10,33,19,6,6,11,15,37,79,0.468,8,22,0.364,13,18,0.722,13,45,20,4,10,9,22
LAS,13,2024,6,14,2,MIN,2,76,81,28,64,0.438,5,20,0.25,15,18,0.833,8,34,23,11,1,21,18,30,61,0.492,6,23,0.261,15,18,0.833,5,28,23,17,6,17,17
LAS,14,2024,6,16,2,ATL,2,74,87,24,68,0.353,8,25,0.32,18,18,1.0,8,33,18,6,2,12,20,30,68,0.441,6,15,0.4,21,26,0.808,10,38,22,8,1,10,19
LAS,15,2024,6,18,2,CON,2,70,79,26,52,0.5,6,17,0.353,12,18,0.667,4,26,19,7,2,22,15,34,65,0.523,4,10,0.4,7,10,0.7,7,27,18,10,3,10,18
LAS,16,2024,6,20,2,NYL,2,80,93,31,62,0.5,7,19,0.368,11,19,0.579,5,34,18,8,1,14,18,34,69,0.493,13,33,0.394,12,15,0.8,4,30,29,7,3,11,15
LAS,17,2024,6,22,2,NYL,2,88,98,29,68,0.426,8,27,0.296,22,26,0.846,8,27,22,10,1,10,15,37,68,0.544,16,36,0.444,8,9,0.889,7,36,31,8,6,14,21
LAS,18,2024,6,28,2,PHO,2,78,92,29,63,0.46,10,21,0.476,10,15,0.667,4,23,24,10,5,15,21,35,69,0.507,7,21,0.333,15,23,0.652,13,39,19,9,6,15,17
LAS,19,2024,7,2,1,WAS,2,80,82,28,60,0.467,13,30,0.433,11,18,0.611,7,32,22,5,1,14,22,32,67,0.478,12,26,0.462,6,10,0.6,6,32,22,5,2,12,16
LAS,20,2024,7,5,1,LVA,1,98,93,32,86,0.372,11,31,0.355,23,32,0.719,11,39,23,6,3,3,16,32,67,0.478,9,24,0.375,20,22,0.909,3,43,24,1,8,11,29
LAS,21,2024,7,7,1,PHO,2,78,84,29,75,0.387,5,24,0.208,15,19,0.789,10,29,25,6,2,9,24,27,59,0.458,7,21,0.333,23,28,0.821,7,38,16,3,5,16,23
LAS,22,2024,7,9,1,MIN,2,67,82,23,56,0.411,3,20,0.15,18,19,0.947,4,29,17,3,5,18,20,32,65,0.492,9,18,0.5,9,10,0.9,4,27,23,11,3,9,22
LAS,23,2024,7,13,2,DAL,1,87,81,35,70,0.5,6,14,0.429,11,14,0.786,5,29,24,11,4,12,17,31,71,0.437,5,16,0.313,14,18,0.778,10,33,18,6,8,16,20
LAS,24,2024,7,16,1,SEA,2,83,89,28,69,0.406,10,26,0.385,17,22,0.773,12,37,20,5,3,15,23,31,68,0.456,7,23,0.304,20,26,0.769,12,35,21,11,6,13,17
LAS,25,2024,8,15,1,NYL,2,68,103,23,64,0.359,6,18,0.333,16,20,0.8,7,29,16,6,4,20,10,39,73,0.534,15,30,0.5,10,13,0.769,7,38,31,13,5,13,17
LAS,26,2024,8,17,1,CHI,2,86,90,29,74,0.392,9,27,0.333,19,26,0.731,10,33,23,6,4,8,23,35,72,0.486,4,9,0.444,16,24,0.667,12,42,20,4,5,12,19
LAS,27,2024,8,18,2,LVA,2,71,87,25,62,0.403,6,23,0.261,15,21,0.714,3,33,16,10,4,21,21,30,61,0.492,8,18,0.444,19,23,0.826,1,33,14,15,5,17,14
LAS,28,2024,8,20,2,CON,2,61,69,26,66,0.394,2,19,0.105,7,10,0.7,8,42,15,8,6,21,14,28,73,0.384,5,16,0.313,8,17,0.471,10,36,21,12,4,10,14
LAS,29,2024,8,23,2,WAS,2,74,80,28,75,0.373,6,27,0.222,12,15,0.8,8,37,18,12,3,18,11,33,73,0.452,5,23,0.217,9,14,0.643,8,36,23,13,5,14,13
LAS,30,2024,8,25,2,DAL,2,110,113,39,65,0.6,12,24,0.5,20,26,0.769,3,21,29,5,5,13,20,40,76,0.526,8,22,0.364,25,29,0.862,13,34,21,9,2,9,19
LAS,31,2024,8,28,1,NYL,1,94,88,35,68,0.515,8,21,0.381,16,22,0.727,5,28,24,12,4,10,16,32,63,0.508,10,28,0.357,14,19,0.737,7,32,25,4,5,19,22
LAS,32,2024,9,1,1,ATL,2,62,80,23,62,0.371,3,21,0.143,13,18,0.722,7,31,14,5,2,9,14,32,70,0.457,7,17,0.412,9,13,0.692,13,42,22,4,3,9,17
LAS,33,2024,9,4,2,IND,2,86,93,31,77,0.403,10,27,0.37,14,17,0.824,6,28,17,9,3,12,19,33,67,0.493,7,22,0.318,20,24,0.833,8,40,18,5,4,18,15
LAS,34,2024,9,6,2,CHI,2,78,92,29,66,0.439,5,20,0.25,15,20,0.75,6,26,23,9,4,13,18,36,70,0.514,7,16,0.438,13,14,0.929,7,35,24,9,5,13,18
LAS,35,2024,9,8,1,CON,2,67,79,22,54,0.407,7,14,0.5,16,20,0.8,4,28,15,5,2,19,20,32,69,0.464,6,18,0.333,9,16,0.563,8,33,22,9,5,11,16
LAS,36,2024,9,10,1,CON,2,66,86,26,67,0.388,6,19,0.316,8,12,0.667,5,27,19,9,0,15,14,33,62,0.532,8,21,0.381,12,14,0.857,3,33,24,8,7,13,17
LAS,37,2024,9,11,1,SEA,2,82,90,32,65,0.492,7,17,0.412,11,15,0.733,6,38,21,5,3,13,12,33,70,0.471,6,19,0.316,18,19,0.947,3,27,22,11,10,6,13
LAS,38,2024,9,15,2,SEA,2,87,90,33,73,0.452,3,16,0.188,18,20,0.9,13,36,18,13,1,16,16,33,71,0.465,5,22,0.227,19,22,0.864,11,32,19,13,3,15,17
LAS,39,2024,9,17,1,PHO,2,81,85,28,83,0.337,9,33,0.273,16,20,0.8,23,49,16,5,3,18,18,30,64,0.469,7,28,0.25,18,22,0.818,7,25,22,11,9,10,19
LAS,40,2024,9,19,2,MIN,1,68,51,25,59,0.424,10,31,0.323,8,9,0.889,5,36,18,5,4,18,12,16,56,0.286,7,23,0.304,12,16,0.75,6,28,11,8,2,17,11
MIN,1,2024,5,14,2,SEA,1,83,70,34,75,0.453,7,24,0.292,8,9,0.889,7,39,23,15,8,17,15,29,78,0.372,1,9,0.111,11,14,0.786,14,43,14,10,5,17,12
MIN,2,2024,5,17,1,SEA,1,102,93,35,79,0.443,13,30,0.433,19,25,0.76,10,42,27,18,10,27,23,31,78,0.397,5,20,0.25,26,29,0.897,9,42,19,20,8,24,25
MIN,3,2024,5,23,2,CON,2,82,83,33,68,0.485,4,21,0.19,12,20,0.6,6,33,23,11,5,17,19,30,67,0.448,5,11,0.455,18,21,0.857,3,30,17,10,2,16,17
MIN,4,2024,5,25,1,NYL,1,84,67,32,67,0.478,14,28,0.5,6,6,1.0,8,35,26,8,7,16,16,26,68,0.382,7,29,0.241,8,10,0.8,9,30,18,8,3,16,11
MIN,5,2024,5,26,2,ATL,1,92,79,31,62,0.5,13,29,0.448,17,23,0.739,5,31,23,7,4,10,17,31,68,0.456,6,22,0.273,11,14,0.786,10,32,23,9,1,10,15
MIN,6,2024,5,29,1,LVA,2,66,80,24,65,0.369,8,24,0.333,10,10,1.0,8,36,18,8,5,16,16,30,72,0.417,10,27,0.37,10,14,0.714,11,41,23,6,5,14,12
MIN,7,2024,5,31,1,PHO,1,95,71,36,73,0.493,14,35,0.4,9,12,0.75,10,36,29,6,3,6,15,24,62,0.387,9,28,0.321,14,18,0.778,10,36,16,6,2,16,14
MIN,8,2024,6,2,1,DAL,1,87,76,32,71,0.451,8,19,0.421,15,17,0.882,10,27,23,15,6,15,17,30,65,0.462,4,11,0.364,12,14,0.857,8,34,20,12,3,25,14
MIN,9,2024,6,5,2,LAS,1,86,62,32,65,0.492,9,23,0.391,13,16,0.813,5,37,25,8,5,14,18,20,77,0.26,4,28,0.143,18,18,1.0,17,44,15,6,3,16,20
MIN,10,2024,6,7,2,PHO,2,80,81,28,72,0.389,15,34,0.441,9,11,0.818,7,36,24,5,5,13,20,29,70,0.414,9,26,0.346,14,18,0.778,10,39,18,6,7,14,13
MIN,11,2024,6,9,1,SEA,1,83,64,27,60,0.45,12,22,0.545,17,21,0.81,6,36,25,6,7,16,18,26,75,0.347,4,22,0.182,8,13,0.615,14,34,12,9,9,13,17
MIN,12,2024,6,11,2,LVA,1,100,86,37,67,0.552,15,27,0.556,11,17,0.647,4,28,34,9,4,9,20,28,62,0.452,10,31,0.323,20,26,0.769,5,35,19,4,1,13,19
MIN,13,2024,6,14,1,LAS,1,81,76,30,61,0.492,6,23,0.261,15,18,0.833,5,28,23,17,6,17,17,28,64,0.438,5,20,0.25,15,18,0.833,8,34,23,11,1,21,18
MIN,14,2024,6,17,1,DAL,1,90,78,30,67,0.448,7,19,0.368,23,24,0.958,8,28,24,11,5,7,8,35,73,0.479,7,17,0.412,1,3,0.333,10,34,24,5,3,16,17
MIN,15,2024,6,19,1,ATL,1,68,55,27,76,0.355,7,22,0.318,7,8,0.875,10,45,19,5,4,9,17,19,66,0.288,4,23,0.174,13,20,0.65,12,46,16,4,9,13,12
MIN,16,2024,6,22,1,PHO,1,73,60,26,62,0.419,8,22,0.364,13,18,0.722,5,44,18,5,4,15,13,23,74,0.311,7,34,0.206,7,12,0.583,7,31,14,8,5,13,17
MIN,17,2024,6,27,2,DAL,2,88,94,33,70,0.471,11,26,0.423,11,14,0.786,10,35,27,6,4,13,17,37,76,0.487,9,15,0.6,11,16,0.688,14,36,21,9,0,10,11
