team,year,home_away,opp,win_loss,team_score,opp_score,team_fg,team_fga,team_fg_pct,team_3p,team_3pa,team_3p_pct,team_ft,team_fta,team_ft_pct,team_orb,team_trb,team_ast,team_stl,team_blk,team_tov,team_pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_3p,opponent_3pa,opponent_3p_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,day,month
CON,2022,@,WAS,L,63,71,22,60,.367,6,19,.316,13,18,.722,11,43,15,6,3,16,14,27,65,.415,6,19,.316,11,17,.647,5,30,21,8,6,10,15,19.0,6.0
CON,2022,,NYL,L,77,81,31,74,.419,5,15,.333,10,12,.833,8,34,16,4,2,10,12,31,69,.449,13,32,.406,6,8,.750,5,33,25,2,6,11,14,22.0,6.0
CON,2022,@,ATL,W,72,61,27,65,.415,2,20,.100,16,19,.842,10,40,18,8,2,20,19,21,63,.333,5,19,.263,14,18,.778,6,29,17,10,5,17,21,26.0,6.0
CON,2022,@,CHI,L,83,91,32,80,.400,6,19,.316,13,16,.813,15,31,22,15,3,4,14,32,54,.593,10,20,.500,17,17,1.000,5,33,28,3,6,22,14,29.0,6.0
CON,2022,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
CON,2022,,WAS,W,74,72,30,69,.435,6,18,.333,8,16,.500,6,38,17,11,7,17,18,27,69,.391,4,21,.190,14,20,.700,9,37,16,10,4,19,16,3.0,7.0
CON,2022,@,DAL,L,71,82,28,65,.431,4,20,.200,11,14,.786,4,29,20,4,4,13,15,32,71,.451,6,26,.231,12,17,.706,11,34,19,6,6,9,14,5.0,7.0
CON,2022,@,IND,W,89,81,31,67,.463,6,19,.316,21,24,.875,10,38,18,12,5,17,20,30,68,.441,6,21,.286,15,19,.789,7,26,21,9,1,16,21,13.0,7.0
CON,2022,@,ATL,W,93,68,30,67,.448,8,21,.381,25,32,.781,10,39,20,13,1,12,17,26,62,.419,2,13,.154,14,19,.737,4,30,20,5,2,18,21,15.0,7.0
CON,2022,,LVA,L,83,91,31,65,.477,7,18,.389,14,16,.875,10,41,19,4,1,22,21,31,74,.419,9,36,.250,20,24,.833,10,30,18,10,2,7,14,17.0,7.0
CON,2022,,NYL,W,82,63,30,61,.492,5,11,.455,17,24,.708,8,39,20,11,2,12,9,24,66,.364,9,27,.333,6,6,1.000,6,26,18,7,8,18,18,19.0,7.0
CON,2022,@,MIN,W,94,84,37,67,.552,10,21,.476,10,13,.769,4,22,27,9,2,9,16,34,62,.548,5,16,.313,11,13,.846,7,28,24,4,3,16,15,22.0,7.0
CON,2022,@,MIN,W,86,79,31,67,.463,8,20,.400,16,20,.800,13,40,22,10,2,18,15,30,70,.429,6,13,.462,13,14,.929,10,28,18,7,2,17,19,24.0,7.0
CON,2022,,SEA,W,88,83,32,66,.485,8,19,.421,16,18,.889,7,31,22,9,0,16,14,31,64,.484,9,19,.474,12,14,.857,8,28,18,9,4,15,18,28.0,7.0
CON,2022,,CHI,L,92,95,39,91,.429,4,15,.267,10,13,.769,16,41,25,11,1,15,19,37,67,.552,5,14,.357,16,17,.941,1,32,29,10,5,19,13,31.0,7.0
CON,2022,,PHO,W,87,63,34,74,.459,7,20,.350,12,17,.706,14,44,24,5,3,11,16,23,64,.359,6,27,.222,11,16,.688,9,33,13,7,6,18,19,2.0,8.0
CON,2022,,PHO,W,77,64,26,71,.366,6,19,.316,19,25,.760,21,54,14,10,2,18,17,23,69,.333,9,26,.346,9,12,.750,13,29,18,7,6,14,17,4.0,8.0
CON,2022,@,CHI,L,91,94,36,78,.462,5,13,.385,14,15,.933,11,34,27,7,0,13,18,37,65,.569,10,26,.385,10,11,.909,3,26,27,9,5,15,19,7.0,8.0
CON,2022,@,LAS,W,97,71,38,75,.507,8,19,.421,13,13,1.000,11,40,21,13,1,18,17,27,59,.458,6,15,.400,11,14,.786,1,23,15,13,3,20,15,9.0,8.0
CON,2022,@,LAS,W,93,69,34,68,.500,7,21,.333,18,24,.750,12,42,25,8,4,19,16,28,68,.412,5,18,.278,8,10,.800,7,24,16,6,2,17,22,11.0,8.0
CON,2022,,MIN,W,90,83,36,68,.529,5,14,.357,13,20,.650,8,36,24,7,4,9,13,32,70,.457,11,31,.355,8,10,.800,8,32,15,7,2,12,17,14.0,8.0
DAL,2022,,ATL,L,59,66,17,70,.243,4,19,.211,21,27,.778,11,39,9,12,7,17,19,20,63,.317,7,27,.259,19,22,.864,9,47,11,10,9,21,24,7.0,5.0
DAL,2022,@,WAS,W,94,86,31,65,.477,13,29,.448,19,23,.826,9,29,22,8,3,9,20,31,59,.525,13,25,.520,11,17,.647,7,32,23,6,3,18,19,13.0,5.0
DAL,2022,@,NYL,W,81,71,28,63,.444,9,20,.450,16,20,.800,8,33,16,6,2,14,19,29,60,.483,7,22,.318,6,11,.545,4,28,18,7,4,17,20,15.0,5.0
DAL,2022,,WAS,L,68,84,25,61,.410,7,21,.333,11,16,.688,4,27,16,6,2,14,12,34,66,.515,8,16,.500,8,11,.727,7,37,23,10,2,13,17,17.0,5.0
DAL,2022,@,PHO,W,94,84,34,72,.472,11,25,.440,15,17,.882,7,38,25,3,8,9,20,29,73,.397,5,24,.208,21,23,.913,7,33,14,3,3,4,18,19.0,5.0
DAL,2022,,MIN,W,94,78,34,73,.466,9,27,.333,17,20,.850,15,39,20,7,5,15,26,27,61,.443,5,11,.455,19,24,.792,4,24,20,7,7,13,14,21.0,5.0
DAL,2022,@,CON,W,85,77,28,70,.400,7,22,.318,22,24,.917,13,37,17,3,5,9,24,27,68,.397,3,13,.231,20,24,.833,11,33,24,3,3,10,19,24.0,5.0
DAL,2022,@,CON,L,68,99,24,65,.369,10,30,.333,10,12,.833,10,28,16,7,1,19,20,34,70,.486,6,21,.286,25,27,.926,16,42,24,12,2,13,13,26.0,5.0
DAL,2022,@,LAS,L,91,93,33,74,.446,11,27,.407,14,22,.636,12,35,17,10,0,9,24,36,56,.643,3,8,.375,18,25,.720,2,29,23,7,4,15,20,31.0,5.0
DAL,2022,@,SEA,W,68,51,26,66,.394,9,27,.333,7,11,.636,11,42,18,9,2,17,14,20,63,.317,5,29,.172,6,8,.750,8,31,17,6,7,16,16,3.0,6.0
DAL,2022,@,LVA,L,78,84,27,78,.346,11,42,.262,13,14,.929,19,50,18,2,2,17,23,30,71,.423,7,28,.250,17,21,.810,5,35,19,8,4,10,19,5.0,6.0
DAL,2022,,SEA,L,88,89,30,68,.441,7,17,.412,21,22,.955,5,26,20,9,2,14,17,37,67,.552,7,17,.412,8,13,.615,8,34,28,7,2,17,18,10.0,6.0
DAL,2022,,SEA,L,79,84,31,69,.449,6,17,.353,11,13,.846,14,39,18,7,4,19,17,29,62,.468,10,23,.435,16,18,.889,5,23,23,12,6,10,13,12.0,6.0
DAL,2022,,LVA,L,84,92,29,73,.397,10,29,.345,16,19,.842,11,40,20,2,3,11,20,35,71,.493,6,22,.273,16,23,.696,4,33,17,5,6,7,12,15.0,6.0
DAL,2022,,PHO,W,93,88,33,68,.485,12,25,.480,15,19,.789,9,31,18,4,6,12,20,31,65,.477,8,22,.364,18,22,.818,5,24,22,6,4,12,23,17.0,6.0
DAL,2022,,LAS,W,92,82,32,71,.451,13,29,.448,15,22,.682,8,39,20,9,5,13,25,28,69,.406,5,20,.250,21,28,.750,10,42,17,10,5,17,21,19.0,6.0
DAL,2022,@,ATL,L,75,80,25,66,.379,6,25,.240,19,26,.731,11,31,18,10,2,13,22,29,64,.453,10,22,.455,12,15,.800,10,35,18,5,4,22,19,21.0,6.0
DAL,2022,,IND,W,94,68,34,68,.500,11,23,.478,15,19,.789,8,35,20,13,5,13,16,25,63,.397,6,17,.353,12,16,.750,10,33,13,4,2,18,17,23.0,6.0
DAL,2022,,PHO,L,72,83,29,67,.433,4,21,.190,10,21,.476,6,38,21,3,4,15,24,29,69,.420,6,26,.231,19,24,.792,7,38,16,7,4,9,25,25.0,6.0
DAL,2022,@,MIN,L,64,92,17,59,.288,5,16,.313,25,32,.781,5,30,10,4,5,10,14,34,80,.425,12,29,.414,12,17,.706,17,53,22,7,6,13,22,28.0,6.0
DAL,2022,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
DAL,2022,,LAS,L,89,97,33,66,.500,6,19,.316,17,25,.680,3,29,19,8,2,13,19,37,76,.487,7,19,.368,16,19,.842,5,29,24,9,3,10,20,1.0,7.0
DAL,2022,,CON,W,82,71,32,71,.451,6,26,.231,12,17,.706,11,34,19,6,6,9,14,28,65,.431,4,20,.200,11,14,.786,4,29,20,4,4,13,15,5.0,7.0
DAL,2022,@,SEA,L,74,83,27,72,.375,7,23,.304,13,18,.722,11,35,17,10,4,13,19,30,63,.476,7,17,.412,16,18,.889,6,34,22,6,6,14,18,12.0,7.0
DAL,2022,@,MIN,W,92,87,33,69,.478,7,20,.350,19,23,.826,7,28,25,7,4,12,22,30,70,.429,6,15,.400,21,26,.808,14,40,13,6,1,14,22,14.0,7.0
DAL,2022,,CHI,L,81,89,26,66,.394,7,16,.438,22,27,.815,5,24,14,2,5,7,13,35,74,.473,5,23,.217,14,14,1.000,10,40,25,4,5,8,20,16.0,7.0
DAL,2022,@,CHI,L,83,89,35,68,.515,4,15,.267,9,9,1.000,2,30,24,8,2,15,19,35,69,.507,7,23,.304,12,17,.706,7,30,29,7,6,10,12,22.0,7.0
DAL,2022,@,IND,W,96,86,38,73,.521,4,21,.190,16,21,.762,9,30,24,8,6,14,24,31,65,.477,6,17,.353,18,27,.667,10,29,20,6,4,17,24,24.0,7.0
DAL,2022,,WAS,L,77,87,28,73,.384,5,22,.227,16,27,.593,17,37,14,9,3,14,20,31,55,.564,9,15,.600,16,24,.667,4,26,20,7,3,16,19,28.0,7.0
DAL,2022,@,ATL,W,81,68,34,71,.479,7,25,.280,6,11,.545,8,32,24,17,4,11,18,23,61,.377,7,18,.389,15,22,.682,7,32,11,8,4,19,13,30.0,7.0
DAL,2022,@,CHI,W,84,78,30,67,.448,3,13,.231,21,25,.840,11,34,21,12,2,9,20,29,61,.475,6,21,.286,14,22,.636,11,33,25,5,5,15,20,2.0,8.0
DAL,2022,,LVA,W,82,80,33,70,.471,6,18,.333,10,14,.714,14,37,22,6,4,8,12,31,69,.449,10,33,.303,8,8,1.000,8,32,20,7,8,9,13,4.0,8.0
DAL,2022,,IND,W,95,91,27,65,.415,7,20,.350,34,45,.756,10,34,17,10,3,14,21,31,70,.443,6,18,.333,23,29,.793,10,30,18,9,4,19,31,6.0,8.0
DAL,2022,,NYL,W,86,77,32,66,.485,8,22,.364,14,20,.700,9,31,15,8,5,10,15,27,62,.435,11,30,.367,12,12,1.000,5,28,15,4,2,14,17,8.0,8.0
DAL,2022,,NYL,L,73,91,23,67,.343,7,19,.368,20,25,.800,13,33,12,4,3,9,14,34,62,.548,13,27,.481,10,11,.909,5,32,21,4,5,12,20,10.0,8.0
DAL,2022,@,PHO,L,74,86,28,62,.452,9,21,.429,9,14,.643,11,31,17,4,5,16,11,35,68,.515,11,22,.500,5,6,.833,6,25,25,8,2,9,14,12.0,8.0
DAL,2022,@,LAS,W,116,88,42,64,.656,11,22,.500,21,27,.778,7,32,33,3,3,13,19,31,70,.443,8,24,.333,18,22,.818,9,23,17,8,4,8,23,14.0,8.0
IND,2022,@,WAS,L,70,84,30,72,.417,5,22,.227,5,8,.625,12,42,17,3,4,14,20,31,69,.449,4,18,.222,18,20,.900,6,31,20,4,5,7,12,6.0,5.0
IND,2022,,LAS,L,77,87,29,78,.372,10,26,.385,9,14,.643,12,33,20,11,6,18,22,34,71,.479,1,10,.100,18,20,.900,11,41,18,15,5,19,16,8.0,5.0
IND,2022,,MIN,W,82,76,31,70,.443,9,20,.450,11,15,.733,9,34,23,12,7,16,14,32,77,.416,4,19,.211,8,14,.571,15,40,23,8,3,18,16,10.0,5.0
IND,2022,@,NYL,W,92,86,31,81,.383,7,22,.318,23,29,.793,16,57,12,9,5,20,23,29,80,.363,10,25,.400,18,21,.857,5,33,17,12,4,17,22,13.0,5.0
IND,2022,,ATL,L,79,85,28,68,.412,11,23,.478,12,19,.632,8,29,19,4,2,17,23,28,57,.491,6,17,.353,23,30,.767,4,32,12,8,3,19,23,15.0,5.0
IND,2022,,ATL,L,79,101,30,80,.375,6,30,.200,13,19,.684,15,36,22,6,6,12,22,34,63,.540,10,22,.455,23,26,.885,4,35,19,8,2,13,26,17.0,5.0
IND,2022,@,CON,L,85,94,34,63,.540,6,15,.400,11,13,.846,3,25,14,7,2,19,27,31,71,.437,11,19,.579,21,29,.724,11,31,19,11,2,15,18,20.0,5.0
IND,2022,,CON,L,70,92,22,63,.349,3,17,.176,23,27,.852,12,29,16,6,1,13,24,35,68,.515,6,13,.462,16,20,.800,11,33,23,7,2,12,25,22.0,5.0
IND,2022,@,CHI,L,90,95,34,82,.415,9,20,.450,13,18,.722,15,40,21,10,7,16,25,31,65,.477,6,15,.400,27,35,.771,11,38,23,10,6,16,18,24.0,5.0
IND,2022,,LAS,W,101,96,32,70,.457,11,21,.524,26,29,.897,10,34,23,8,7,13,24,35,71,.493,7,14,.500,19,28,.679,12,35,24,8,5,13,20,27.0,5.0
IND,2022,,WAS,L,75,87,30,74,.405,9,22,.409,6,9,.667,10,32,20,6,5,13,16,33,72,.458,8,24,.333,13,16,.813,13,44,24,6,9,15,7,31.0,5.0
IND,2022,@,NYL,L,74,87,25,76,.329,9,26,.346,15,15,1.000,11,33,18,6,4,8,18,28,62,.452,11,33,.333,20,24,.833,8,39,18,2,9,12,16,1.0,6.0
IND,2022,@,ATL,L,66,75,23,66,.348,6,23,.261,14,23,.609,7,32,17,10,3,21,19,29,67,.433,4,15,.267,13,15,.867,6,37,14,13,2,22,23,5.0,6.0
IND,2022,@,CON,L,69,88,27,72,.375,3,21,.143,12,14,.857,9,29,20,8,2,15,22,31,66,.470,5,17,.294,21,27,.778,11,41,19,9,5,16,16,8.0,6.0
IND,2022,,NYL,L,83,97,31,75,.413,4,14,.286,17,21,.810,10,29,19,5,0,5,13,38,65,.585,13,28,.464,8,8,1.000,4,33,31,2,2,12,14,10.0,6.0
IND,2022,@,MIN,W,84,80,33,70,.471,10,23,.435,8,12,.667,8,30,25,5,9,11,18,32,71,.451,5,21,.238,11,16,.688,9,36,23,6,1,10,13,12.0,6.0
IND,2022,,PHO,L,80,93,29,78,.372,6,21,.286,16,18,.889,16,39,19,7,4,13,19,34,67,.507,8,26,.308,17,18,.944,5,33,24,6,9,12,20,15.0,6.0
IND,2022,,CHI,W,89,87,35,69,.507,2,8,.250,17,25,.680,9,39,19,7,6,15,18,33,70,.471,9,20,.450,12,16,.750,5,27,21,8,5,14,22,19.0,6.0
IND,2022,@,DAL,L,68,94,25,63,.397,6,17,.353,12,16,.750,10,33,13,4,2,18,17,34,68,.500,11,23,.478,15,19,.789,8,35,20,13,5,13,16,23.0,6.0
IND,2022,@,PHO,L,71,83,24,60,.400,7,12,.583,16,20,.800,10,36,13,4,4,16,24,26,69,.377,13,33,.394,18,20,.900,9,30,19,8,5,10,22,27.0,6.0
IND,2022,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
IND,2022,@,PHO,L,78,99,27,63,.429,9,21,.429,15,21,.714,10,30,18,4,3,10,18,38,70,.543,9,24,.375,14,19,.737,11,32,29,7,6,8,20,29.0,6.0
IND,2022,@,SEA,L,57,73,21,61,.344,4,17,.235,11,23,.478,7,35,13,11,2,17,17,25,59,.424,6,22,.273,17,23,.739,5,39,22,11,5,17,15,1.0,7.0
IND,2022,,SEA,L,73,95,28,73,.384,7,20,.350,10,17,.588,9,36,14,6,1,14,16,37,76,.487,6,24,.250,15,16,.938,10,43,20,8,5,12,14,5.0,7.0
IND,2022,,CHI,L,84,93,33,82,.402,9,20,.450,9,14,.643,10,27,22,7,0,9,16,34,62,.548,5,12,.417,20,26,.769,8,41,25,2,4,17,15,7.0,7.0
IND,2022,,CON,L,81,89,30,68,.441,6,21,.286,15,19,.789,7,26,21,9,1,16,21,31,67,.463,6,19,.316,21,24,.875,10,38,18,12,5,17,20,13.0,7.0
IND,2022,,MIN,L,77,87,26,71,.366,5,22,.227,20,28,.714,8,37,20,8,4,12,23,32,72,.444,5,20,.250,18,19,.947,6,41,26,5,3,15,19,15.0,7.0
IND,2022,@,SEA,L,65,81,24,66,.364,4,24,.167,13,20,.650,11,37,14,8,2,19,20,30,70,.429,6,25,.240,15,18,.833,12,41,26,12,3,15,21,17.0,7.0
IND,2022,@,LAS,L,79,86,29,57,.509,6,13,.462,15,18,.833,8,32,19,5,1,24,21,33,66,.500,9,25,.360,11,16,.688,8,27,20,13,2,16,16,19.0,7.0
IND,2022,@,LVA,L,77,90,28,67,.418,9,26,.346,12,20,.600,7,33,22,10,5,17,11,37,77,.481,8,26,.308,8,13,.615,9,43,23,9,1,16,15,21.0,7.0
IND,2022,,DAL,L,86,96,31,65,.477,6,17,.353,18,27,.667,10,29,20,6,4,17,24,38,73,.521,4,21,.190,16,21,.762,9,30,24,8,6,14,24,24.0,7.0
IND,2022,,LVA,L,72,93,25,68,.368,7,28,.250,15,17,.882,9,28,20,12,1,13,14,38,72,.528,9,26,.346,8,12,.667,15,41,22,7,3,19,16,29.0,7.0
IND,2022,,LVA,L,69,94,22,71,.310,7,25,.280,18,21,.857,15,39,10,2,4,14,18,36,71,.507,6,17,.353,16,19,.842,10,37,23,9,2,9,19,31.0,7.0
IND,2022,@,ATL,L,81,91,28,72,.389,5,17,.294,20,27,.741,13,36,15,11,3,18,20,35,70,.500,8,24,.333,13,17,.765,8,35,27,11,7,17,21,3.0,8.0
IND,2022,@,DAL,L,91,95,31,70,.443,6,18,.333,23,29,.793,10,30,18,9,4,19,31,27,65,.415,7,20,.350,34,45,.756,10,34,17,10,3,14,21,6.0,8.0
IND,2022,,WAS,L,70,82,26,63,.413,8,19,.421,10,12,.833,4,26,17,7,5,14,17,31,68,.456,4,19,.211,16,19,.842,11,39,26,9,5,14,11,12.0,8.0
IND,2022,@,WAS,L,83,95,29,51,.569,8,13,.615,17,20,.850,2,25,16,5,3,19,24,29,60,.483,7,21,.333,30,35,.857,7,24,21,14,3,11,16,14.0,8.0
LAS,2022,@,CHI,W,98,91,32,65,.492,7,19,.368,27,33,.818,8,36,20,19,4,20,20,36,70,.514,7,22,.318,12,15,.800,6,31,28,11,2,25,22,6.0,5.0
LAS,2022,@,IND,W,87,77,34,71,.479,1,10,.100,18,20,.900,11,41,18,15,5,19,16,29,78,.372,10,26,.385,9,14,.643,12,33,20,11,6,18,22,8.0,5.0
LAS,2022,@,ATL,L,75,77,25,72,.347,6,19,.316,19,23,.826,9,36,16,5,8,8,16,24,69,.348,13,30,.433,16,19,.842,7,39,14,3,1,13,20,11.0,5.0
LAS,2022,@,CON,L,60,77,19,54,.352,3,12,.250,19,22,.864,8,21,11,11,2,19,23,28,70,.400,5,20,.250,16,21,.762,19,45,17,14,2,19,23,14.0,5.0
LAS,2022,,MIN,L,84,87,32,67,.478,8,20,.400,12,17,.706,7,26,23,10,6,14,20,31,64,.484,9,17,.529,16,19,.842,13,40,19,9,2,18,21,17.0,5.0
LAS,2022,@,SEA,L,80,83,32,61,.525,3,14,.214,13,17,.765,5,31,16,6,7,15,21,29,69,.420,8,28,.286,17,21,.810,8,32,27,9,3,10,18,20.0,5.0
LAS,2022,@,LVA,L,76,104,30,75,.400,5,23,.217,11,14,.786,6,32,17,3,5,5,16,36,71,.507,18,38,.474,14,16,.875,4,42,27,2,2,7,15,23.0,5.0
LAS,2022,,PHO,W,99,94,39,66,.591,8,11,.727,13,17,.765,5,24,24,10,4,14,15,34,60,.567,7,20,.350,19,23,.826,7,26,21,10,5,18,17,25.0,5.0
LAS,2022,@,IND,L,96,101,35,71,.493,7,14,.500,19,28,.679,12,35,24,8,5,13,20,32,70,.457,11,21,.524,26,29,.897,10,34,23,8,7,13,24,27.0,5.0
LAS,2022,@,MIN,W,85,83,29,56,.518,5,14,.357,22,27,.815,5,25,18,7,3,15,25,22,52,.423,4,17,.235,35,43,.814,6,25,12,8,5,13,21,29.0,5.0
LAS,2022,,DAL,W,93,91,36,56,.643,3,8,.375,18,25,.720,2,29,23,7,4,15,20,33,74,.446,11,27,.407,14,22,.636,12,35,17,10,0,9,24,31.0,5.0
LAS,2022,@,PHO,L,74,81,29,59,.492,5,16,.313,11,16,.688,5,28,19,5,5,17,18,27,59,.458,9,24,.375,18,20,.900,4,24,17,8,4,16,19,5.0,6.0
LAS,2022,,LVA,L,72,89,26,71,.366,7,22,.318,13,14,.929,5,30,18,7,8,13,20,33,68,.485,7,24,.292,16,17,.941,6,41,19,11,7,19,13,11.0,6.0
LAS,2022,@,DAL,L,82,92,28,69,.406,5,20,.250,21,28,.750,10,42,17,10,5,17,21,32,71,.451,13,29,.448,15,22,.682,8,39,20,9,5,13,25,19.0,6.0
LAS,2022,,WAS,W,84,82,33,67,.493,6,14,.429,12,17,.706,9,34,21,11,5,16,19,29,70,.414,11,23,.478,13,18,.722,14,32,23,10,3,17,16,21.0,6.0
LAS,2022,,CHI,L,59,82,26,79,.329,3,18,.167,4,8,.500,7,34,18,7,2,9,13,32,70,.457,7,23,.304,11,11,1.000,6,49,26,6,4,13,11,23.0,6.0
LAS,2022,@,SEA,W,85,77,34,72,.472,8,20,.400,9,13,.692,10,41,26,7,1,15,17,26,63,.413,8,27,.296,17,22,.773,5,26,21,9,6,14,16,25.0,6.0
LAS,2022,,LVA,L,73,79,28,73,.384,7,23,.304,10,15,.667,11,40,23,4,3,13,21,26,61,.426,8,27,.296,19,26,.731,6,37,15,9,2,13,16,27.0,6.0
LAS,2022,@,DAL,W,97,89,37,76,.487,7,19,.368,16,19,.842,5,29,24,9,3,10,20,33,66,.500,6,19,.316,17,25,.680,3,29,19,8,2,13,19,1.0,7.0
LAS,2022,,NYL,W,84,74,30,64,.469,6,16,.375,18,22,.818,8,37,19,8,4,14,13,27,68,.397,12,33,.364,8,12,.667,7,28,22,7,2,17,16,3.0,7.0
LAS,2022,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
LAS,2022,,PHO,W,78,75,27,60,.450,5,14,.357,19,25,.760,7,32,18,10,0,20,16,26,57,.456,8,27,.296,15,16,.938,6,30,21,11,3,21,25,4.0,7.0
LAS,2022,,SEA,L,69,106,26,70,.371,5,19,.263,12,13,.923,8,24,18,7,3,12,11,42,65,.646,8,17,.471,14,17,.824,7,36,30,9,3,12,12,7.0,7.0
LAS,2022,,WAS,L,81,94,29,56,.518,9,13,.692,14,21,.667,3,23,16,5,3,18,18,33,65,.508,10,22,.455,18,21,.857,9,35,24,10,2,12,18,12.0,7.0
LAS,2022,,CHI,L,68,80,28,71,.394,7,17,.412,5,6,.833,7,30,19,11,5,14,13,33,68,.485,8,19,.421,6,8,.750,8,37,22,9,6,18,14,14.0,7.0
LAS,2022,,IND,W,86,79,33,66,.500,9,25,.360,11,16,.688,8,27,20,13,2,16,16,29,57,.509,6,13,.462,15,18,.833,8,32,19,5,1,24,21,19.0,7.0
LAS,2022,,ATL,W,85,78,34,64,.531,6,11,.545,11,13,.846,6,25,22,12,3,12,19,30,66,.455,9,23,.391,9,13,.692,14,36,21,6,1,21,21,21.0,7.0
LAS,2022,@,LVA,L,66,84,24,59,.407,2,12,.167,16,21,.762,4,32,12,6,6,14,19,29,70,.414,10,27,.370,16,19,.842,9,38,20,9,4,9,19,23.0,7.0
LAS,2022,@,PHO,L,80,90,27,67,.403,3,21,.143,23,28,.821,6,31,18,8,2,17,21,32,64,.500,9,25,.360,17,21,.810,4,32,21,11,5,18,24,28.0,7.0
LAS,2022,,MIN,L,77,84,30,83,.361,6,25,.240,11,12,.917,8,29,20,11,3,7,16,31,57,.544,6,11,.545,16,21,.762,5,38,23,7,3,19,13,31.0,7.0
LAS,2022,@,NYL,L,73,102,31,75,.413,2,16,.125,9,12,.750,9,26,17,13,1,11,18,37,64,.578,11,26,.423,17,19,.895,10,39,25,10,2,19,13,2.0,8.0
LAS,2022,@,NYL,L,61,64,24,60,.400,4,17,.235,9,9,1.000,4,34,17,4,6,16,19,23,73,.315,7,28,.250,11,14,.786,10,39,17,8,3,10,14,3.0,8.0
LAS,2022,@,ATL,L,86,88,35,73,.479,3,17,.176,13,15,.867,9,31,22,8,6,8,17,29,62,.468,6,16,.375,24,26,.923,8,32,13,4,3,15,20,5.0,8.0
LAS,2022,@,WAS,W,79,76,26,63,.413,5,13,.385,22,26,.846,6,29,18,4,4,7,20,25,65,.385,3,15,.200,23,27,.852,13,40,15,3,7,10,21,7.0,8.0
LAS,2022,,CON,L,71,97,27,59,.458,6,15,.400,11,14,.786,1,23,15,13,3,20,15,38,75,.507,8,19,.421,13,13,1.000,11,40,21,13,1,18,17,9.0,8.0
LAS,2022,,CON,L,69,93,28,68,.412,5,18,.278,8,10,.800,7,24,16,6,2,17,22,34,68,.500,7,21,.333,18,24,.750,12,42,25,8,4,19,16,11.0,8.0
LAS,2022,,DAL,L,88,116,31,70,.443,8,24,.333,18,22,.818,9,23,17,8,4,8,23,42,64,.656,11,22,.500,21,27,.778,7,32,33,3,3,13,19,14.0,8.0
MIN,2022,@,SEA,L,74,97,31,79,.392,4,21,.190,8,11,.727,13,37,23,9,3,17,17,35,66,.530,12,25,.480,15,15,1.000,4,29,26,14,8,14,17,6.0,5.0
MIN,2022,,WAS,L,66,78,23,66,.348,5,15,.333,15,22,.682,10,36,17,6,8,15,18,29,69,.420,7,21,.333,13,13,1.000,8,38,21,5,1,15,21,8.0,5.0
MIN,2022,@,IND,L,76,82,32,77,.416,4,19,.211,8,14,.571,15,40,23,8,3,18,16,31,70,.443,9,20,.450,11,15,.733,9,34,23,12,7,16,14,10.0,5.0
MIN,2022,,CHI,L,78,82,29,59,.492,6,16,.375,14,23,.609,9,37,23,2,3,15,21,28,69,.406,8,24,.333,18,20,.900,8,28,23,9,4,5,20,14.0,5.0
MIN,2022,@,LAS,W,87,84,31,64,.484,9,17,.529,16,19,.842,13,40,19,9,2,18,21,32,67,.478,8,20,.400,12,17,.706,7,26,23,10,6,14,20,17.0,5.0
MIN,2022,@,LVA,L,87,93,31,68,.456,6,21,.286,19,22,.864,8,36,21,5,5,10,21,31,67,.463,9,27,.333,22,29,.759,10,33,22,8,1,10,15,19.0,5.0
MIN,2022,@,DAL,L,78,94,27,61,.443,5,11,.455,19,24,.792,4,24,20,7,7,13,14,34,73,.466,9,27,.333,17,20,.850,15,39,20,7,5,15,26,21.0,5.0
MIN,2022,,NYL,W,84,78,26,70,.371,5,14,.357,27,33,.818,12,45,17,7,3,10,16,28,71,.394,9,32,.281,13,18,.722,9,39,24,4,6,13,20,24.0,5.0
MIN,2022,,LAS,L,83,85,22,52,.423,4,17,.235,35,43,.814,6,25,12,8,5,13,21,29,56,.518,5,14,.357,22,27,.815,5,25,18,7,3,15,25,29.0,5.0
