team,year,home_away,opp,win_loss,team_score,opp_score,team_fg,team_fga,team_fg_pct,team_3p,team_3pa,team_3p_pct,team_ft,team_fta,team_ft_pct,team_orb,team_trb,team_ast,team_stl,team_blk,team_tov,team_pf,opponent_fg,opponent_fga,opponent_fg_pct,opponent_3p,opponent_3pa,opponent_3p_pct,opponent_ft,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,day,month
CON,2021,,MIN,W,72,60,26,60,.433,6,17,.353,14,16,.875,2,30,20,9,1,14,12,25,60,.417,5,16,.313,5,7,.714,3,22,16,8,3,17,18,17.0,8.0
CON,2021,,MIN,W,82,71,27,55,.491,5,14,.357,23,25,.920,3,31,17,5,2,17,18,28,66,.424,5,14,.357,10,10,1.000,5,22,18,7,5,10,24,19.0,8.0
CON,2021,,LVA,W,76,62,30,67,.448,6,18,.333,10,12,.833,8,39,16,11,2,11,14,25,63,.397,3,9,.333,9,10,.900,6,30,15,6,3,14,14,24.0,8.0
CON,2021,,LAS,W,76,72,26,60,.433,4,16,.250,20,25,.800,9,30,17,8,4,14,20,27,57,.474,5,16,.313,13,14,.929,3,23,20,7,4,15,24,26.0,8.0
CON,2021,,LAS,W,76,61,28,59,.475,5,20,.250,15,20,.750,8,38,16,12,3,18,23,20,53,.377,8,21,.381,13,18,.722,3,18,12,10,3,14,21,28.0,8.0
CON,2021,@,WAS,W,85,75,34,69,.493,8,20,.400,9,12,.750,16,38,20,7,4,15,15,25,55,.455,9,26,.346,16,18,.889,3,20,19,9,2,14,18,31.0,8.0
CON,2021,@,DAL,W,83,56,33,68,.485,7,19,.368,10,14,.714,10,35,25,11,7,13,16,17,64,.266,7,32,.219,15,19,.789,9,26,13,4,8,12,14,7.0,9.0
CON,2021,@,LAS,W,75,57,23,52,.442,3,13,.231,26,29,.897,9,32,14,13,4,19,17,23,55,.418,2,10,.200,9,11,.818,5,19,13,10,4,17,22,9.0,9.0
CON,2021,@,PHO,W,76,67,24,64,.375,10,23,.435,18,19,.947,9,31,14,2,1,9,12,27,56,.482,5,17,.294,8,9,.889,4,31,20,5,6,15,21,11.0,9.0
CON,2021,,NYL,W,98,69,36,71,.507,8,18,.444,18,21,.857,13,38,23,14,4,20,18,26,62,.419,7,25,.280,10,11,.909,6,21,18,12,4,28,15,15.0,9.0
CON,2021,,ATL,W,84,64,29,75,.387,8,22,.364,18,21,.857,18,50,16,4,5,10,17,28,73,.384,2,20,.100,6,9,.667,10,33,10,6,4,7,18,19.0,9.0
DAL,2021,@,LAS,W,94,71,34,64,.531,8,17,.471,18,22,.818,8,45,17,8,3,26,17,28,78,.359,7,27,.259,8,14,.571,6,25,15,12,3,15,17,14.0,5.0
DAL,2021,,SEA,L,97,100,37,82,.451,10,31,.323,13,16,.813,13,46,21,5,4,16,24,35,80,.438,7,25,.280,23,27,.852,11,39,26,9,8,9,15,22.0,5.0
DAL,2021,@,NYL,L,81,88,29,70,.414,7,21,.333,16,22,.727,11,34,17,9,2,12,23,28,60,.467,10,25,.400,22,27,.815,10,33,19,7,3,14,23,24.0,5.0
DAL,2021,@,ATL,L,95,101,30,66,.455,10,25,.400,25,30,.833,7,32,17,8,3,10,26,36,75,.480,6,20,.300,23,33,.697,14,45,19,5,3,11,20,27.0,5.0
DAL,2021,,PHO,L,85,89,29,78,.372,9,23,.391,18,22,.818,10,30,14,7,1,4,21,31,62,.500,8,22,.364,19,26,.731,11,44,22,0,7,10,20,29.0,5.0
DAL,2021,,LAS,W,79,69,26,66,.394,10,28,.357,17,18,.944,12,41,21,5,3,16,22,24,64,.375,10,30,.333,11,12,.917,4,24,11,5,10,12,19,1.0,6.0
DAL,2021,@,SEA,L,102,105,43,96,.448,11,28,.393,5,12,.417,14,44,25,9,4,13,24,36,72,.500,10,26,.385,23,29,.793,5,40,31,8,7,16,16,4.0,6.0
DAL,2021,@,SEA,W,68,67,25,70,.357,5,22,.227,13,13,1.000,9,42,13,5,3,13,18,21,61,.344,8,24,.333,17,23,.739,4,34,16,8,5,11,12,6.0,6.0
DAL,2021,@,PHO,W,85,81,32,75,.427,10,26,.385,11,13,.846,12,41,20,5,4,9,22,29,70,.414,5,25,.200,18,23,.783,11,36,20,3,7,7,10,8.0,6.0
DAL,2021,@,PHO,W,77,59,30,72,.417,6,22,.273,11,12,.917,12,40,16,6,4,13,16,22,63,.349,3,20,.150,12,16,.750,6,29,16,4,7,13,14,11.0,6.0
DAL,2021,@,LVA,L,78,85,25,77,.325,5,24,.208,23,27,.852,14,36,17,11,2,10,26,30,64,.469,4,12,.333,21,26,.808,4,41,17,6,4,16,25,13.0,6.0
DAL,2021,,MIN,L,73,85,26,75,.347,7,20,.350,14,18,.778,10,34,15,8,3,10,18,33,68,.485,7,21,.333,12,14,.857,7,40,19,6,3,14,19,17.0,6.0
DAL,2021,,MIN,W,95,77,32,64,.500,17,28,.607,14,14,1.000,9,40,17,9,4,15,23,27,67,.403,11,27,.407,12,14,.857,5,26,16,7,4,14,15,19.0,6.0
DAL,2021,@,CON,L,70,80,27,61,.443,6,14,.429,10,13,.769,6,27,15,5,3,12,19,31,71,.437,4,20,.200,14,15,.933,12,37,19,6,6,12,15,22.0,6.0
DAL,2021,@,IND,W,89,64,32,68,.471,8,25,.320,17,17,1.000,10,34,17,8,7,13,22,23,65,.354,5,17,.294,13,15,.867,9,29,13,3,0,19,16,24.0,6.0
DAL,2021,,WAS,W,85,74,33,78,.423,10,29,.345,9,9,1.000,10,40,20,9,3,8,11,30,72,.417,9,31,.290,5,7,.714,5,32,24,7,4,10,11,26.0,6.0
DAL,2021,,CHI,L,81,91,31,75,.413,6,25,.240,13,16,.813,9,37,19,10,6,17,20,34,71,.479,10,23,.435,13,19,.684,8,38,28,7,2,16,21,30.0,6.0
DAL,2021,,CHI,W,100,91,34,64,.531,11,20,.550,21,26,.808,10,26,23,4,7,13,15,37,66,.561,7,20,.350,10,11,.909,6,27,26,4,3,10,18,2.0,7.0
DAL,2021,@,NYL,L,96,99,38,76,.500,7,16,.438,13,15,.867,10,31,23,8,6,12,16,40,71,.563,15,31,.484,4,8,.500,6,29,27,8,5,15,17,5.0,7.0
DAL,2021,@,MIN,L,79,85,31,74,.419,9,28,.321,8,8,1.000,10,34,15,7,4,11,20,33,65,.508,7,20,.350,12,17,.706,5,32,22,6,6,13,10,7.0,7.0
DAL,2021,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
DAL,2021,,LVA,L,79,95,28,83,.337,7,24,.292,16,19,.842,15,40,17,4,2,6,20,34,67,.507,3,8,.375,24,30,.800,9,43,25,2,11,10,12,11.0,7.0
DAL,2021,,CON,L,59,80,24,52,.462,7,16,.438,4,6,.667,1,22,12,6,4,19,16,33,66,.500,7,17,.412,7,8,.875,9,34,19,12,5,11,10,15.0,8.0
DAL,2021,@,CHI,W,80,76,30,78,.385,7,14,.500,13,15,.867,15,45,20,7,5,12,6,30,72,.417,8,24,.333,8,8,1.000,10,32,22,4,12,10,15,17.0,8.0
DAL,2021,,IND,L,81,83,28,60,.467,9,22,.409,16,18,.889,7,30,18,5,6,14,19,29,64,.453,7,20,.350,18,21,.857,10,28,20,8,2,8,18,20.0,8.0
DAL,2021,@,WAS,W,82,77,33,69,.478,5,18,.278,11,15,.733,10,35,18,5,1,12,15,28,58,.483,9,22,.409,12,18,.667,5,25,21,6,5,13,17,26.0,8.0
DAL,2021,@,WAS,L,75,76,25,47,.532,6,14,.429,19,25,.760,4,34,13,6,0,23,21,23,62,.371,9,31,.290,21,29,.724,5,22,14,10,4,13,18,28.0,8.0
DAL,2021,,ATL,W,72,68,27,74,.365,6,28,.214,12,16,.750,14,43,16,10,6,9,11,28,65,.431,7,21,.333,5,8,.625,7,34,19,5,9,14,14,2.0,9.0
DAL,2021,,ATL,L,64,69,26,78,.333,9,25,.360,3,5,.600,13,45,11,5,4,14,16,28,70,.400,2,7,.286,11,13,.846,9,42,17,5,6,9,11,5.0,9.0
DAL,2021,,CON,L,56,83,17,64,.266,7,32,.219,15,19,.789,9,26,13,4,8,12,14,33,68,.485,7,19,.368,10,14,.714,10,35,25,11,7,13,16,7.0,9.0
DAL,2021,,NYL,W,77,76,26,72,.361,10,27,.370,15,19,.789,10,37,18,6,3,6,13,30,67,.448,7,24,.292,9,11,.818,8,39,22,2,2,9,16,11.0,9.0
DAL,2021,@,LVA,L,75,85,31,74,.419,7,26,.269,6,7,.857,12,40,18,6,4,14,18,31,65,.477,7,19,.368,16,21,.762,5,33,16,11,4,9,8,13.0,9.0
DAL,2021,,LAS,W,87,84,30,60,.500,10,22,.455,17,19,.895,4,25,19,9,5,14,17,31,61,.508,13,27,.481,9,12,.750,5,27,19,8,2,17,16,19.0,9.0
IND,2021,@,NYL,L,87,90,37,88,.420,3,18,.167,10,13,.769,19,45,14,6,3,11,21,31,66,.470,13,26,.500,15,18,.833,3,28,20,5,2,14,20,14.0,5.0
IND,2021,,NYL,L,65,73,25,77,.325,3,21,.143,12,19,.632,9,40,15,8,4,21,24,26,65,.400,9,25,.360,12,15,.800,5,38,17,9,3,22,22,16.0,5.0
IND,2021,@,CON,L,67,88,24,66,.364,4,15,.267,15,16,.938,12,31,14,7,4,12,13,37,67,.552,10,21,.476,4,7,.571,12,38,29,8,3,13,19,19.0,5.0
IND,2021,,ATL,L,79,83,31,67,.463,6,18,.333,11,13,.846,6,34,20,0,4,16,16,30,75,.400,11,22,.500,12,16,.750,11,27,20,7,6,5,19,21.0,5.0
IND,2021,,WAS,W,89,77,33,64,.516,7,15,.467,16,23,.696,7,37,26,6,4,14,13,27,70,.386,9,27,.333,14,17,.824,9,32,15,6,3,11,21,23.0,5.0
IND,2021,,WAS,L,69,85,28,64,.438,5,14,.357,8,10,.800,7,33,21,5,2,13,10,34,68,.500,12,28,.429,5,6,.833,5,26,25,0,2,10,14,25.0,5.0
IND,2021,@,LVA,L,77,113,26,66,.394,4,16,.250,21,24,.875,9,34,15,4,3,20,28,38,69,.551,7,15,.467,30,39,.769,3,32,23,12,4,8,16,28.0,5.0
IND,2021,@,LVA,L,78,101,31,80,.388,5,23,.217,11,11,1.000,12,32,18,8,2,11,19,38,67,.567,7,14,.500,18,23,.783,5,36,22,8,7,11,13,30.0,5.0
IND,2021,@,SEA,L,73,88,29,74,.392,4,17,.235,11,14,.786,8,35,21,7,4,9,19,28,66,.424,11,22,.500,21,24,.875,8,37,22,5,4,11,17,1.0,6.0
IND,2021,@,LAS,L,63,98,23,67,.343,6,20,.300,11,16,.688,11,34,17,3,4,18,13,37,66,.561,14,28,.500,10,11,.909,2,27,14,9,4,8,18,3.0,6.0
IND,2021,@,CHI,L,76,92,30,72,.417,6,17,.353,10,10,1.000,11,37,18,8,6,16,20,32,71,.451,9,23,.391,19,21,.905,12,40,24,8,6,10,17,9.0,6.0
IND,2021,,CHI,L,79,83,30,62,.484,4,11,.364,15,22,.682,10,31,13,10,5,17,21,27,63,.429,8,18,.444,21,25,.840,5,27,16,7,4,16,24,12.0,6.0
IND,2021,,SEA,L,70,87,27,64,.422,3,17,.176,13,24,.542,5,32,18,5,7,9,16,34,69,.493,8,22,.364,11,13,.846,5,38,27,5,1,10,16,15.0,6.0
IND,2021,,SEA,L,69,79,26,62,.419,2,14,.143,15,17,.882,3,32,16,6,5,15,16,31,72,.431,6,20,.300,11,15,.733,9,40,22,9,2,14,19,17.0,6.0
IND,2021,@,WAS,L,77,82,30,67,.448,4,13,.308,13,14,.929,6,36,15,5,4,12,20,30,81,.370,7,34,.206,15,17,.882,15,40,16,7,0,10,18,19.0,6.0
IND,2021,,DAL,L,64,89,23,65,.354,5,17,.294,13,15,.867,9,29,13,3,0,19,16,32,68,.471,8,25,.320,17,17,1.000,10,34,17,8,7,13,22,24.0,6.0
IND,2021,,CON,L,80,86,29,60,.483,2,9,.222,20,22,.909,5,24,18,9,1,15,22,29,63,.460,5,20,.250,23,26,.885,11,29,19,9,4,15,21,1.0,7.0
IND,2021,,CON,W,73,67,25,63,.397,4,17,.235,19,27,.704,9,39,9,4,6,7,20,24,67,.358,4,17,.235,15,20,.750,10,37,15,5,3,8,20,3.0,7.0
IND,2021,,NYL,W,82,69,33,71,.465,3,13,.231,13,13,1.000,6,32,17,8,6,8,15,26,66,.394,6,23,.261,11,13,.846,9,38,18,3,3,20,18,9.0,7.0
IND,2021,@,ATL,W,79,68,27,65,.415,5,17,.294,20,26,.769,12,49,18,2,4,19,18,27,76,.355,1,13,.077,13,20,.650,8,30,16,10,5,6,22,11.0,7.0
IND,2021,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
IND,2021,@,LAS,L,70,75,24,72,.333,4,18,.222,18,21,.857,15,39,10,8,3,14,19,29,66,.439,7,20,.350,10,14,.714,7,37,17,3,6,15,24,15.0,8.0
IND,2021,@,PHO,L,80,84,30,66,.455,10,22,.455,10,17,.588,11,38,16,8,3,13,20,28,67,.418,6,20,.300,22,24,.917,8,35,20,4,7,13,18,17.0,8.0
IND,2021,@,DAL,W,83,81,29,64,.453,7,20,.350,18,21,.857,10,28,20,8,2,8,18,28,60,.467,9,22,.409,16,18,.889,7,30,18,5,6,14,19,20.0,8.0
IND,2021,,LVA,L,71,87,27,67,.403,4,15,.267,13,20,.650,8,31,18,9,2,15,18,31,64,.484,7,12,.583,18,22,.818,7,38,23,12,4,16,17,28.0,8.0
IND,2021,,LAS,W,74,72,24,60,.400,6,17,.353,20,24,.833,14,39,11,6,3,15,14,28,59,.475,6,17,.353,10,15,.667,3,20,21,7,1,11,17,31.0,8.0
IND,2021,,PHO,L,65,87,24,66,.364,3,17,.176,14,18,.778,11,39,9,8,6,15,20,30,66,.455,9,27,.333,18,24,.750,8,36,18,10,3,11,19,4.0,9.0
IND,2021,,PHO,L,81,86,31,72,.431,7,22,.318,12,13,.923,10,31,20,4,3,6,15,34,65,.523,8,16,.500,10,14,.714,9,30,24,2,6,8,17,6.0,9.0
IND,2021,@,MIN,L,72,89,29,69,.420,6,24,.250,8,11,.727,14,36,19,4,5,17,12,36,74,.486,7,19,.368,10,13,.769,8,34,26,10,6,9,17,10.0,9.0
IND,2021,@,MIN,L,80,90,34,68,.500,8,17,.471,4,4,1.000,5,20,17,9,4,12,19,32,57,.561,5,13,.385,21,22,.955,8,29,18,6,6,16,8,12.0,9.0
IND,2021,@,ATL,L,78,85,32,76,.421,6,20,.300,8,10,.800,15,35,22,9,6,13,17,33,69,.478,7,16,.438,12,15,.800,11,33,19,5,13,13,10,14.0,9.0
IND,2021,,MIN,L,73,92,25,69,.362,5,22,.227,18,18,1.000,9,36,15,7,3,16,17,34,77,.442,6,26,.231,18,24,.750,14,37,22,9,3,12,16,17.0,9.0
IND,2021,@,CHI,L,87,98,33,69,.478,6,16,.375,15,18,.833,9,31,21,6,3,15,19,35,71,.493,9,23,.391,19,24,.792,9,35,27,8,3,10,18,19.0,9.0
LAS,2021,,DAL,L,71,94,28,78,.359,7,27,.259,8,14,.571,6,25,15,12,3,15,17,34,64,.531,8,17,.471,18,22,.818,8,45,17,8,3,26,17,14.0,5.0
LAS,2021,@,LVA,L,69,97,27,74,.365,5,17,.294,10,15,.667,5,28,18,8,1,11,24,33,62,.532,4,14,.286,27,32,.844,4,44,18,7,12,15,15,21.0,5.0
LAS,2021,@,CHI,W,76,61,26,66,.394,9,19,.474,15,18,.833,9,30,17,13,3,19,18,21,51,.412,6,19,.316,13,14,.929,5,33,12,7,3,27,25,28.0,5.0
LAS,2021,@,CHI,W,82,79,30,73,.411,8,18,.444,14,18,.778,8,33,20,11,8,19,19,30,75,.400,7,21,.333,12,12,1.000,13,45,16,9,8,22,21,30.0,5.0
LAS,2021,@,DAL,L,69,79,24,64,.375,10,30,.333,11,12,.917,4,24,11,5,10,12,19,26,66,.394,10,28,.357,17,18,.944,12,41,21,5,3,16,22,1.0,6.0
LAS,2021,,IND,W,98,63,37,66,.561,14,28,.500,10,11,.909,2,27,14,9,4,8,18,23,67,.343,6,20,.300,11,16,.688,11,34,17,3,4,18,13,3.0,6.0
LAS,2021,,CHI,W,68,63,25,68,.368,3,19,.158,15,21,.714,9,38,13,4,6,11,20,21,62,.339,5,18,.278,16,23,.696,14,43,13,6,5,18,22,5.0,6.0
LAS,2021,@,WAS,L,71,89,22,67,.328,8,23,.348,19,28,.679,9,31,13,6,4,11,19,30,71,.423,11,26,.423,18,22,.818,12,43,18,4,5,12,25,10.0,6.0
LAS,2021,@,MIN,L,64,80,23,70,.329,8,23,.348,10,12,.833,9,27,15,9,5,12,18,25,58,.431,11,22,.500,19,21,.905,9,43,20,8,5,22,15,12.0,6.0
LAS,2021,,PHO,W,85,80,36,80,.450,9,28,.321,4,6,.667,14,35,17,3,6,5,23,26,63,.413,7,21,.333,21,28,.750,9,38,18,1,1,10,15,16.0,6.0
LAS,2021,,PHO,L,66,80,23,60,.383,4,14,.286,16,22,.727,5,28,10,8,2,12,25,25,55,.455,5,16,.313,25,31,.806,4,33,13,8,3,12,19,18.0,6.0
LAS,2021,,NYL,L,73,76,31,68,.456,6,24,.250,5,10,.500,8,27,16,17,2,18,19,24,57,.421,10,31,.323,18,20,.900,11,38,18,9,3,29,16,20.0,6.0
LAS,2021,,WAS,W,89,82,33,64,.516,10,17,.588,13,15,.867,0,22,16,8,6,12,18,26,65,.400,11,27,.407,19,23,.826,10,38,18,4,2,20,20,24.0,6.0
LAS,2021,@,PHO,L,79,88,31,74,.419,6,20,.300,11,15,.733,5,31,14,7,3,9,24,28,62,.452,9,21,.429,23,26,.885,8,44,13,3,4,18,18,27.0,6.0
LAS,2021,,LVA,L,75,99,28,82,.341,7,24,.292,12,17,.706,10,39,12,9,3,11,13,37,81,.457,7,22,.318,18,19,.947,12,55,27,8,6,16,16,30.0,6.0
LAS,2021,,LVA,L,58,66,22,62,.355,6,21,.286,8,10,.800,5,33,12,5,6,13,20,23,61,.377,2,11,.182,18,23,.783,5,34,11,7,4,12,14,2.0,7.0
LAS,2021,,SEA,L,74,84,25,65,.385,7,18,.389,17,17,1.000,7,30,18,5,5,12,18,30,64,.469,8,20,.400,16,17,.941,7,33,19,7,4,11,16,4.0,7.0
LAS,2021,@,SEA,L,62,71,21,59,.356,4,19,.211,16,20,.800,7,28,8,11,5,17,19,23,61,.377,5,20,.250,20,21,.952,14,37,11,11,4,19,19,7.0,7.0
LAS,2021,,MIN,L,61,86,22,60,.367,4,15,.267,13,17,.765,6,24,14,12,4,15,16,33,59,.559,9,19,.474,11,15,.733,8,37,26,6,4,18,20,11.0,7.0
LAS,2021,,IND,W,75,70,29,66,.439,7,20,.350,10,14,.714,7,37,17,3,6,15,24,24,72,.333,4,18,.222,18,21,.857,15,39,10,8,3,14,19,15.0,8.0
LAS,2021,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
LAS,2021,,ATL,W,85,80,36,80,.450,5,22,.227,8,10,.800,6,41,29,9,5,14,18,34,88,.386,5,20,.250,7,18,.389,17,48,20,10,2,13,13,17.0,8.0
LAS,2021,,ATL,W,66,64,25,56,.446,5,14,.357,11,17,.647,8,32,16,6,2,19,15,26,66,.394,8,25,.320,4,7,.571,11,34,15,7,5,18,21,19.0,8.0
LAS,2021,@,NYL,W,86,83,32,68,.471,8,23,.348,14,19,.737,5,27,22,11,6,10,23,26,63,.413,16,35,.457,15,18,.833,5,34,23,7,2,22,23,22.0,8.0
LAS,2021,@,WAS,L,68,78,25,70,.357,5,22,.227,13,15,.867,8,35,11,9,6,11,17,28,63,.444,8,18,.444,14,17,.824,8,41,18,8,5,15,18,24.0,8.0
LAS,2021,@,CON,L,72,76,27,57,.474,5,16,.313,13,14,.929,3,23,20,7,4,15,24,26,60,.433,4,16,.250,20,25,.800,9,30,17,8,4,14,20,26.0,8.0
LAS,2021,@,CON,L,61,76,20,53,.377,8,21,.381,13,18,.722,3,18,12,10,3,14,21,28,59,.475,5,20,.250,15,20,.750,8,38,16,12,3,18,23,28.0,8.0
LAS,2021,@,IND,L,72,74,28,59,.475,6,17,.353,10,15,.667,3,20,21,7,1,11,17,24,60,.400,6,17,.353,20,24,.833,14,39,11,6,3,15,14,31.0,8.0
LAS,2021,@,MIN,L,57,66,19,61,.311,6,19,.316,13,17,.765,3,29,12,9,6,12,16,20,58,.345,7,22,.318,19,21,.905,9,43,17,6,3,15,16,2.0,9.0
LAS,2021,,CON,L,57,75,23,55,.418,2,10,.200,9,11,.818,5,19,13,10,4,17,22,23,52,.442,3,13,.231,26,29,.897,9,32,14,13,4,19,17,9.0,9.0
LAS,2021,,SEA,W,81,53,30,62,.484,6,13,.462,15,16,.938,8,37,13,6,3,12,18,18,56,.321,6,27,.222,11,13,.846,5,28,11,7,4,17,16,12.0,9.0
LAS,2021,@,ATL,W,74,68,26,58,.448,5,16,.313,17,23,.739,3,31,16,8,1,13,20,24,63,.381,5,18,.278,15,17,.882,7,36,13,5,1,14,26,16.0,9.0
LAS,2021,@,DAL,L,84,87,31,61,.508,13,27,.481,9,12,.750,5,27,19,8,2,17,16,30,60,.500,10,22,.455,17,19,.895,4,25,19,9,5,14,17,19.0,9.0
MIN,2021,,PHO,L,75,77,29,72,.403,5,16,.313,12,14,.857,6,36,16,5,6,14,21,31,75,.413,4,20,.200,11,19,.579,11,42,20,6,9,11,16,14.0,5.0
MIN,2021,@,NYL,L,75,86,28,74,.378,3,23,.130,16,20,.800,8,36,18,8,4,10,18,30,67,.448,12,27,.444,14,16,.875,3,40,24,4,4,16,17,18.0,5.0
MIN,2021,,SEA,L,78,90,30,68,.441,5,17,.294,13,21,.619,6,31,22,6,1,17,16,31,63,.492,12,25,.480,16,20,.800,5,35,23,12,6,17,17,20.0,5.0
MIN,2021,@,SEA,L,72,82,25,67,.373,6,25,.240,16,18,.889,7,32,20,5,2,12,12,35,72,.486,4,17,.235,8,8,1.000,8,35,20,8,7,12,17,28.0,5.0
MIN,2021,,CON,W,79,74,28,70,.400,10,25,.400,13,15,.867,10,38,23,5,8,14,17,27,71,.380,7,24,.292,13,15,.867,5,28,16,8,5,11,22,30.0,5.0
MIN,2021,,ATL,W,86,84,30,57,.526,8,21,.381,18,24,.750,5,31,20,9,3,20,21,30,70,.429,12,29,.414,12,20,.600,7,32,20,9,2,18,25,4.0,6.0
MIN,2021,,ATL,W,100,80,35,68,.515,11,25,.440,19,24,.792,10,32,26,12,1,10,20,28,64,.438,10,25,.400,14,19,.737,13,33,16,7,1,18,22,6.0,6.0
MIN,2021,@,WAS,L,81,85,26,64,.406,6,22,.273,23,25,.920,5,36,19,8,4,21,25,29,68,.426,6,20,.300,21,22,.955,4,29,20,13,6,12,19,8.0,6.0
MIN,2021,,LAS,W,80,64,25,58,.431,11,22,.500,19,21,.905,9,43,20,8,5,22,15,23,70,.329,8,23,.348,10,12,.833,9,27,15,9,5,12,18,12.0,6.0
MIN,2021,,CHI,L,89,105,32,70,.457,5,14,.357,20,27,.741,9,32,15,7,2,20,17,40,70,.571,12,26,.462,13,16,.813,4,30,32,12,3,13,18,15.0,6.0
MIN,2021,@,DAL,W,85,73,33,68,.485,7,21,.333,12,14,.857,7,40,19,6,3,14,19,26,75,.347,7,20,.350,14,18,.778,10,34,15,8,3,10,18,17.0,6.0
MIN,2021,@,DAL,L,77,95,27,67,.403,11,27,.407,12,14,.857,5,26,16,7,4,14,15,32,64,.500,17,28,.607,14,14,1.000,9,40,17,9,4,15,23,19.0,6.0
MIN,2021,@,ATL,W,87,85,34,65,.523,7,24,.292,12,15,.800,11,35,24,7,6,17,19,33,69,.478,5,13,.385,14,17,.824,6,27,17,13,5,10,15,23.0,6.0
MIN,2021,,LVA,W,90,89,35,76,.461,2,15,.133,18,21,.857,5,38,24,8,7,13,26,30,78,.385,4,11,.364,25,31,.806,14,44,19,7,2,16,16,25.0,6.0
MIN,2021,@,PHO,W,82,76,34,67,.507,6,13,.462,8,9,.889,12,39,21,4,4,16,18,29,68,.426,6,22,.273,12,15,.800,5,22,17,6,5,9,12,30.0,6.0
MIN,2021,@,PHO,W,99,68,38,69,.551,9,24,.375,14,14,1.000,3,41,26,6,4,10,18,21,64,.328,10,26,.385,16,17,.941,2,26,16,5,3,11,17,3.0,7.0
MIN,2021,,DAL,W,85,79,33,65,.508,7,20,.350,12,17,.706,5,32,22,6,6,13,10,31,74,.419,9,28,.321,8,8,1.000,10,34,15,7,4,11,20,7.0,7.0
MIN,2021,@,LVA,W,77,67,34,75,.453,9,22,.409,0,0,,6,35,23,10,2,10,20,24,67,.358,3,15,.200,16,19,.842,11,42,14,4,6,15,8,9.0,7.0
MIN,2021,@,LAS,W,86,61,33,59,.559,9,19,.474,11,15,.733,8,37,26,6,4,18,20,22,60,.367,4,15,.267,13,17,.765,6,24,14,12,4,15,16,11.0,7.0
MIN,2021,,NYL,W,88,78,32,66,.485,6,19,.316,18,21,.857,8,36,24,6,6,11,14,32,71,.451,6,20,.300,8,11,.727,7,30,16,9,2,8,20,15.0,8.0
MIN,2021,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,,
MIN,2021,@,CON,L,60,72,25,60,.417,5,16,.313,5,7,.714,3,22,16,8,3,17,18,26,60,.433,6,17,.353,14,16,.875,2,30,20,9,1,14,12,17.0,8.0
MIN,2021,@,CON,L,71,82,28,66,.424,5,14,.357,10,10,1.000,5,22,18,7,5,10,24,27,55,.491,5,14,.357,23,25,.920,3,31,17,5,2,17,18,19.0,8.0
MIN,2021,@,CHI,W,101,95,34,63,.540,5,8,.625,28,33,.848,4,33,22,4,4,13,19,35,73,.479,9,24,.375,16,19,.842,3,23,24,6,8,9,27,21.0,8.0
MIN,2021,,SEA,W,76,70,28,66,.424,5,14,.357,15,16,.938,4,37,18,8,5,12,13,28,74,.378,8,24,.333,6,7,.857,10,41,20,7,6,14,18,24.0,8.0
MIN,2021,,NYL,W,74,66,24,69,.348,5,26,.192,21,24,.875,10,43,10,5,3,14,21,23,71,.324,5,24,.208,15,17,.882,8,38,12,9,4,13,21,31.0,8.0
MIN,2021,,LAS,W,66,57,20,58,.345,7,22,.318,19,21,.905,9,43,17,6,3,15,16,19,61,.311,6,19,.316,13,17,.765,3,29,12,9,6,12,16,2.0,9.0
MIN,2021,,WAS,W,93,75,36,68,.529,11,25,.440,10,11,.909,6,37,24,5,5,13,17,29,75,.387,4,16,.250,13,17,.765,11,36,14,7,2,10,11,4.0,9.0
MIN,2021,@,LVA,L,81,102,35,77,.455,7,22,.318,4,5,.800,7,37,22,0,4,10,15,43,78,.551,4,10,.400,12,14,.857,2,36,28,8,3,5,12,8.0,9.0
MIN,2021,,IND,W,89,72,36,74,.486,7,19,.368,10,13,.769,8,34,26,10,6,9,17,29,69,.420,6,24,.250,8,11,.727,14,36,19,4,5,17,12,10.0,9.0
MIN,2021,,IND,W,90,80,32,57,.561,5,13,.385,21,22,.955,8,29,18,6,6,16,8,34,68,.500,8,17,.471,4,4,1.000,5,20,17,9,4,12,19,12.0,9.0
