team,year,opp,team_score,opp_score,day,month,corner_3_specialist,midrange_sniper,self_creator,team_per_poss_fg,team_per_poss_3p_pct,team_per_poss_2pa,team_per_poss_ft,team_per_poss_orb,team_per_poss_ast,team_per_poss_tov,team_per_poss_pf,team_per_poss_pts,opp_per_poss_stl,opp_per_poss_tov,team_dist,team_pct_of_fg_ast'd_3p,team_sos,team_srs,team_pace,team_ts_pct,team_orb_pct
DAL,2021,LAS,94,71,14.0,5.0,1.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,SEA,97,100,22.0,5.0,1.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,NYL,81,88,24.0,5.0,1.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,ATL,95,101,27.0,5.0,1.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,PHO,85,89,29.0,5.0,1.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,LAS,79,69,1.0,6.0,1.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,SEA,102,105,4.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,SEA,68,67,6.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,PHO,85,81,8.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,PHO,77,59,11.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,LVA,78,85,13.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,MIN,73,85,17.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,MIN,95,77,19.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,CON,70,80,22.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,IND,89,64,24.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,WAS,85,74,26.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,CHI,81,91,30.0,6.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,CHI,100,91,2.0,7.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,NYL,96,99,5.0,7.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,MIN,79,85,7.0,7.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,LVA,79,95,11.0,7.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,CON,59,80,15.0,8.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,CHI,80,76,17.0,8.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,IND,81,83,20.0,8.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,WAS,82,77,26.0,8.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,WAS,75,76,28.0,8.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,ATL,72,68,2.0,9.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,ATL,64,69,5.0,9.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,CON,56,83,7.0,9.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,NYL,77,76,11.0,9.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,LVA,75,85,13.0,9.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
DAL,2021,LAS,87,84,19.0,9.0,0.0,0.0,0.0,38.1,0.354,61.2,17.5,12.9,22.3,16.4,23.7,104.3,8.2,15.8,13.6,0.775,0.3,-0.23,77.2,0.521,27.8
IND,2021,NYL,87,90,14.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,NYL,65,73,16.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,CON,67,88,19.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,ATL,79,83,21.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,WAS,89,77,23.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,WAS,69,85,25.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,LVA,77,113,28.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,LVA,78,101,30.0,5.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,SEA,73,88,1.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,LAS,63,98,3.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,CHI,76,92,9.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,CHI,79,83,12.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,SEA,70,87,15.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,SEA,69,79,17.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,WAS,77,82,19.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,DAL,64,89,24.0,6.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,CON,80,86,1.0,7.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,CON,73,67,3.0,7.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,NYL,82,69,9.0,7.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,ATL,79,68,11.0,7.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,LAS,70,75,15.0,8.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,PHO,80,84,17.0,8.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,DAL,83,81,20.0,8.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,LVA,71,87,28.0,8.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,LAS,74,72,31.0,8.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,PHO,65,87,4.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,PHO,81,86,6.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,MIN,72,89,10.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,MIN,80,90,12.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,ATL,78,85,14.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,MIN,73,92,17.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
IND,2021,CHI,87,98,19.0,9.0,0.0,0.0,0.0,36.7,0.284,65.9,17.6,12.4,21.6,17.8,23.0,97.4,8.9,15.5,12.8,0.809,0.85,-8.97,77.3,0.498,27.4
LAS,2021,DAL,71,94,14.0,5.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,LVA,69,97,21.0,5.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,CHI,76,61,28.0,5.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,CHI,82,79,30.0,5.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,DAL,69,79,1.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,IND,98,63,3.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,CHI,68,63,5.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,WAS,71,89,10.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,MIN,64,80,12.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,PHO,85,80,16.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,PHO,66,80,18.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,NYL,73,76,20.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,WAS,89,82,24.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,PHO,79,88,27.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,LVA,75,99,30.0,6.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,LVA,58,66,2.0,7.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,SEA,74,84,4.0,7.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,SEA,62,71,7.0,7.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,MIN,61,86,11.0,7.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,IND,75,70,15.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,ATL,85,80,17.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,ATL,66,64,19.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,NYL,86,83,22.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,WAS,68,78,24.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,CON,72,76,26.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,CON,61,76,28.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,IND,72,74,31.0,8.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,MIN,57,66,2.0,9.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,CON,57,75,9.0,9.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,SEA,81,53,12.0,9.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,ATL,74,68,16.0,9.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
LAS,2021,DAL,84,87,19.0,9.0,0.0,0.0,0.0,34.8,0.335,58.8,15.4,7.8,19.9,17.0,24.9,93.7,9.1,22.1,14.2,0.856,0.55,-3.79,77.1,0.501,17.4
MIN,2021,PHO,75,77,14.0,5.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,NYL,75,86,18.0,5.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,SEA,78,90,20.0,5.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,SEA,72,82,28.0,5.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,CON,79,74,30.0,5.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,ATL,86,84,4.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,ATL,100,80,6.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,WAS,81,85,8.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,LAS,80,64,12.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,CHI,89,105,15.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,DAL,85,73,17.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,DAL,77,95,19.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,ATL,87,85,23.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,LVA,90,89,25.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,PHO,82,76,30.0,6.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,PHO,99,68,3.0,7.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,DAL,85,79,7.0,7.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,LVA,77,67,9.0,7.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,LAS,86,61,11.0,7.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,NYL,88,78,15.0,8.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,CON,60,72,17.0,8.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,CON,71,82,19.0,8.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,CHI,101,95,21.0,8.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,SEA,76,70,24.0,8.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,NYL,74,66,31.0,8.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,LAS,66,57,2.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,WAS,93,75,4.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,LVA,81,102,8.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,IND,89,72,10.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,IND,90,80,12.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,IND,92,73,17.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
MIN,2021,WAS,83,77,19.0,9.0,0.0,0.0,0.0,38.7,0.34,59.5,18.4,9.2,25.7,17.7,22.1,104.2,10.0,16.3,12.8,0.907,-0.37,3.63,78.7,0.553,22.3
