feature,team_score_importance,opp_score_importance
advanced_ortg,0.7891039015089075,0.0018597694586497224
team_vs_opp_homeaway_median_score,0.07117097984478733,0.0024261819499383787
advanced_pace,0.06367629944740444,0.08002953536290158
advanced_ts_pct,0.008506439331345676,0.0015389419334990969
team_vs_opp_median_score,0.004470793305855712,0.001566463613065315
offensive_four_factors_tov_pct,0.0036209947380392575,0.004164953063863331
team_3p_pct,0.0021329220336346235,0.0009154557059126945
defensive_four_factors_drb_pct_by_team_day_of_week,0.001999885299861933,0.0007534837188794563
advanced_pace_by_team_day_of_week,0.001366431890734795,0.002547098306985068
advanced_3par_by_team_day_of_week,0.0013416023384070941,0.00019593120279555923
opponent_3p_pct,0.001296919137882198,0.0007978840283164986
advanced_stl_pct,0.001241642946458182,0.0016209891152471217
defensive_four_factors_drb_pct,0.001200454661506847,0.0008149133529595774
advanced_drtg,0.0011434252292986512,0.8425667770653859
advanced_blk_pct,0.0010900916671222538,0.0005395861754232289
offensive_four_factors_tov_pct_by_team_travel_distance,0.0010806364828677506,0.00046931152840714603
defensive_four_factors_tov_pct_by_team_home_away,0.0010095841752909738,0.0003823462724189033
defensive_four_factors_tov_pct,0.0009815257355555995,0.0006942240473956719
advanced_drtg_by_team_day_of_week,0.0009361320007398817,0.0007512846045625112
defensive_four_factors_ft_per_fga,0.0009164641337882567,0.0021007992995329735
advanced_ast_pct_by_team_travel_distance,0.0009023023568465582,0.0006076382812640437
advanced_trb_pct,0.0008905770400602057,0.0006308788259258852
advanced_ast_pct,0.0008838658959045614,0.001105755046007637
advanced_ftr,0.0008713504490275929,0.0010013600442173559
offensive_four_factors_orb_pct,0.0008493176594319271,0.0014071801078409006
team_home_or_away_median_score_by_team_day_of_week,0.0008436198184520055,0.0003124556568644749
advanced_pace_by_team_home_away,0.000839572431360393,0.0013554492830946652
advanced_blk_pct_by_team_day_of_week,0.0008290897024160565,0.00035830877587967046
month,0.0008070764632977905,0.0005897549678999034
defensive_four_factors_efg_pct,0.000796496662515344,0.004106187307366356
defensive_four_factors_efg_pct_by_team_travel_distance,0.0007796838182581223,0.0005361636367643765
team_vs_opp_homeaway_median_score_by_team_day_of_week,0.0007616350501707417,0.0008007565316047456
advanced_ts_pct_by_team_day_of_week,0.0007456729419761008,0.0006497095283522744
defensive_four_factors_tov_pct_by_team_travel_distance,0.0007453286439474149,0.0002100825493672499
team_day_median_allowed,0.0007416507886291475,0.0005338621273718751
defensive_four_factors_efg_pct_by_team_day_of_week,0.0006837084422196523,0.000518097889792037
advanced_blk_pct_by_team_travel_distance,0.0006760423282989175,0.00027370606682309206
advanced_ast_pct_by_team_day_of_week,0.0006716181653439448,0.001165069602767359
offensive_four_factors_tov_pct_by_team_home_away,0.0006434006087641455,0.00016868888059324994
offensive_four_factors_ft_per_fga_by_team_day_of_week,0.0006257743555517548,0.0010949938725930346
defensive_four_factors_drb_pct_by_team_travel_distance,0.0006195687916479905,0.0003500216161584878
team_ft_pct,0.0006170588123366882,0.0007083969786067476
day_by_team_day_of_week,0.0006045238600570176,0.0009393049696598013
opponent_fg_pct,0.0005963815317061355,0.008254366872190316
median_score_against_by_team_day_of_week,0.0005891363308031731,0.00035514468153320476
advanced_pace_by_team_travel_distance,0.0005633839161319449,0.0011139138132741284
opponent_ft_pct,0.0005619078287965237,0.0007768407969901832
advanced_3par,0.0005553800205794532,0.0006442515991316117
advanced_3par_by_team_travel_distance,0.000552626454013174,0.00047172092028214445
day_by_team_travel_distance,0.0005521237038208501,0.00021549718412578435
offensive_four_factors_tov_pct_by_team_day_of_week,0.0005434462661916208,0.0003942671601763309
advanced_ftr_by_team_day_of_week,0.0005430234757056488,0.0008958210192604111
defensive_four_factors_ft_per_fga_by_team_day_of_week,0.000537330139523113,0.0006353810263256984
defensive_four_factors_ft_per_fga_by_team_travel_distance,0.0005307369214537397,0.00026918448948373973
advanced_ortg_by_team_day_of_week,0.0005263779359664029,0.00032959134281246056
advanced_drtg_by_team_home_away,0.0005213173327761004,0.0004884900144953321
advanced_stl_pct_by_team_travel_distance,0.0005097460859332578,0.0003033177906961209
day_of_week,0.0004959647711122718,0.00024997884196234277
advanced_trb_pct_by_team_home_away,0.0004921331226162341,0.0004214574006477253
day,0.00047873276358240753,0.0007353770945584928
advanced_trb_pct_by_team_day_of_week,0.0004671121054836167,0.00041170089544477104
team_home_or_away_median_score_by_team_travel_distance,0.0004567259435478956,0.0003025155463449111
offensive_four_factors_orb_pct_by_team_travel_distance,0.00045303800657521396,0.0004116872412864658
team_vs_opp_median_score_by_team_travel_distance,0.00045105349285622077,0.00039795854230053983
offensive_four_factors_ft_per_fga_by_team_travel_distance,0.00043753786643759,0.0004159931069181362
team_home_or_away_median_score,0.0004332171416729057,0.0002480548502571658
offensive_four_factors_orb_pct_by_team_day_of_week,0.00040904612812064694,0.0006389362195530014
median_score_against,0.0004077294584688111,0.0009265354576277473
advanced_trb_pct_by_team_travel_distance,0.0004036433956792725,0.0002078796127883253
team_day_median_score,0.00039647818144750933,0.00018629145632573715
offensive_four_factors_orb_pct_by_team_home_away,0.0003949221551261323,0.0006597232182770156
defensive_four_factors_tov_pct_by_team_day_of_week,0.00038131569342322077,0.0005386421849520502
defensive_four_factors_ft_per_fga_by_team_home_away,0.0003784603120015733,0.00016787910582610136
defensive_four_factors_efg_pct_by_team_home_away,0.00037820111278926273,0.0005491345562988417
advanced_ortg_by_team_travel_distance,0.0003614772468538416,0.00034594658164593804
advanced_3par_by_team_home_away,0.00035798089286853154,0.00026154772840778184
