feature,team_score_importance,opp_score_importance
advanced_blk_pct_by_team_home_away,0.0003483500212719479,0.00010312383329091733
median_score_for_by_team_home_away,0.00034539236049155287,0.00013997003401673464
median_score_for,0.0003436914643517463,0.00034806282258151625
advanced_ast_pct_by_team_home_away,0.0003393479640855888,0.00020814467150536843
day_by_team_home_away,0.0003319263822071642,0.000278738445776505
advanced_ts_pct_by_team_travel_distance,0.0003276722392159603,0.0006486325799396351
advanced_ftr_by_team_home_away,0.0003244783205347971,0.0003728646413205456
travel_distance_by_team_day_of_week,0.0003203728931652222,0.00012646006899710664
advanced_drtg_by_team_travel_distance,0.0003200070085339763,0.0008532806906703508
advanced_ftr_by_team_travel_distance,0.00031746886234201854,0.0004867597239974395
defensive_four_factors_drb_pct_by_team_home_away,0.00031654983841300326,0.00031394342521747393
