feature,team_score_importance,opp_score_importance
advanced_ts_pct,0.4503367512300149,0.004530878804300978
advanced_ortg,0.25110235900595834,0.012535830464289794
offensive_four_factors_tov_pct,0.05351985177583159,0.020985346909040442
advanced_ast_pct,0.01807820109640085,0.007542052385410463
offensive_four_factors_orb_pct,0.017524603448849194,0.01131643121025063
team_vs_opp_homeaway_median_score,0.01747409412686806,0.0035933867044671518
opponent_3p_pct,0.017238705353000955,0.0028816482368421016
advanced_drtg,0.013248779582194732,0.6411980963939623
opponent_ft_pct,0.01286385598880963,0.0016467949884382026
team_3p_pct,0.012467932680907585,0.003752639019802407
day,0.010692035523708003,0.0071231336867379254
advanced_ftr,0.010028740510747682,0.01127579566593076
defensive_four_factors_ft_per_fga,0.009664217870435414,0.0060371807429624455
advanced_stl_pct,0.009163600920099537,0.03374023748581249
advanced_trb_pct,0.008806607840443568,0.006551173723095059
defensive_four_factors_efg_pct,0.008195074151581131,0.009750724495311192
advanced_blk_pct,0.0071427936124125666,0.007337915254256132
advanced_3par,0.00545037343131307,0.0040291009465377595
team_ft_pct,0.004781301510792182,0.007327458964328764
day_by_team_day_of_week,0.0043147663381792175,0.001114032942664719
defensive_four_factors_drb_pct,0.004095328447573234,0.0019697530056678463
opponent_fg_pct,0.003871558902235974,0.04611524941904059
advanced_trb_pct_by_team_day_of_week,0.003328537777582352,0.002307107145792734
team_day_median_score,0.0028330140223564227,0.002372359066120706
team_vs_opp_homeaway_median_score_by_team_day_of_week,0.0027375089540167086,0.0037669488448295297
defensive_four_factors_tov_pct,0.0027060447695177437,0.008345795229263393
advanced_blk_pct_by_team_day_of_week,0.0025397789624425275,0.0011764821244315048
team_vs_opp_median_score,0.002024016103763339,0.002345003428072885
month_by_team_day_of_week,0.001832688453208303,0.0005858860335233981
offensive_four_factors_orb_pct_by_team_day_of_week,0.0017756410250886767,0.0056900840176450805
advanced_ortg_by_team_travel_distance,0.001607984776684102,0.0001579354233095944
defensive_four_factors_ft_per_fga_by_team_day_of_week,0.001596200697620982,0.00043172697608471875
team_vs_opp_median_score_by_team_day_of_week,0.001548136244316645,0.005298176388373125
defensive_four_factors_ft_per_fga_by_team_travel_distance,0.001540508086942465,0.0006007655516669268
advanced_ts_pct_by_team_day_of_week,0.0014826562907561216,0.0008746639808259037
advanced_ftr_by_team_day_of_week,0.0014282996834178163,0.0009873602702359613
defensive_four_factors_tov_pct_by_team_day_of_week,0.0014142757127276818,0.0018113032060436544
day_by_team_travel_distance,0.0014026814405943922,3.040285615686274e-05
defensive_four_factors_efg_pct_by_team_travel_distance,0.0013089294559260414,8.279557031593674e-05
advanced_pace_by_team_day_of_week,0.0012090903755058065,0.0008018117020599429
advanced_pace,0.0011101933233746352,0.048323422867152285
advanced_ortg_by_team_day_of_week,0.0009322874340224812,0.0005456236222470198
advanced_stl_pct_by_team_day_of_week,0.0007962987491243661,0.0012217771065692448
team_day_median_allowed,0.000683664436252234,0.00016298187573555553
advanced_ast_pct_by_team_day_of_week,0.0006302213294659274,0.0007201114752148608
win_loss,0.0005404131898052242,0.0059099477717011635
home_away_by_team_day_of_week,0.0005382589622937496,0.0010359238199913064
advanced_drtg_by_team_day_of_week,0.0005288780774866003,0.0004339390776361227
advanced_ts_pct_by_team_travel_distance,0.0004467082400728195,0.00021056695602466436
offensive_four_factors_ft_per_fga_by_team_day_of_week,0.0003983222036728494,0.0018975158632561979
advanced_ortg_by_team_home_away,0.00036695861549268646,0.0014895444020045232
day_of_week,0.0003612880407945013,0.0005438385771726927
month,0.0003596846171194817,0.026202056581217666
advanced_ts_pct_by_team_home_away,0.0003429328845524242,5.9954012892114645e-05
median_score_against,0.00032631932947995,0.00039666630647999297
defensive_four_factors_drb_pct_by_team_home_away,0.0003262493854405231,0.0003997299219239167
defensive_four_factors_efg_pct_by_team_day_of_week,0.00031599767655317567,0.0002693986849292541
defensive_four_factors_drb_pct_by_team_day_of_week,0.00031135815137147457,0.0001820930563326411
offensive_four_factors_tov_pct_by_team_home_away,0.0003036386671572282,0.00042802306026504147
offensive_four_factors_tov_pct_by_team_day_of_week,0.0002828051136539325,0.000730970609343308
advanced_3par_by_team_travel_distance,0.00027693335258575,0.00047920971255822713
advanced_3par_by_team_day_of_week,0.0002547793683423372,0.0025010683965558905
team_home_or_away_median_score_by_team_travel_distance,0.00024905696412279803,0.00016929913413307114
offensive_four_factors_orb_pct_by_team_travel_distance,0.0002446904664184292,0.00024025983771324729
defensive_four_factors_tov_pct_by_team_home_away,0.00024240984223668327,0.0005127446026172403
median_score_for,0.00022980864858745598,0.000541343895915801
defensive_four_factors_ft_per_fga_by_team_home_away,0.00021585040841138646,0.00048094317715527955
advanced_stl_pct_by_team_travel_distance,0.0002111901241403448,0.0005162324545842334
travel_distance_by_team_day_of_week,0.00021111215938191826,5.94189225609208e-06
advanced_drtg_by_team_home_away,0.00020423868054257507,0.00023956834915610204
team_home_or_away_median_score,0.00020013329090669523,0.0001631688090851284
advanced_blk_pct_by_team_home_away,0.0001953325130355503,0.0004989085546697195
median_score_for_by_team_day_of_week,0.00019065419665384594,0.00024814820373354827
offensive_four_factors_tov_pct_by_team_travel_distance,0.00018828182203982775,0.00044795174643197486
advanced_ast_pct_by_team_travel_distance,0.00018498575837269445,0.0006460360709263077
team_vs_opp_homeaway_median_score_by_team_travel_distance,0.0001761588235332684,5.45949671273501e-05
home_away,0.0001670270750616568,6.922966294823195e-05
defensive_four_factors_tov_pct_by_team_travel_distance,0.0001516069984332522,0.0010077997464533854
